timestamp,edge_id,boundary_class,guard_relation,endpoint_status_combination,failure_count,direct_angular_failure_count,cell_edge_failure_count,vmax_failure_count
2011-03-08 11:30:00,E0018,VMAX30,ADJACENT_TO_GUARD_LIMITED_EDGE,REFLEX-CONVEX,13,9,4,13
2011-03-08 11:30:00,E0047,VMAX13,ADJACENT_TO_GUARD_LIMITED_EDGE,CONVEX-REFLEX,13,9,4,13
2011-03-08 11:30:00,E0048,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2011-03-08 11:30:00,E0049,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2011-03-08 11:30:00,E0050,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2011-03-08 11:30:00,E0051,VMAX13,NONE,REFLEX-REFLEX,12,8,4,12
2011-03-08 11:30:00,E0052,VMAX13,NONE,REFLEX-REFLEX,22,18,4,22
2011-03-08 12:30:00,E0001,VMAX13,NONE,REFLEX-REFLEX,17,13,4,17
2011-03-08 12:30:00,E0002,VMAX13,NONE,REFLEX-REFLEX,21,17,4,21
2011-03-08 12:30:00,E0003,VMAX13,NONE,REFLEX-REFLEX,22,18,4,22
2011-03-08 12:30:00,E0004,VMAX13,NONE,REFLEX-REFLEX,22,18,4,22
2011-03-08 12:30:00,E0005,VMAX13,NONE,REFLEX-CONVEX,23,19,4,23
2011-03-08 12:30:00,E0008,VMAX30,NONE,REFLEX-REFLEX,15,12,3,15
2011-03-08 12:30:00,E0009,VMAX30,NONE,REFLEX-REFLEX,19,15,4,19
2011-03-08 12:30:00,E0010,VMAX30,NONE,REFLEX-REFLEX,17,13,4,17
2011-03-08 12:30:00,E0012,VMAX30,NONE,REFLEX-REFLEX,23,19,4,23
2011-03-08 12:30:00,E0013,VMAX30,NONE,REFLEX-REFLEX,11,7,4,11
2011-03-08 12:30:00,E0014,VMAX30,NONE,REFLEX-REFLEX,12,8,4,12
2011-03-08 12:30:00,E0015,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2011-03-08 12:30:00,E0016,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2011-03-08 12:30:00,E0017,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2011-03-08 12:30:00,E0018,VMAX30,ADJACENT_TO_GUARD_LIMITED_EDGE,REFLEX-CONVEX,13,9,4,13
2011-03-08 12:30:00,E0047,VMAX13,ADJACENT_TO_GUARD_LIMITED_EDGE,CONVEX-REFLEX,13,9,4,13
2011-03-08 12:30:00,E0048,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2011-03-08 12:30:00,E0049,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2011-03-08 12:30:00,E0050,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2011-03-08 12:30:00,E0051,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2011-03-08 12:30:00,E0052,VMAX13,NONE,REFLEX-REFLEX,22,18,4,22
2011-05-11 17:30:00,E0000,VMAX13,NONE,REFLEX-REFLEX,14,11,3,14
2011-05-11 17:30:00,E0001,VMAX13,NONE,REFLEX-REFLEX,17,14,3,17
2011-05-11 17:30:00,E0002,VMAX13,NONE,REFLEX-REFLEX,21,17,4,21
2011-05-11 17:30:00,E0003,VMAX13,NONE,REFLEX-REFLEX,20,16,4,20
2011-05-11 17:30:00,E0004,VMAX13,NONE,REFLEX-CONVEX,18,14,4,18
2011-05-11 17:30:00,E0007,VMAX30,NONE,REFLEX-REFLEX,18,15,3,18
2011-05-11 17:30:00,E0008,VMAX30,NONE,REFLEX-REFLEX,21,17,4,21
2011-05-11 17:30:00,E0009,VMAX30,NONE,REFLEX-REFLEX,15,12,3,15
2011-05-11 17:30:00,E0010,VMAX30,NONE,REFLEX-REFLEX,15,12,3,15
2011-05-11 17:30:00,E0012,VMAX30,NONE,REFLEX-REFLEX,12,8,4,12
2011-05-11 17:30:00,E0015,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2011-05-11 17:30:00,E0016,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2011-05-11 17:30:00,E0017,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2011-05-11 17:30:00,E0018,VMAX30,ADJACENT_TO_GUARD_LIMITED_EDGE,REFLEX-CONVEX,13,9,4,13
2011-05-11 17:30:00,E0045,VMAX13,ADJACENT_TO_GUARD_LIMITED_EDGE,CONVEX-REFLEX,13,9,4,13
2011-05-11 17:30:00,E0046,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2011-05-11 17:30:00,E0047,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2011-05-11 17:30:00,E0048,VMAX13,NONE,REFLEX-REFLEX,12,8,4,12
2011-05-11 17:30:00,E0050,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2011-05-11 17:30:00,E0051,VMAX13,NONE,REFLEX-REFLEX,5,4,1,5
2011-05-11 17:30:00,E0052,VMAX13,NONE,REFLEX-REFLEX,18,14,4,18
2011-05-11 18:00:00,E0000,VMAX13,NONE,REFLEX-REFLEX,16,13,3,16
2011-05-11 18:00:00,E0001,VMAX13,NONE,REFLEX-REFLEX,14,11,3,14
2011-05-11 18:00:00,E0002,VMAX13,NONE,REFLEX-REFLEX,14,11,3,14
2011-05-11 18:00:00,E0003,VMAX13,NONE,REFLEX-REFLEX,12,10,2,12
2011-05-11 18:00:00,E0004,VMAX13,NONE,REFLEX-CONVEX,13,10,3,13
2011-05-11 18:00:00,E0007,VMAX30,NONE,REFLEX-REFLEX,20,16,4,20
2011-05-11 18:00:00,E0008,VMAX30,NONE,REFLEX-REFLEX,22,18,4,22
2011-05-11 18:00:00,E0009,VMAX30,NONE,REFLEX-REFLEX,20,16,4,20
2011-05-11 18:00:00,E0010,VMAX30,NONE,REFLEX-REFLEX,21,17,4,21
2011-05-11 18:00:00,E0011,VMAX30,NONE,REFLEX-REFLEX,6,4,2,6
2011-05-11 18:00:00,E0014,VMAX30,NONE,REFLEX-REFLEX,2,1,1,2
2011-05-11 18:00:00,E0015,VMAX30,NONE,REFLEX-REFLEX,12,8,4,12
2011-05-11 18:00:00,E0016,VMAX30,NONE,REFLEX-REFLEX,12,8,4,12
2011-05-11 18:00:00,E0017,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2011-05-11 18:00:00,E0018,VMAX30,ADJACENT_TO_GUARD_LIMITED_EDGE,REFLEX-CONVEX,13,9,4,13
2011-05-11 18:00:00,E0045,VMAX13,ADJACENT_TO_GUARD_LIMITED_EDGE,CONVEX-REFLEX,13,9,4,13
2011-05-11 18:00:00,E0046,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2011-05-11 18:00:00,E0047,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2011-05-11 18:00:00,E0048,VMAX13,NONE,REFLEX-REFLEX,6,4,2,6
2011-05-11 18:00:00,E0050,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2011-05-11 18:00:00,E0051,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2011-05-11 18:00:00,E0052,VMAX13,NONE,REFLEX-REFLEX,22,18,4,22
2011-05-16 07:30:00,E0000,VMAX13,NONE,REFLEX-REFLEX,21,17,4,21
2011-05-16 07:30:00,E0001,VMAX13,NONE,REFLEX-REFLEX,18,14,4,18
2011-05-16 07:30:00,E0002,VMAX13,NONE,REFLEX-REFLEX,17,13,4,17
2011-05-16 07:30:00,E0003,VMAX13,NONE,REFLEX-REFLEX,18,14,4,18
2011-05-16 07:30:00,E0004,VMAX13,NONE,REFLEX-CONVEX,20,16,4,20
2011-05-16 07:30:00,E0007,VMAX30,NONE,REFLEX-REFLEX,20,16,4,20
2011-05-16 07:30:00,E0008,VMAX30,NONE,REFLEX-REFLEX,21,17,4,21
2011-05-16 07:30:00,E0009,VMAX30,NONE,REFLEX-REFLEX,20,16,4,20
2011-05-16 07:30:00,E0010,VMAX30,NONE,REFLEX-REFLEX,20,16,4,20
2011-05-16 07:30:00,E0012,VMAX30,NONE,REFLEX-REFLEX,5,3,2,5
2011-05-16 07:30:00,E0013,VMAX30,NONE,REFLEX-REFLEX,11,7,4,11
2011-05-16 07:30:00,E0014,VMAX30,NONE,REFLEX-REFLEX,12,8,4,12
2011-05-16 07:30:00,E0015,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2011-05-16 07:30:00,E0016,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2011-05-16 07:30:00,E0017,VMAX30,ADJACENT_TO_GUARD_LIMITED_EDGE,REFLEX-CONVEX,13,9,4,13
2011-05-16 07:30:00,E0046,VMAX13,ADJACENT_TO_GUARD_LIMITED_EDGE,CONVEX-REFLEX,13,9,4,13
2011-05-16 07:30:00,E0047,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2011-05-16 07:30:00,E0048,VMAX13,NONE,REFLEX-REFLEX,12,8,4,12
2011-05-16 07:30:00,E0049,VMAX13,NONE,REFLEX-REFLEX,6,4,2,6
2011-05-16 07:30:00,E0050,VMAX13,NONE,REFLEX-CONVEX,8,5,3,8
2011-05-16 07:30:00,E0052,VMAX13,NONE,REFLEX-REFLEX,22,18,4,22
2011-09-11 00:00:00,E0001,VMAX13,NONE,REFLEX-REFLEX,17,13,4,17
2011-09-11 00:00:00,E0002,VMAX13,NONE,REFLEX-REFLEX,19,15,4,19
2011-09-11 00:00:00,E0003,VMAX13,NONE,REFLEX-REFLEX,22,18,4,22
2011-09-11 00:00:00,E0004,VMAX13,NONE,REFLEX-REFLEX,22,18,4,22
2011-09-11 00:00:00,E0005,VMAX13,NONE,REFLEX-CONVEX,20,16,4,20
2011-09-11 00:00:00,E0008,VMAX30,NONE,REFLEX-REFLEX,18,14,4,18
2011-09-11 00:00:00,E0009,VMAX30,NONE,REFLEX-REFLEX,19,15,4,19
2011-09-11 00:00:00,E0010,VMAX30,NONE,REFLEX-REFLEX,15,12,3,15
2011-09-11 00:00:00,E0012,VMAX30,NONE,REFLEX-REFLEX,20,16,4,20
2011-09-11 00:00:00,E0013,VMAX30,NONE,REFLEX-REFLEX,6,4,2,6
2011-09-11 00:00:00,E0014,VMAX30,NONE,REFLEX-REFLEX,4,3,1,4
2011-09-11 00:00:00,E0015,VMAX30,NONE,REFLEX-REFLEX,8,6,2,8
2011-09-11 00:00:00,E0016,VMAX30,NONE,REFLEX-REFLEX,11,7,4,11
2011-09-11 00:00:00,E0017,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2011-09-11 00:00:00,E0018,VMAX30,ADJACENT_TO_GUARD_LIMITED_EDGE,REFLEX-CONVEX,13,9,4,13
2011-09-11 00:00:00,E0047,VMAX13,ADJACENT_TO_GUARD_LIMITED_EDGE,CONVEX-REFLEX,13,9,4,13
2011-09-11 00:00:00,E0048,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2011-09-11 00:00:00,E0049,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2011-09-11 00:00:00,E0050,VMAX13,NONE,REFLEX-REFLEX,12,8,4,12
2011-09-11 00:00:00,E0051,VMAX13,NONE,REFLEX-REFLEX,11,7,4,11
2011-09-11 00:00:00,E0052,VMAX13,NONE,REFLEX-REFLEX,23,19,4,23
2011-09-30 05:30:00,E0002,VMAX13,NONE,REFLEX-REFLEX,17,13,4,17
2011-09-30 05:30:00,E0003,VMAX13,NONE,REFLEX-REFLEX,19,15,4,19
2011-09-30 05:30:00,E0004,VMAX13,NONE,REFLEX-REFLEX,21,17,4,21
2011-09-30 05:30:00,E0005,VMAX13,NONE,REFLEX-CONVEX,21,17,4,21
2011-09-30 05:30:00,E0008,VMAX30,NONE,REFLEX-REFLEX,20,16,4,20
2011-09-30 05:30:00,E0009,VMAX30,NONE,REFLEX-REFLEX,21,17,4,21
2011-09-30 05:30:00,E0010,VMAX30,NONE,REFLEX-REFLEX,9,6,3,9
2011-09-30 05:30:00,E0012,VMAX30,NONE,REFLEX-REFLEX,18,14,4,18
2011-09-30 05:30:00,E0014,VMAX30,NONE,REFLEX-REFLEX,8,5,3,8
2011-09-30 05:30:00,E0015,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2011-09-30 05:30:00,E0016,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2011-09-30 05:30:00,E0017,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2011-09-30 05:30:00,E0018,VMAX30,ADJACENT_TO_GUARD_LIMITED_EDGE,REFLEX-CONVEX,13,9,4,13
2011-09-30 05:30:00,E0047,VMAX13,ADJACENT_TO_GUARD_LIMITED_EDGE,CONVEX-REFLEX,13,9,4,13
2011-09-30 05:30:00,E0048,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2011-09-30 05:30:00,E0049,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2011-09-30 05:30:00,E0050,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2011-09-30 05:30:00,E0051,VMAX13,NONE,REFLEX-REFLEX,22,18,4,22
2011-09-30 11:30:00,E0001,VMAX13,NONE,REFLEX-REFLEX,18,14,4,18
2011-09-30 11:30:00,E0002,VMAX13,NONE,REFLEX-REFLEX,21,17,4,21
2011-09-30 11:30:00,E0003,VMAX13,NONE,REFLEX-REFLEX,19,15,4,19
2011-09-30 11:30:00,E0004,VMAX13,NONE,REFLEX-REFLEX,20,16,4,20
2011-09-30 11:30:00,E0005,VMAX13,NONE,REFLEX-CONVEX,22,18,4,22
2011-09-30 11:30:00,E0007,VMAX30,NONE,CONVEX-REFLEX,9,6,3,9
2011-09-30 11:30:00,E0008,VMAX30,NONE,REFLEX-REFLEX,20,16,4,20
2011-09-30 11:30:00,E0009,VMAX30,NONE,REFLEX-REFLEX,12,10,2,12
2011-09-30 11:30:00,E0010,VMAX30,NONE,REFLEX-CONVEX,14,11,3,14
2011-09-30 11:30:00,E0012,VMAX30,NONE,REFLEX-REFLEX,17,13,4,17
2011-09-30 11:30:00,E0014,VMAX30,NONE,REFLEX-REFLEX,7,5,2,7
2011-09-30 11:30:00,E0015,VMAX30,NONE,REFLEX-REFLEX,12,8,4,12
2011-09-30 11:30:00,E0016,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2011-09-30 11:30:00,E0017,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2011-09-30 11:30:00,E0018,VMAX30,ADJACENT_TO_GUARD_LIMITED_EDGE,REFLEX-CONVEX,13,9,4,13
2011-09-30 11:30:00,E0047,VMAX13,ADJACENT_TO_GUARD_LIMITED_EDGE,CONVEX-REFLEX,13,9,4,13
2011-09-30 11:30:00,E0048,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2011-09-30 11:30:00,E0049,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2011-09-30 11:30:00,E0050,VMAX13,NONE,REFLEX-REFLEX,12,8,4,12
2011-09-30 11:30:00,E0051,VMAX13,NONE,REFLEX-REFLEX,12,8,4,12
2011-09-30 11:30:00,E0052,VMAX13,NONE,REFLEX-REFLEX,22,18,4,22
2011-11-14 17:30:00,E0000,VMAX13,NONE,REFLEX-REFLEX,21,17,4,21
2011-11-14 17:30:00,E0001,VMAX13,NONE,REFLEX-REFLEX,22,18,4,22
2011-11-14 17:30:00,E0002,VMAX13,NONE,REFLEX-REFLEX,21,17,4,21
2011-11-14 17:30:00,E0003,VMAX13,NONE,REFLEX-REFLEX,14,11,3,14
2011-11-14 17:30:00,E0004,VMAX13,NONE,REFLEX-CONVEX,16,13,3,16
2011-11-14 17:30:00,E0007,VMAX30,NONE,REFLEX-REFLEX,20,16,4,20
2011-11-14 17:30:00,E0008,VMAX30,NONE,REFLEX-REFLEX,5,4,1,5
2011-11-14 17:30:00,E0010,VMAX30,NONE,REFLEX-REFLEX,12,10,2,12
2011-11-14 17:30:00,E0012,VMAX30,NONE,REFLEX-REFLEX,9,6,3,9
2011-11-14 17:30:00,E0015,VMAX30,NONE,REFLEX-REFLEX,9,6,3,9
2011-11-14 17:30:00,E0016,VMAX30,NONE,REFLEX-REFLEX,12,8,4,12
2011-11-14 17:30:00,E0017,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2011-11-14 17:30:00,E0018,VMAX30,ADJACENT_TO_GUARD_LIMITED_EDGE,REFLEX-CONVEX,13,9,4,13
2011-11-14 17:30:00,E0045,VMAX13,ADJACENT_TO_GUARD_LIMITED_EDGE,CONVEX-REFLEX,13,9,4,13
2011-11-14 17:30:00,E0046,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2011-11-14 17:30:00,E0047,VMAX13,NONE,REFLEX-REFLEX,12,8,4,12
2011-11-14 17:30:00,E0048,VMAX13,NONE,REFLEX-REFLEX,7,4,3,7
2011-11-14 17:30:00,E0050,VMAX13,NONE,REFLEX-REFLEX,12,8,4,12
2011-11-14 17:30:00,E0051,VMAX13,NONE,REFLEX-REFLEX,10,7,3,10
2011-11-14 17:30:00,E0052,VMAX13,NONE,REFLEX-REFLEX,21,17,4,21
2011-11-14 19:30:00,E0000,VMAX13,NONE,REFLEX-REFLEX,21,17,4,21
2011-11-14 19:30:00,E0001,VMAX13,NONE,REFLEX-REFLEX,20,16,4,20
2011-11-14 19:30:00,E0002,VMAX13,NONE,REFLEX-REFLEX,12,10,2,12
2011-11-14 19:30:00,E0003,VMAX13,NONE,REFLEX-REFLEX,19,15,4,19
2011-11-14 19:30:00,E0004,VMAX13,NONE,REFLEX-CONVEX,18,15,3,18
2011-11-14 19:30:00,E0007,VMAX30,NONE,REFLEX-REFLEX,15,12,3,15
2011-11-14 19:30:00,E0008,VMAX30,NONE,REFLEX-REFLEX,15,12,3,15
2011-11-14 19:30:00,E0009,VMAX30,NONE,REFLEX-REFLEX,11,9,2,11
2011-11-14 19:30:00,E0010,VMAX30,NONE,REFLEX-REFLEX,17,14,3,17
2011-11-14 19:30:00,E0011,VMAX30,NONE,REFLEX-REFLEX,5,3,2,5
2011-11-14 19:30:00,E0012,VMAX30,NONE,REFLEX-REFLEX,7,5,2,7
2011-11-14 19:30:00,E0015,VMAX30,NONE,REFLEX-REFLEX,12,8,4,12
2011-11-14 19:30:00,E0016,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2011-11-14 19:30:00,E0017,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2011-11-14 19:30:00,E0018,VMAX30,ADJACENT_TO_GUARD_LIMITED_EDGE,REFLEX-CONVEX,13,9,4,13
2011-11-14 19:30:00,E0045,VMAX13,ADJACENT_TO_GUARD_LIMITED_EDGE,CONVEX-REFLEX,13,9,4,13
2011-11-14 19:30:00,E0046,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2011-11-14 19:30:00,E0047,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2011-11-14 19:30:00,E0048,VMAX13,NONE,REFLEX-REFLEX,4,2,2,4
2011-11-14 19:30:00,E0050,VMAX13,NONE,REFLEX-REFLEX,9,6,3,9
2011-11-14 19:30:00,E0052,VMAX13,NONE,REFLEX-REFLEX,18,14,4,18
2011-12-15 05:30:00,E0002,VMAX13,NONE,REFLEX-REFLEX,21,17,4,21
2011-12-15 05:30:00,E0003,VMAX13,NONE,REFLEX-REFLEX,22,18,4,22
2011-12-15 05:30:00,E0004,VMAX13,NONE,REFLEX-REFLEX,23,19,4,23
2011-12-15 05:30:00,E0005,VMAX13,NONE,REFLEX-CONVEX,21,17,4,21
2011-12-15 05:30:00,E0007,VMAX30,NONE,CONVEX-REFLEX,8,5,3,8
2011-12-15 05:30:00,E0008,VMAX30,NONE,REFLEX-REFLEX,23,19,4,23
2011-12-15 05:30:00,E0009,VMAX30,NONE,REFLEX-REFLEX,22,18,4,22
2011-12-15 05:30:00,E0010,VMAX30,NONE,REFLEX-REFLEX,4,3,1,4
2011-12-15 05:30:00,E0012,VMAX30,NONE,REFLEX-REFLEX,20,16,4,20
2011-12-15 05:30:00,E0013,VMAX30,NONE,REFLEX-REFLEX,9,6,3,9
2011-12-15 05:30:00,E0014,VMAX30,NONE,REFLEX-REFLEX,8,5,3,8
2011-12-15 05:30:00,E0015,VMAX30,NONE,REFLEX-REFLEX,9,6,3,9
2011-12-15 05:30:00,E0016,VMAX30,NONE,REFLEX-REFLEX,12,8,4,12
2011-12-15 05:30:00,E0017,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2011-12-15 05:30:00,E0018,VMAX30,ADJACENT_TO_GUARD_LIMITED_EDGE,REFLEX-CONVEX,13,9,4,13
2011-12-15 05:30:00,E0047,VMAX13,ADJACENT_TO_GUARD_LIMITED_EDGE,CONVEX-REFLEX,13,9,4,13
2011-12-15 05:30:00,E0048,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2011-12-15 05:30:00,E0049,VMAX13,NONE,REFLEX-REFLEX,11,7,4,11
2011-12-15 05:30:00,E0050,VMAX13,NONE,REFLEX-REFLEX,10,7,3,10
2011-12-15 05:30:00,E0051,VMAX13,NONE,REFLEX-REFLEX,23,19,4,23
2012-08-04 03:30:00,E0000,VMAX13,NONE,REFLEX-REFLEX,9,6,3,9
2012-08-04 03:30:00,E0001,VMAX13,NONE,REFLEX-REFLEX,10,7,3,10
2012-08-04 03:30:00,E0002,VMAX13,NONE,REFLEX-REFLEX,21,17,4,21
2012-08-04 03:30:00,E0003,VMAX13,NONE,REFLEX-REFLEX,22,18,4,22
2012-08-04 03:30:00,E0004,VMAX13,NONE,REFLEX-REFLEX,21,17,4,21
2012-08-04 03:30:00,E0005,VMAX13,NONE,REFLEX-CONVEX,21,17,4,21
2012-08-04 03:30:00,E0008,VMAX30,NONE,REFLEX-REFLEX,17,13,4,17
2012-08-04 03:30:00,E0009,VMAX30,NONE,REFLEX-REFLEX,19,15,4,19
2012-08-04 03:30:00,E0012,VMAX30,NONE,REFLEX-REFLEX,20,16,4,20
2012-08-04 03:30:00,E0014,VMAX30,NONE,REFLEX-REFLEX,8,5,3,8
2012-08-04 03:30:00,E0015,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2012-08-04 03:30:00,E0016,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2012-08-04 03:30:00,E0017,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2012-08-04 03:30:00,E0018,VMAX30,ADJACENT_TO_GUARD_LIMITED_EDGE,REFLEX-CONVEX,13,9,4,13
2012-08-04 03:30:00,E0047,VMAX13,ADJACENT_TO_GUARD_LIMITED_EDGE,CONVEX-REFLEX,13,9,4,13
2012-08-04 03:30:00,E0048,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2012-08-04 03:30:00,E0049,VMAX13,NONE,REFLEX-REFLEX,12,8,4,12
2012-08-04 03:30:00,E0050,VMAX13,NONE,REFLEX-REFLEX,7,5,2,7
2012-08-04 03:30:00,E0051,VMAX13,NONE,REFLEX-REFLEX,21,17,4,21
2012-08-05 23:30:00,E0001,VMAX13,NONE,REFLEX-REFLEX,18,14,4,18
2012-08-05 23:30:00,E0002,VMAX13,NONE,REFLEX-REFLEX,21,17,4,21
2012-08-05 23:30:00,E0003,VMAX13,NONE,REFLEX-REFLEX,22,18,4,22
2012-08-05 23:30:00,E0004,VMAX13,NONE,REFLEX-REFLEX,21,17,4,21
2012-08-05 23:30:00,E0005,VMAX13,NONE,REFLEX-CONVEX,20,16,4,20
2012-08-05 23:30:00,E0007,VMAX30,NONE,CONVEX-REFLEX,5,3,2,5
2012-08-05 23:30:00,E0008,VMAX30,NONE,REFLEX-REFLEX,15,12,3,15
2012-08-05 23:30:00,E0009,VMAX30,NONE,REFLEX-REFLEX,11,9,2,11
2012-08-05 23:30:00,E0010,VMAX30,NONE,REFLEX-REFLEX,10,8,2,10
2012-08-05 23:30:00,E0012,VMAX30,NONE,REFLEX-REFLEX,21,17,4,21
2012-08-05 23:30:00,E0015,VMAX30,NONE,REFLEX-REFLEX,12,8,4,12
2012-08-05 23:30:00,E0016,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2012-08-05 23:30:00,E0017,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2012-08-05 23:30:00,E0018,VMAX30,ADJACENT_TO_GUARD_LIMITED_EDGE,REFLEX-CONVEX,13,9,4,13
2012-08-05 23:30:00,E0047,VMAX13,ADJACENT_TO_GUARD_LIMITED_EDGE,CONVEX-REFLEX,13,9,4,13
2012-08-05 23:30:00,E0048,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2012-08-05 23:30:00,E0049,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2012-08-05 23:30:00,E0050,VMAX13,NONE,REFLEX-REFLEX,11,7,4,11
2012-08-05 23:30:00,E0051,VMAX13,NONE,REFLEX-REFLEX,11,7,4,11
2012-08-05 23:30:00,E0052,VMAX13,NONE,REFLEX-REFLEX,22,18,4,22
2012-08-24 12:00:00,E0000,VMAX13,NONE,REFLEX-REFLEX,7,4,3,7
2012-08-24 12:00:00,E0001,VMAX13,NONE,REFLEX-REFLEX,17,13,4,17
2012-08-24 12:00:00,E0002,VMAX13,NONE,REFLEX-REFLEX,22,18,4,22
2012-08-24 12:00:00,E0003,VMAX13,NONE,REFLEX-REFLEX,22,18,4,22
2012-08-24 12:00:00,E0004,VMAX13,NONE,REFLEX-REFLEX,20,16,4,20
2012-08-24 12:00:00,E0005,VMAX13,NONE,REFLEX-CONVEX,18,14,4,18
2012-08-24 12:00:00,E0008,VMAX30,NONE,REFLEX-REFLEX,12,10,2,12
2012-08-24 12:00:00,E0009,VMAX30,NONE,REFLEX-REFLEX,15,12,3,15
2012-08-24 12:00:00,E0012,VMAX30,NONE,REFLEX-REFLEX,19,15,4,19
2012-08-24 12:00:00,E0014,VMAX30,NONE,REFLEX-REFLEX,3,2,1,3
2012-08-24 12:00:00,E0015,VMAX30,NONE,REFLEX-REFLEX,11,7,4,11
2012-08-24 12:00:00,E0016,VMAX30,NONE,REFLEX-REFLEX,11,7,4,11
2012-08-24 12:00:00,E0017,VMAX30,NONE,REFLEX-REFLEX,13,9,4,13
2012-08-24 12:00:00,E0018,VMAX30,ADJACENT_TO_GUARD_LIMITED_EDGE,REFLEX-CONVEX,13,9,4,13
2012-08-24 12:00:00,E0047,VMAX13,ADJACENT_TO_GUARD_LIMITED_EDGE,CONVEX-REFLEX,13,9,4,13
2012-08-24 12:00:00,E0048,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2012-08-24 12:00:00,E0049,VMAX13,NONE,REFLEX-REFLEX,13,9,4,13
2012-08-24 12:00:00,E0050,VMAX13,NONE,REFLEX-REFLEX,12,8,4,12
2012-08-24 12:00:00,E0051,VMAX13,NONE,REFLEX-REFLEX,8,6,2,8
2012-08-24 12:00:00,E0052,VMAX13,NONE,REFLEX-REFLEX,22,18,4,22
2012-08-31 11:30:00,E0001,VMAX13,NONE,REFLEX-REFLEX,14,10,4,14
2012-08-31 11:30:00,E0002,VMAX13,NONE,REFLEX-REFLEX,19,15,4,19
2012-08-31 11:30:00,E0003,VMAX13,NONE,REFLEX-REFLEX,18,14,4,18
2012-08-31 11:30:00,E0004,VMAX13,NONE,REFLEX-REFLEX,20,16,4,20
2012-08-31 11:30:00,E0005,VMAX13,NONE,REFLEX-CONVEX,21,17,4,21
2012-08-31 11:30:00,E0008,VMAX30,NONE,REFLEX-REFLEX,21,17,4,21
2012-08-31 11:30:00,E0009,VMAX30,NONE,REFLEX-REFLEX,22,18,4,22
2012-08-31 11:30:00,E0010,VMAX30,NONE,REFLEX-REFLEX,14,10,4,14
2012-08-31 11:30:00,E0012,VMAX30,NONE,REFLEX-REFLEX,21,17,4,21
2012-08-31 11:30:00,E0013,VMAX30,NONE,REFLEX-REFLEX,6,4,2,6
2012-08-31 11:30:00,E0014,VMAX30,NONE,REFLEX-REFLEX,12,8,4,12
