timestamp,edge_id,guard_relation,margin_channel,endpoint_status_combination,boundary_class,n_interior,endpoint_a_margin_pu,endpoint_b_margin_pu,endpoint_min_margin_pu,endpoint_max_margin_pu,s_e_pu,s_e_sign,predicted_midpoint_margin_pu,model_rmse_pu,failure_point_count,direct_angular_failure_count,cell_edge_failure_count,cap_role
2010-07-01 07:30:00,E0039,NONE,VMIN_MARGIN,CONVEX-CONVEX,VMIN33,9,3.38862499993375e-06,5.26565799996437e-06,3.38862499993375e-06,5.26565799996437e-06,3.92085754426952e-05,POSITIVE,1.41292853606229e-05,1.89824871826362e-08,0,0,0,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH
2010-07-01 07:30:00,E0040,NONE,VMIN_MARGIN,CONVEX-CONVEX,VMIN33,10,5.26565799996437e-06,6.69765399996525e-06,5.26565799996437e-06,6.69765399996525e-06,4.9196496498874e-05,POSITIVE,1.82807801246833e-05,2.46343208918617e-08,0,0,0,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH
2010-07-01 07:30:00,E0041,NONE,VMIN_MARGIN,CONVEX-CONVEX,VMIN33,10,6.69765399996525e-06,9.54925200002954e-06,6.69765399996525e-06,9.54925200002954e-06,6.43803280487246e-05,POSITIVE,2.42185350121785e-05,3.57656530964983e-08,0,0,0,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH
2010-07-01 07:30:00,E0042,ADJACENT_TO_GUARD_LIMITED_EDGE,VMIN_MARGIN,CONVEX-CONVEX,VMIN33,10,9.54925200002954e-06,6.77725499997894e-06,6.77725499997894e-06,9.54925200002954e-06,8.84421934348183e-05,POSITIVE,3.02738018587088e-05,5.54362318916066e-08,0,0,0,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH
2010-07-01 07:30:00,E0043,CROSSES_GUARD_LIMITED_RAY,VMAX_MARGIN,CONVEX-CONVEX,CLASS_TRANSITION,29,0.0277089906600001,8.2916100001551e-06,8.2916100001551e-06,0.0277089906600001,-0.00126167792742125,NEGATIVE,0.0135432216531448,4.05454341087415e-06,0,0,0,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH
2010-07-01 07:30:00,E0043,CROSSES_GUARD_LIMITED_RAY,VMIN_MARGIN,CONVEX-CONVEX,CLASS_TRANSITION,29,6.77725499997894e-06,0.040904671871,6.77725499997894e-06,0.040904671871,0.00230650666401147,POSITIVE,0.0210323512290029,8.32721990936328e-06,0,0,0,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH
2010-07-01 07:30:00,E0044,ADJACENT_TO_GUARD_LIMITED_EDGE,VMAX_MARGIN,CONVEX-REFLEX,VMAX13,10,8.2916100001551e-06,2.99123000013779e-06,2.99123000013779e-06,8.2916100001551e-06,-0.000219769068227291,NEGATIVE,-4.93008470566763e-05,2.58209377718626e-07,13,9,4,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH
2010-07-01 07:30:00,E0045,NONE,VMAX_MARGIN,REFLEX-REFLEX,VMAX13,9,2.99123000013779e-06,3.41908000001112e-06,2.99123000013779e-06,3.41908000001112e-06,-0.000108495033523799,NEGATIVE,-2.39186033808753e-05,9.09358825359699e-08,13,9,4,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH
2010-07-01 07:30:00,E0046,NONE,VMAX_MARGIN,REFLEX-REFLEX,VMAX13,9,3.41908000001112e-06,3.64713000000627e-06,3.41908000001112e-06,3.64713000000627e-06,-6.30061407476962e-05,NEGATIVE,-1.22184301869154e-05,3.91658760552355e-08,13,9,4,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH
2010-07-01 07:30:00,E0047,NONE,VMAX_MARGIN,REFLEX-REFLEX,VMAX13,9,3.64713000000627e-06,9.97423000015374e-06,3.64713000000627e-06,9.97423000015374e-06,-4.08556819271582e-05,NEGATIVE,-3.40324048170955e-06,1.99793946209043e-08,9,6,3,GEOMETRY_BOUND_ONLY_NOT_PRIMARY_FALSIFICATION_PATH
