enrichment_point_id,timestamp,edge_id,local_addition_order,t,p13_abs_kw,p30_abs_kw,selection_rule,calibration_role,ac_evaluated
LS_ENRICH_0097,2011-09-11 00:00:00,E0011,1,0.673988268988032,-14.3222507159957,2235.02034227069,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0098,2011-09-11 00:00:00,E0011,2,0.173988268988032,-3.69725071599568,2230.13684312569,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0099,2011-09-11 00:00:00,E0011,3,0.510982403482048,-10.8583760739935,2233.42826426103,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0100,2011-09-11 00:00:00,E0011,4,0.836994134494016,-17.7861253579978,2236.61242028034,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0101,2011-09-11 00:00:00,E0027,1,0.334311665402978,-1602.42196513891,-14.913434448836,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0102,2011-09-11 00:00:00,E0027,2,0.778631524438455,-1596.9189508675,-34.7342656604967,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0103,2011-09-11 00:00:00,E0038,1,0.325091301242546,-14.3418098485959,-2311.81348972409,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0104,2011-09-11 00:00:00,E0038,2,0.825091301242546,-3.71680984859589,-2316.14204578409,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0105,2011-09-11 00:00:00,E0038,3,0.162545650621273,-17.7959049242979,-2310.40631380205,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0106,2011-09-11 00:00:00,E0038,4,0.48763695186382,-10.8877147728938,-2313.22066564614,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0107,2011-09-30 11:30:00,E0011,1,0.803312087713124,-28.3669580973697,2221.27323474126,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0108,2011-09-30 11:30:00,E0011,2,0.410984038989214,-14.5128738768066,2215.00441488656,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0109,2011-09-30 11:30:00,E0038,1,0.586308268872214,-14.6084892554499,-2330.68678463133,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0110,2011-09-30 11:30:00,E0038,2,0.195106109295453,-28.4228155155043,-2325.13049145859,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0111,2011-11-14 17:30:00,E0028,1,0.291061430209291,-965.023011111733,24.1840466821026,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0112,2011-11-14 17:30:00,E0028,2,0.791061430209292,-960.047783770233,7.12752887320263,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0113,2011-11-14 17:30:00,E0028,3,0.145530715104646,-966.471107897367,29.1485411499513,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0114,2011-11-14 17:30:00,E0028,4,0.436592145313937,-963.5749143261,19.2195522142539,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0115,2011-11-14 17:30:00,E0049,1,0.710943154831828,2228.09036507632,34.0425174492147,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0116,2011-11-14 17:30:00,E0049,2,0.210943154831828,2236.24652696132,10.1007175895147,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0117,2011-11-14 17:30:00,E0049,3,0.855471577415914,2225.73277065316,40.9630585843074,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0118,2011-11-14 17:30:00,E0049,4,0.566414732247743,2230.44795949948,27.121976314122,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0119,2012-08-05 23:30:00,E0000,1,0.197124995906615,1572.70614998671,-40.6455470822276,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0120,2012-08-05 23:30:00,E0000,2,0.589818570351397,1566.26218480862,-20.7654348759606,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0121,2012-08-05 23:30:00,E0011,1,0.730232737437434,-18.7692633294465,2230.93972979173,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0122,2012-08-05 23:30:00,E0011,2,0.230232737437434,-5.91770082944655,2224.94696245673,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0123,2012-08-05 23:30:00,E0011,3,0.595349106156151,-15.3023324941698,2229.32307735259,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0124,2012-08-05 23:30:00,E0011,4,0.865116368718717,-22.2361941647233,2232.55638223086,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0125,2012-08-05 23:30:00,E0027,1,0.414101402239308,-1605.10383322815,-20.9638834883649,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0126,2012-08-05 23:30:00,E0027,2,0.805165879227603,-1599.59469987887,-40.7615226358974,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0127,2012-08-05 23:30:00,E0038,1,0.268554196683581,-18.8004429133673,-2315.96951156586,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0128,2012-08-05 23:30:00,E0038,2,0.768554196683581,-5.94888041336732,-2321.07446151586,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0129,2012-08-05 23:30:00,E0038,3,0.134277098341791,-22.2517839566837,-2314.59855583293,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
LS_ENRICH_0130,2012-08-05 23:30:00,E0038,4,0.402831295025372,-15.349101870051,-2317.3404672988,ITERATED_LARGEST_T_GAP_MIDPOINT_TIE_LOWEST_LEFT_ENDPOINT,LOW_SAMPLE_ENRICHMENT_BEFORE_FUTURE_AC_CALIBRATION,False
