check,actual,expected,pass,evidence
anchor,2012-10-15 13:00:00,2012-10-15 13:00:00,true,scripts/prepare_dso_vpp_production_probe_preregistration.py; data_processed/ausgrid/ausgrid_halfhour_normalized.csv
anchor_stratum,SPRING_AFTERNOON,SPRING_AFTERNOON,true,scripts/prepare_dso_vpp_production_probe_preregistration.py; data_processed/ausgrid/ausgrid_halfhour_normalized.csv
replaced_ranked_mode,EXPORT,EXPORT,true,scripts/prepare_dso_vpp_production_probe_preregistration.py; data_processed/ausgrid/ausgrid_halfhour_normalized.csv
replacement_timing,BEFORE_OTHER_SLOT_SELECTION,BEFORE_OTHER_SLOT_SELECTION,true,scripts/prepare_dso_vpp_production_probe_preregistration.py; data_processed/ausgrid/ausgrid_halfhour_normalized.csv
simple_deduplication_used,false,false,true,scripts/prepare_dso_vpp_production_probe_preregistration.py; data_processed/ausgrid/ausgrid_halfhour_normalized.csv
anchor_natural_export_rank,87,87,true,scripts/prepare_dso_vpp_production_probe_preregistration.py; data_processed/ausgrid/ausgrid_halfhour_normalized.csv
anchor_natural_top_required,false,false,true,scripts/prepare_dso_vpp_production_probe_preregistration.py; data_processed/ausgrid/ausgrid_halfhour_normalized.csv
selected_unique_count,32,32,true,scripts/prepare_dso_vpp_production_probe_preregistration.py; data_processed/ausgrid/ausgrid_halfhour_normalized.csv
selector_uses_ac_outputs,false,false,true,scripts/prepare_dso_vpp_production_probe_preregistration.py; data_processed/ausgrid/ausgrid_halfhour_normalized.csv
