timestamp,control_id,control_category,expected_status,observed_status,vmin_pu,vmax_pu,retry_count,classification_match
2011-11-14 19:30:00,CTRL_T023_VMAX_IN,KNOWN_FEASIBLE_INWARD_VMAX,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.979593265997732,1.04999532010627,0,true
2011-11-14 19:30:00,CTRL_T023_VMIN_IN,KNOWN_FEASIBLE_INWARD_VMIN,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.900009091959466,1,0,true
2011-11-14 19:30:00,CTRL_T023_OUTWARD,KNOWN_CONVERGED_INFEASIBLE_OUTWARD_PHYSICAL_ENDPOINT,CONVERGED_INFEASIBLE,CONVERGED_INFEASIBLE,0.979595061922978,1.05000128088594,0,true
2011-12-15 05:30:00,CTRL_T024_CENTER,CERTIFIED_PRODUCTION_CENTER,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.97896731467503,1,0,true
2011-12-15 05:30:00,CTRL_T024_VMAX_IN,KNOWN_FEASIBLE_INWARD_VMAX,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.999505056383914,1.04999392068807,0,true
2011-12-15 05:30:00,CTRL_T024_VMIN_IN,KNOWN_FEASIBLE_INWARD_VMIN,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.90000834360946,1,0,true
2011-12-15 05:30:00,CTRL_T024_OUTWARD,KNOWN_CONVERGED_INFEASIBLE_OUTWARD_PHYSICAL_ENDPOINT,CONVERGED_INFEASIBLE,CONVERGED_INFEASIBLE,0.999505212264868,1.05000618837529,0,true
2012-08-04 03:30:00,CTRL_T025_CENTER,CERTIFIED_PRODUCTION_CENTER,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.97882100247744,1,0,true
2012-08-04 03:30:00,CTRL_T025_VMAX_IN,KNOWN_FEASIBLE_INWARD_VMAX,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.999542396195486,1.0499988729743,0,true
2012-08-04 03:30:00,CTRL_T025_VMIN_IN,KNOWN_FEASIBLE_INWARD_VMIN,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.900003882035212,1,0,true
2012-08-04 03:30:00,CTRL_T025_OUTWARD,KNOWN_CONVERGED_INFEASIBLE_OUTWARD_PHYSICAL_ENDPOINT,CONVERGED_INFEASIBLE,CONVERGED_INFEASIBLE,0.999542474158537,1.05000500866925,0,true
2012-08-05 23:30:00,CTRL_T026_CENTER,CERTIFIED_PRODUCTION_CENTER,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.980645917888197,1,0,true
2012-08-05 23:30:00,CTRL_T026_VMAX_IN,KNOWN_FEASIBLE_INWARD_VMAX,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.999074262085308,1.04999427294648,0,true
2012-08-05 23:30:00,CTRL_T026_VMIN_IN,KNOWN_FEASIBLE_INWARD_VMIN,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.900000444239525,1,0,true
2012-08-05 23:30:00,CTRL_T026_OUTWARD,KNOWN_CONVERGED_INFEASIBLE_OUTWARD_PHYSICAL_ENDPOINT,CONVERGED_INFEASIBLE,CONVERGED_INFEASIBLE,0.999074756769094,1.05000038554564,0,true
2012-08-24 12:00:00,CTRL_T027_CENTER,CERTIFIED_PRODUCTION_CENTER,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.97980641919815,1,0,true
2012-08-24 12:00:00,CTRL_T027_VMAX_IN,KNOWN_FEASIBLE_INWARD_VMAX,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.999294417354331,1.04999788999614,0,true
2012-08-24 12:00:00,CTRL_T027_VMIN_IN,KNOWN_FEASIBLE_INWARD_VMIN,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.900005135825248,1,0,true
2012-08-24 12:00:00,CTRL_T027_OUTWARD,KNOWN_CONVERGED_INFEASIBLE_OUTWARD_PHYSICAL_ENDPOINT,CONVERGED_INFEASIBLE,CONVERGED_INFEASIBLE,0.999294495164697,1.05000401321334,0,true
2012-08-31 11:30:00,CTRL_T028_CENTER,CERTIFIED_PRODUCTION_CENTER,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.979529547726983,1,0,true
2012-08-31 11:30:00,CTRL_T028_VMAX_IN,KNOWN_FEASIBLE_INWARD_VMAX,CONVERGED_FEASIBLE,CONVERGED_FEASIBLE,0.999363701757456,1.04999639897808,0,true
