selection_index,timestamp,level,angle_deg,parent_start_angle_deg,parent_end_angle_deg,adaptive_triggers,status,no_reentry_statement,official_boundary_r,binding_mechanism,binding_bus,safe_r,safe_p13_abs_kw,safe_p30_abs_kw,safe_vmin_pu,safe_vmin_bus,safe_vmax_pu,safe_vmax_bus,safe_solver_status,violating_r,violating_p13_abs_kw,violating_p30_abs_kw,violating_vmin_pu,violating_vmin_bus,violating_vmax_pu,violating_vmax_bus,violating_solver_status,sweep_point_count,refinement_steps,unresolved_point_count,bracket_width_kw
9,2011-02-05 18:00:00,BASE,60,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,0.707421875,BINDING_VMAX,13,0.707421875,1936.73374939,3318.5406412,0.988257454122,25,1.0499968424,13,CONVERGED_FEASIBLE,0.7076171875,1936.89131927,3318.93578115,0.988259133483,25,1.05000723318,13,CONVERGED_INFEASIBLE,41,8,0,0.425398456915
9,2011-02-05 18:00:00,BASE,70,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,0.6962890625,BINDING_VMAX,30,0.6962890625,1750.26611788,3415.84450351,0.987974325289,25,1.04999592058,30,CONVERGED_FEASIBLE,0.696484375,1750.37390203,3416.27325548,0.987975956762,25,1.05000852782,30,CONVERGED_INFEASIBLE,41,8,0,0.442092377176
9,2011-02-05 18:00:00,BASE,80,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,0.69892578125,BINDING_VMAX,30,0.69892578125,1561.84347959,3495.2946646,0.98762033873,25,1.04999456497,30,CONVERGED_FEASIBLE,0.6990234375,1561.87084131,3495.51933289,0.987621103917,25,1.05000084064,30,CONVERGED_INFEASIBLE,41,9,0,0.226328306056
9,2011-02-05 18:00:00,BASE,90,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,0.7244140625,BINDING_VMAX,30,0.7244140625,1366.015625,3579.64291382,0.987245849002,25,1.04999490887,30,CONVERGED_FEASIBLE,0.724609375,1366.015625,3580.09918213,0.987247225448,25,1.05000699849,30,CONVERGED_INFEASIBLE,41,8,0,0.456268310547
9,2011-02-05 18:00:00,BASE,100,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,0.77734375,BINDING_VMAX,30,0.77734375,1148.2163065,3675.70329733,0.986821222367,25,1.04999823841,30,CONVERGED_FEASIBLE,0.7775390625,1148.16158305,3676.1526339,0.986822395607,25,1.05000947029,30,CONVERGED_INFEASIBLE,41,8,0,0.452656612112
9,2011-02-05 18:00:00,BASE,110,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,0.8685546875,BINDING_VMAX,30,0.8685546875,886.699512277,3794.00373622,0.986298535979,25,1.04999779753,30,CONVERGED_FEASIBLE,0.86875,886.591728128,3794.43248818,0.986299460403,25,1.05000779214,30,CONVERGED_INFEASIBLE,41,8,0,0.442092377176
9,2011-02-05 18:00:00,BASE,120,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.0224609375,BINDING_VMAX,30,1.0224609375,541.137275696,3955.90137713,0.985585987408,25,1.049997214,30,CONVERGED_FEASIBLE,1.02265625,540.979705811,3956.29651708,0.985586619353,25,1.05000560782,30,CONVERGED_INFEASIBLE,41,8,0,0.425398456915
9,2011-02-05 18:00:00,BASE,130,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.300390625,BINDING_VMAX,30,1.300390625,17.3182817991,4214.45992014,0.970662025988,18,1.04999227822,30,CONVERGED_FEASIBLE,1.30078125,16.9131459195,4215.15896375,0.970650728259,18,1.05000511913,30,CONVERGED_INFEASIBLE,41,7,0,0.807958567287
9,2011-02-05 18:00:00,BASE,140,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.92734375,BINDING_VMAX,30,1.92734375,-1016.22881379,4781.46647972,0.924921245926,18,1.0499989099,30,CONVERGED_FEASIBLE,1.927734375,-1016.71163593,4782.05304695,0.924902021385,18,1.05000667542,30,CONVERGED_INFEASIBLE,41,7,0,0.759722540279
9,2011-02-05 18:00:00,BASE,150,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.92216796875,BINDING_VMIN,18,1.92216796875,-1319.91717608,4132.52603912,0.900005747331,18,1.02808342298,30,CONVERGED_FEASIBLE,1.922265625,-1320.0536356,4132.6401062,0.899999328884,18,1.02808425563,30,CONVERGED_INFEASIBLE,41,9,0,0.177855277557
9,2011-02-05 18:00:00,BASE,160,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.6294921875,BINDING_VMIN,18,1.6294921875,-1104.63464918,3189.29353661,0.900008388772,18,1.00545181157,30,CONVERGED_FEASIBLE,1.6296875,-1104.9307837,3189.44958957,0.899993650125,18,1.00545137459,30,CONVERGED_INFEASIBLE,41,8,0,0.334735979852
9,2011-02-05 18:00:00,BASE,170,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.44580078125,BINDING_VMIN,18,1.44580078125,-931.365715885,2473.84501424,0.900003463336,18,1,1,CONVERGED_FEASIBLE,1.4458984375,-931.520891929,2473.88462932,0.899995298791,18,1,1,CONVERGED_INFEASIBLE,41,9,0,0.160152925104
9,2011-02-05 18:00:00,BASE,180,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.33125,BINDING_VMIN,18,1.33125,-781.977050781,1887.34375,0.900003480389,18,1,1,CONVERGED_FEASIBLE,1.33134765625,-782.134620667,1887.34375,0.899994712753,18,1,1,CONVERGED_INFEASIBLE,41,9,0,0.157569885254
9,2011-02-05 18:00:00,BASE,190,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.26572265625,BINDING_VMIN,18,1.26572265625,-645.22108957,1373.89269388,0.900005022089,18,1,1,CONVERGED_FEASIBLE,1.2658203125,-645.376265614,1373.8530788,0.899995867745,18,1,1,CONVERGED_INFEASIBLE,41,9,0,0.160152925104
9,2011-02-05 18:00:00,BASE,200,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.23916015625,BINDING_VMIN,18,1.23916015625,-512.809817233,897.265789893,0.900006937403,18,1,1,CONVERGED_FEASIBLE,1.2392578125,-512.957884492,897.187763417,0.899997625893,18,1,1,CONVERGED_INFEASIBLE,41,9,0,0.167367989926
9,2011-02-05 18:00:00,BASE,210,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.24775390625,BINDING_VMIN,18,1.24775390625,-377.527706776,429.908699036,0.900000814516,18,1,1,CONVERGED_FEASIBLE,1.2478515625,-377.664166299,429.794631958,0.899991577298,18,1,1,CONVERGED_INFEASIBLE,41,9,0,0.177855277557
9,2011-02-05 18:00:00,BASE,220,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.2921875,BINDING_VMIN,18,1.2921875,-231.160014142,-53.0206581675,0.900003538252,18,1,1,CONVERGED_FEASIBLE,1.29228515625,-231.280719677,-53.1672999759,0.899994597339,18,1,1,CONVERGED_INFEASIBLE,41,9,0,0.18993063507
9,2011-02-05 18:00:00,BASE,230,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.3078125,BINDING_VMIN,33,1.3078125,9.6207000866,-453.054248685,0.900003600636,33,1,1,CONVERGED_FEASIBLE,1.30791015625,9.5194161167,-453.229009587,0.899995261186,33,1,1,CONVERGED_INFEASIBLE,41,9,0,0.201989641822
9,2011-02-05 18:00:00,BASE,240,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.2349609375,BINDING_VMIN,33,1.2349609375,369.70124054,-611.126140416,0.900001757938,33,1,1,CONVERGED_FEASIBLE,1.23505859375,369.622455597,-611.32371039,0.899992956657,33,1,1,CONVERGED_INFEASIBLE,41,9,0,0.212699228457
9,2011-02-05 18:00:00,BASE,250,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.20166015625,BINDING_VMIN,33,1.20166015625,702.873645345,-750.552711705,0.900005599214,33,1,1,CONVERGED_FEASIBLE,1.2017578125,702.81975327,-750.767087688,0.899996556999,33,1,1,CONVERGED_INFEASIBLE,41,9,0,0.221046188589
9,2011-02-05 18:00:00,BASE,260,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.203515625,BINDING_VMIN,33,1.203515625,1028.80974545,-881.46819237,0.90000299618,33,1,1,CONVERGED_FEASIBLE,1.20361328125,1028.78238373,-881.692860655,0.899993949817,33,1,1,CONVERGED_INFEASIBLE,41,9,0,0.226328306056
9,2011-02-05 18:00:00,BASE,270,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.2408203125,BINDING_VMIN,33,1.2408203125,1366.015625,-1011.3288269,0.900007748494,33,1,1,CONVERGED_FEASIBLE,1.241015625,1366.015625,-1011.78509521,0.899990129994,33,1,1,CONVERGED_INFEASIBLE,41,8,0,0.456268310547
9,2011-02-05 18:00:00,BASE,280,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.31943359375,BINDING_VMIN,33,1.31943359375,1735.69987026,-1148.14944648,0.900003770529,33,1,1,CONVERGED_FEASIBLE,1.31953125,1735.72723198,-1148.37411476,0.899995433259,33,1,1,CONVERGED_INFEASIBLE,41,9,0,0.226328306056
9,2011-02-05 18:00:00,BASE,290,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.45234375,BINDING_VMIN,33,1.45234375,2167.49856051,-1300.85585817,0.900002149895,33,1,1,CONVERGED_FEASIBLE,1.45244140625,2167.55245258,-1301.07023415,0.899994503035,33,1,1,CONVERGED_INFEASIBLE,41,9,0,0.221046188588
9,2011-02-05 18:00:00,BASE,300,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.6658203125,BINDING_VMIN,33,1.6658203125,2709.92917633,-1482.80486543,0.900005203555,33,1.01806991218,13,CONVERGED_FEASIBLE,1.666015625,2710.08674622,-1483.20000538,0.899991674421,33,1.01806979551,13,CONVERGED_INFEASIBLE,41,8,0,0.425398456915
9,2011-02-05 18:00:00,BASE,310,NaN,NaN,BASE_PREREGISTERED,RAY_UNBOUNDED_WITHIN_GUARD,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,NaN,RAY_UNBOUNDED_WITHIN_GUARD,,NaN,NaN,NaN,NaN,,NaN,,,NaN,NaN,NaN,NaN,,NaN,,,41,0,0,NaN
9,2011-02-05 18:00:00,BASE,320,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.34375,BINDING_VMAX,13,1.34375,3026.92378662,-130.44753298,0.953232022046,33,1.04999840787,13,CONVERGED_FEASIBLE,1.344140625,3027.40660876,-131.034100213,0.953217551065,33,1.05000840227,13,CONVERGED_INFEASIBLE,41,7,0,0.759722540279
9,2011-02-05 18:00:00,BASE,330,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,0.9654296875,BINDING_VMAX,13,0.9654296875,2715.05447433,759.676620483,0.978942775415,33,1.04999269278,13,CONVERGED_FEASIBLE,0.965625,2715.32739338,759.448486328,0.978938606259,33,1.05000008028,13,CONVERGED_INFEASIBLE,41,8,0,0.355710555114
9,2011-02-05 18:00:00,BASE,340,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,0.7802734375,BINDING_VMAX,13,0.7802734375,2549.07301987,1263.91220289,0.98346297387,25,1.04999592113,13,CONVERGED_FEASIBLE,0.78046875,2549.36915438,1263.75614994,0.983463332884,25,1.05000524422,13,CONVERGED_INFEASIBLE,41,8,0,0.334735979852
9,2011-02-05 18:00:00,BASE,350,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,0.674609375,BINDING_VMAX,13,0.674609375,2437.97174137,1613.6827751,0.984327950118,25,1.0499993463,13,CONVERGED_FEASIBLE,0.67470703125,2438.12691741,1613.64316002,0.984328289211,25,1.05000478675,13,CONVERGED_INFEASIBLE,41,9,0,0.160152925103
10,2013-04-17 05:30:00,BASE,0,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.0521484375,BINDING_VMAX,13,1.0521484375,1492.82110596,-254.296875,0.999606698645,22,1.0499916063,13,CONVERGED_FEASIBLE,1.05234375,1493.13012695,-254.296875,0.999606853019,22,1.05000371554,13,CONVERGED_INFEASIBLE,41,8,0,0.309020996094
10,2013-04-17 05:30:00,BASE,10,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,0.98779296875,BINDING_VMAX,13,0.98779296875,1367.25512467,134.41607174,0.999762118075,22,1.04999404131,13,CONVERGED_FEASIBLE,0.987890625,1367.40728781,134.454501097,0.999762215364,22,1.0500005173,13,CONVERGED_INFEASIBLE,41,9,0,0.156940866454
10,2013-04-17 05:30:00,BASE,20,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,0.96015625,BINDING_VMAX,13,0.96015625,1255.65642951,489.897603001,0.999900465155,22,1.04999081628,13,CONVERGED_FEASIBLE,0.9603515625,1255.94681426,490.048985116,0.99990069191,22,1.05000416428,13,CONVERGED_INFEASIBLE,41,8,0,0.327474957271
10,2013-04-17 05:30:00,BASE,30,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,0.9642578125,BINDING_VMAX,13,0.9642578125,1149.36510253,838.290092468,1,1,1.04999344289,13,CONVERGED_FEASIBLE,0.964453125,1149.63272256,838.511398315,1,1,1.05000673604,13,CONVERGED_INFEASIBLE,41,8,0,0.347270442179
10,2013-04-17 05:30:00,BASE,40,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.0005859375,BINDING_VMAX,13,1.0005859375,1040.8611138,1203.22384361,1,1,1.04999199657,13,CONVERGED_FEASIBLE,1.00078125,1041.09783761,1203.50834892,1,1,1.05000478815,13,CONVERGED_INFEASIBLE,41,8,0,0.370110035812
10,2013-04-17 05:30:00,BASE,50,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.0751953125,BINDING_VMAX,30,1.0751953125,921.609945158,1612.22968512,1,1,1.04999237406,30,CONVERGED_FEASIBLE,1.075390625,921.808580026,1612.56874535,1,1,1.05000407286,30,CONVERGED_INFEASIBLE,41,8,0,0.392960111692
10,2013-04-17 05:30:00,BASE,60,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.0134765625,BINDING_VMAX,30,1.0134765625,629.879974365,1734.71413311,1,1,1.04999899152,30,CONVERGED_FEASIBLE,1.01357421875,629.957229614,1734.9057896,1,1,1.05000521027,30,CONVERGED_INFEASIBLE,41,9,0,0.206641191428
10,2013-04-17 05:30:00,BASE,70,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,0.9880859375,BINDING_VMAX,30,0.9880859375,362.81781979,1849.83705784,1,1,1.04999543212,30,CONVERGED_FEASIBLE,0.98828125,362.923511196,1850.25297679,1,1,1.05000819634,30,CONVERGED_INFEASIBLE,41,8,0,0.429137787139
10,2013-04-17 05:30:00,BASE,80,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,0.99482421875,BINDING_VMAX,30,0.99482421875,101.446961382,1965.89574031,1,1,1.04999481659,30,CONVERGED_FEASIBLE,0.994921875,101.473791849,1966.11368403,1,1,1.0500011512,30,CONVERGED_INFEASIBLE,41,9,0,0.219589017107
10,2013-04-17 05:30:00,BASE,90,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.0349609375,BINDING_VMAX,30,1.0349609375,-171.875,2091.10249329,0.999976477629,22,1.04999809225,30,CONVERGED_FEASIBLE,1.03505859375,-171.875,2091.32379913,0.99997658804,22,1.05000416799,30,CONVERGED_INFEASIBLE,41,9,0,0.221305847168
10,2013-04-17 05:30:00,BASE,100,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.1158203125,BINDING_VMAX,30,1.1158203125,-478.439909272,2235.92800205,0.996173686847,18,1.04999004945,30,CONVERGED_FEASIBLE,1.116015625,-478.493570205,2236.36388948,0.996176381142,18,1.05000126761,30,CONVERGED_INFEASIBLE,41,8,0,0.439178034215
10,2013-04-17 05:30:00,BASE,110,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.255859375,BINDING_VMAX,30,1.255859375,-851.470736559,2420.06192875,0.980802731462,18,1.04999258863,30,CONVERGED_FEASIBLE,1.2560546875,-851.576427964,2420.4778477,0.980802640696,18,1.05000246603,30,CONVERGED_INFEASIBLE,41,8,0,0.429137787139
10,2013-04-17 05:30:00,BASE,120,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.4970703125,BINDING_VMAX,30,1.4970703125,-1356.19796753,2683.79705007,0.958959846247,18,1.04999696395,30,CONVERGED_FEASIBLE,1.497265625,-1356.35247803,2684.18036304,0.958956629325,18,1.05000508603,30,CONVERGED_INFEASIBLE,41,8,0,0.413282382855
10,2013-04-17 05:30:00,BASE,130,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.959765625,BINDING_VMAX,30,1.959765625,-2164.97725971,3147.83346184,0.920945469413,18,1.04999709129,30,CONVERGED_FEASIBLE,1.96015625,-2165.37452945,3148.5115823,0.920931290407,18,1.05000878281,30,CONVERGED_INFEASIBLE,41,7,0,0.785920223384
10,2013-04-17 05:30:00,BASE,140,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.7900390625,BINDING_VMIN,18,1.7900390625,-2341.44878157,2353.19431884,0.900003104025,18,1.02507451136,30,CONVERGED_FEASIBLE,1.790234375,-2341.68550538,2353.47882416,0.899992718535,18,1.02507842789,30,CONVERGED_INFEASIBLE,41,8,0,0.370110035812
10,2013-04-17 05:30:00,BASE,150,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.4083984375,BINDING_VMIN,18,1.4083984375,-2101.68305739,1341.53958893,0.900009783138,18,1,1,CONVERGED_FEASIBLE,1.40859375,-2101.95067742,1341.76089478,0.899997101773,18,1,1,CONVERGED_INFEASIBLE,41,8,0,0.347270442179
10,2013-04-17 05:30:00,BASE,160,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.1828125,BINDING_VMIN,18,1.1828125,-1930.44504417,662.473214254,0.900004807292,18,1,1,CONVERGED_FEASIBLE,1.1830078125,-1930.73542892,662.624596369,0.899990040745,18,1,1,CONVERGED_INFEASIBLE,41,8,0,0.327474957271
10,2013-04-17 05:30:00,BASE,170,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,1.04267578125,BINDING_VMIN,18,1.04267578125,-1796.52080733,156.013370412,0.900004015092,18,1,1,CONVERGED_FEASIBLE,1.0427734375,-1796.67297046,156.051799769,0.899995752302,18,1,1,CONVERGED_INFEASIBLE,41,9,0,0.156940866454
10,2013-04-17 05:30:00,BASE,180,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,0.95556640625,BINDING_VMIN,18,0.95556640625,-1683.76022339,-254.296875,0.900004370048,18,1,1,CONVERGED_FEASIBLE,0.9556640625,-1683.91473389,-254.296875,0.899995430631,18,1,1,CONVERGED_INFEASIBLE,41,9,0,0.154510498047
10,2013-04-17 05:30:00,BASE,190,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,0.9052734375,BINDING_VMIN,18,0.9052734375,-1582.42727441,-610.537015018,0.900009931122,18,1,1,CONVERGED_FEASIBLE,0.90546875,-1582.73160069,-610.613873732,0.899991159704,18,1,1,CONVERGED_INFEASIBLE,41,8,0,0.313881732907
10,2013-04-17 05:30:00,BASE,200,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,0.883984375,BINDING_VMIN,18,0.883984375,-1486.15637713,-939.452328098,0.900000324454,18,1,1,CONVERGED_FEASIBLE,0.88408203125,-1486.3015695,-939.528019156,0.899990738823,18,1,1,CONVERGED_INFEASIBLE,41,9,0,0.163737478635
10,2013-04-17 05:30:00,BASE,210,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,0.88818359375,BINDING_VMIN,18,0.88818359375,-1388.8770997,-1260.685215,0.900008288761,18,1,1,CONVERGED_FEASIBLE,0.88828125,-1389.01090972,-1260.79586792,0.899998755442,18,1,1,CONVERGED_INFEASIBLE,41,9,0,0.173635221089
10,2013-04-17 05:30:00,BASE,220,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,0.91865234375,BINDING_VMIN,18,0.91865234375,-1285.30547262,-1592.4676148,0.900005113812,18,1,1,CONVERGED_FEASIBLE,0.91875,-1285.42383453,-1592.60986745,0.89999587854,18,1,1,CONVERGED_INFEASIBLE,41,9,0,0.185055017906
10,2013-04-17 05:30:00,BASE,230,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,0.9794921875,BINDING_VMIN,18,0.9794921875,-1168.02886012,-1954.68392296,0.900004932275,18,1,1,CONVERGED_FEASIBLE,0.97958984375,-1168.12817756,-1954.85345308,0.899996222755,18,1,1,CONVERGED_INFEASIBLE,41,9,0,0.196480055846
10,2013-04-17 05:30:00,BASE,240,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,0.95439453125,BINDING_VMIN,33,0.95439453125,-926.890548706,-2127.35570929,0.900007061992,33,1,1,CONVERGED_FEASIBLE,0.9544921875,-926.967803955,-2127.54736578,0.899997978293,33,1,1,CONVERGED_INFEASIBLE,41,9,0,0.206641191428
10,2013-04-17 05:30:00,BASE,250,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,0.9318359375,BINDING_VMIN,33,0.9318359375,-676.128695042,-2238.64615225,0.900006311727,33,1,1,CONVERGED_FEASIBLE,0.93193359375,-676.181540745,-2238.85411172,0.899997015467,33,1,1,CONVERGED_INFEASIBLE,41,9,0,0.214568893569
10,2013-04-17 05:30:00,BASE,260,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,0.93662109375,BINDING_VMIN,33,0.93662109375,-429.206003398,-2344.59503672,0.900001745981,33,1,1,CONVERGED_FEASIBLE,0.93671875,-429.232833865,-2344.81298044,0.899992485725,33,1,1,CONVERGED_INFEASIBLE,41,9,0,0.219589017107
10,2013-04-17 05:30:00,BASE,270,NaN,NaN,BASE_PREREGISTERED,RAY_CERTIFIED_BOUNDARY,NO_RE_ENTRY_DETECTED_AT_SWEEP_RESOLUTION_DELTA,0.96943359375,BINDING_VMIN,33,0.96943359375,-171.875,-2451.20001984,0.900003498738,33,1,1,CONVERGED_FEASIBLE,0.96953125,-171.875,-2451.42132568,0.899994525153,33,1,1,CONVERGED_INFEASIBLE,41,9,0,0.221305847168
