timestamp,angular_localization,concave_vertex_count,local_depth_kw_count,local_depth_kw_min,local_depth_kw_q1,local_depth_kw_median,local_depth_kw_q3,local_depth_kw_max,local_depth_kw_mean,hull_perpendicular_deficit_kw_count,hull_perpendicular_deficit_kw_min,hull_perpendicular_deficit_kw_q1,hull_perpendicular_deficit_kw_median,hull_perpendicular_deficit_kw_q3,hull_perpendicular_deficit_kw_max,hull_perpendicular_deficit_kw_mean
2011-02-05 17:30:00,WITHIN_VMAX_RUN,27,27,0.232959917907409,0.452439567256321,0.606072993901957,1.1648799718102,9.02245431931105,1.1546340229381,27,8.30648270764961,38.7334098025996,51.7102810262243,59.2150512123626,65.4152877724188,46.1193845105972
2011-02-05 18:00:00,WITHIN_VMAX_RUN,27,27,0.0921099043776794,0.429614899081447,0.579749883755915,0.912625645289766,8.32106336473032,1.03197346621161,27,6.42836130016741,35.8409997516374,46.5562177798186,55.245783821163,61.2399157891328,42.7329651681344
2011-02-06 00:00:00,WITHIN_VMAX_RUN,22,22,0.0220852467916041,0.704698274276632,1.06104288501719,1.51264637043455,3.72098964637613,1.24794894533193,22,7.23155815725276,26.0764569962581,38.2074653957218,42.3949495672715,45.8319642149348,34.2925060555624
2011-03-04 18:00:00,WITHIN_VMAX_RUN,22,22,0.515381356840234,0.813212262185874,1.25349104705928,1.49758995228469,5.1273111628908,1.55181096934625,22,8.74499193549416,33.4282320288961,47.5198781657021,51.3214369662441,58.7260714378725,42.523898486426
2011-03-08 11:30:00,WITHIN_VMAX_RUN,22,22,0.164179362422989,1.01237957670476,1.2540214053158,1.76065323967554,6.48640729598361,1.77516382368938,22,9.68774588203289,38.7935076561042,52.4741072030751,58.0711829327053,68.6579990169898,48.5082120822223
2011-03-08 12:30:00,WITHIN_VMAX_RUN,22,22,0.140242720143374,0.989332973760559,1.3431430955616,1.76247643906854,6.16968489393013,1.72263033585997,22,9.59759085063493,38.0255992460617,51.5278734485146,57.0304035178849,67.304529341371,47.686002333667
2011-05-11 17:30:00,WITHIN_VMAX_RUN,24,24,0.0922123795466016,0.668281529242356,1.03354167752657,1.41903723425631,7.21245917489852,1.58272817855307,24,8.61241405212933,38.9381985186769,54.6974000644889,60.3140179949268,64.0518400902707,48.1288851828638
2011-05-11 18:00:00,WITHIN_VMAX_RUN,24,24,0.0750051703430419,0.680459536818301,0.919380331219426,1.37366123119167,7.10047927311258,1.56304873007967,24,8.45435976712277,38.5401759954866,54.1042704472798,59.8586168555178,63.3386390285659,47.6553965607123
2011-05-16 07:30:00,WITHIN_VMAX_RUN,21,21,0.0220630657978178,1.02892054149915,1.19459401878506,1.70287038662997,4.40815634527581,1.44327508814714,21,7.86184857445377,28.9445634803141,42.429667693452,46.4489976159977,52.0353326727742,37.6345406156579
2011-05-16 07:30:00,WITHIN_VMIN_RUN,1,1,0.0186883110671024,0.0186883110671024,0.0186883110671024,0.0186883110671024,0.0186883110671024,0.0186883110671024,1,0.0186883110671024,0.0186883110671024,0.0186883110671024,0.0186883110671024,0.0186883110671024,0.0186883110671024
2011-09-11 00:00:00,WITHIN_VMAX_RUN,22,22,0.101294859101953,0.932345384462254,1.33157014715264,1.6816398147105,6.09652877697796,1.66755093537496,22,9.30530573166563,37.3578007960988,50.8786951876935,56.3832362690395,66.0570168615828,46.9373541900436
2011-09-30 05:30:00,WITHIN_VMAX_RUN,21,21,0.35540044076025,0.933397588691036,1.26114721966418,1.68970480511858,5.51830205975066,1.57682342583111,21,10.7152627438844,34.4589688167274,43.1216965497783,49.9775547769604,59.4842230872376,40.6704111511056
2011-09-30 11:30:00,WITHIN_VMAX_RUN,21,21,0.159422692033534,1.26063798160671,1.38380337036638,1.73696339268015,6.20661094370417,1.78732836761166,21,9.23257800453411,37.6072702646265,54.4926200941327,56.8403823153514,66.7796478566668,47.4613125499295
2011-11-14 17:30:00,WITHIN_VMAX_RUN,24,24,0.135825008576567,0.582293932468175,1.06067216449714,1.45262174712108,7.28586141087993,1.57401776616217,24,8.20986782339088,38.8094658278831,54.4653095952898,60.0896799267321,63.9898607138197,48.0109953540009
2011-11-14 19:30:00,WITHIN_VMAX_RUN,24,24,0.281612738493619,0.588199236707942,0.895778551792723,1.37377713096112,6.80483921373453,1.50481162031859,24,8.21001924637873,39.3710132852623,53.4354252383956,58.4922615027349,63.5717058868449,47.750496189232
2011-12-15 05:30:00,WITHIN_VMAX_RUN,21,21,0.345700029850158,0.930147890244523,1.38342368423459,1.55399175122022,5.61096761121523,1.5958211980866,21,13.9088160417017,35.5601891283184,43.5411394738485,52.0443766876314,61.956068935446,42.1432726925353
2012-08-04 03:30:00,WITHIN_VMAX_RUN,21,21,0.337861591731496,1.1193060130152,1.27090943496736,1.75045633590198,5.85450402101176,1.62097399396526,21,15.6352862641184,36.0485831679001,44.0248951478042,52.4358835076588,62.8390352753882,42.8305612543847
2012-08-05 23:30:00,WITHIN_VMAX_RUN,22,22,0.0781325004833199,1.0545974547294,1.32935118739169,1.62595329405233,6.15213025621518,1.68690289268298,22,9.4749582440236,37.7166756659595,50.954460100884,56.5691920786161,66.3867229918945,47.1730020161537
2012-08-24 12:00:00,WITHIN_VMAX_RUN,22,22,0.313060110611115,1.00887804662683,1.28653561525851,1.75405997409882,6.38126985176622,1.76785386876524,22,9.69423195074105,38.6593934058335,52.4853172083463,58.0628196108475,68.7013299326007,48.4749134501849
2012-08-31 11:30:00,WITHIN_VMAX_RUN,22,22,0.35435320025645,0.933032306209307,1.33150049903274,1.77489042565714,6.46161863753984,1.79193564599745,22,9.63653255893781,38.9485009488181,53.0387921816847,58.5538297766108,69.5784528982857,48.9825321057622
2012-09-03 07:00:00,WITHIN_VMAX_RUN,22,22,0.337208705908705,0.740377982840528,1.21553547525591,1.49525534144936,4.75981157065019,1.46906792945079,22,8.26516586018195,31.5020336815099,45.8417718502019,48.913186881436,55.3731069525392,40.4421455996233
2012-10-15 13:00:00,WITHIN_VMAX_RUN,21,21,0.349422207140308,0.962255915795621,1.38343636063153,1.70799004743253,5.83826612441225,1.61617952969869,21,14.1151424657959,35.8062998602441,43.5583377174004,52.0448873728642,61.9566768820695,42.2038649115276
2013-04-07 02:00:00,WITHIN_VMAX_RUN,22,22,0.267163556428121,0.912344046755876,1.20157651600112,1.65499822645971,5.57063080034615,1.59964550695379,22,9.02732103068198,35.5504370254581,49.1091057812353,53.7764841918735,61.9759446036232,44.5991230386918
2013-04-17 05:30:00,WITHIN_VMAX_RUN,21,21,0.345483361490227,0.815823382879396,1.43911433125169,1.66824631714061,6.08305306546042,1.66529276388393,21,16.1221591821586,37.1343985109765,45.8706103199143,55.206836944932,66.6267402677561,44.9582643256317
