timestamp,cell_index,cell_vertex_index_ccw,p13_abs_kw,p30_abs_kw,vertex_role,triangle_indices,primary_classes,binding_families,cell_area_kw2,cell_irredundant_facet_count,cell_convex,ac_certification_status
2010-07-01 07:30:00,20,1,1970.80144765,229.449590173,ANGULAR_POLYGON_BOUNDARY,50,VMAX_BUS_13,VMAX,268403.791718899,3,true,NOT_AC_CERTIFIED_GEOMETRIC_CELL
2010-07-01 07:30:00,20,2,1845.63183594,614.6875,ANGULAR_POLYGON_BOUNDARY,50,VMAX_BUS_13,VMAX,268403.791718899,3,true,NOT_AC_CERTIFIED_GEOMETRIC_CELL
2010-07-02 17:30:00,0,0,889.53125,1223.90625,PRODUCTION_CENTER,0,VMAX_BUS_13,VMAX,169947.188270789,3,true,NOT_AC_CERTIFIED_GEOMETRIC_CELL
2010-07-02 17:30:00,0,1,2089.95483398,1223.90625,ANGULAR_POLYGON_BOUNDARY,0,VMAX_BUS_13,VMAX,169947.188270789,3,true,NOT_AC_CERTIFIED_GEOMETRIC_CELL
2010-07-02 17:30:00,0,2,2002.30435382,1507.05161725,ANGULAR_POLYGON_BOUNDARY,0,VMAX_BUS_13,VMAX,169947.188270789,3,true,NOT_AC_CERTIFIED_GEOMETRIC_CELL
2010-07-02 17:30:00,1,0,889.53125,1223.90625,PRODUCTION_CENTER,1,VMAX_BUS_13,VMAX,155755.356262426,3,true,NOT_AC_CERTIFIED_GEOMETRIC_CELL
2010-07-02 17:30:00,1,1,2002.30435382,1507.05161725,ANGULAR_POLYGON_BOUNDARY,1,VMAX_BUS_13,VMAX,155755.356262426,3,true,NOT_AC_CERTIFIED_GEOMETRIC_CELL
2010-07-02 17:30:00,1,2,1923.36175447,1766.90556254,ANGULAR_POLYGON_BOUNDARY,1,VMAX_BUS_13,VMAX,155755.356262426,3,true,NOT_AC_CERTIFIED_GEOMETRIC_CELL
2010-07-02 17:30:00,2,0,889.53125,1223.90625,PRODUCTION_CENTER,2,VMAX_BUS_13,VMAX,152473.568886654,3,true,NOT_AC_CERTIFIED_GEOMETRIC_CELL
2010-07-02 17:30:00,2,1,1923.36175447,1766.90556254,ANGULAR_POLYGON_BOUNDARY,2,VMAX_BUS_13,VMAX,152473.568886654,3,true,NOT_AC_CERTIFIED_GEOMETRIC_CELL
2010-07-02 17:30:00,2,2,1847.46917628,2022.01268005,ANGULAR_POLYGON_BOUNDARY,2,VMAX_BUS_13,VMAX,152473.568886654,3,true,NOT_AC_CERTIFIED_GEOMETRIC_CELL
2010-07-02 17:30:00,3,0,889.53125,1223.90625,PRODUCTION_CENTER,3,VMAX_BUS_13,VMAX,159202.897811244,3,true,NOT_AC_CERTIFIED_GEOMETRIC_CELL
