timestamp,run_index_ccw,primary_class,binding_family,binding_bus,vertex_count,first_vertex_index,last_vertex_index,first_ray_angle_deg,last_ray_angle_deg,vertex_to_vertex_angular_span_deg,midpoint_transition_sector_extent_deg,concave_vertex_count,contains_signed_axis_endpoint,guard_adjacent_sector,guard_context,timestamp_class_transition_count
2011-02-05 11:30:00,2,VMIN_BUS_33,VMIN,33,12,33,44,229.999999999996,310.000000000063,80.000000000067,87.500000000029,0,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-02-05 11:30:00,3,VMAX_BUS_13,VMAX,13,15,45,6,319.99999999998,54.9999999999226,94.9999999999426,102.49999999986,13,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-02-05 17:30:00,0,VMAX_BUS_30,VMAX,30,14,8,21,65.0000000000441,140.000000000034,74.9999999999899,82.499999999976,12,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-02-05 17:30:00,1,VMIN_BUS_18,VMIN,18,12,22,33,149.999999999982,225.000000000012,75.00000000003,82.499999999997,0,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-02-05 17:30:00,2,VMIN_BUS_33,VMIN,33,11,34,44,229.999999999998,304.99999999996,74.999999999962,82.4999999999365,0,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-02-05 17:30:00,3,VMAX_BUS_13,VMAX,13,17,45,7,314.999999999923,60.0000000000199,105.000000000097,112.500000000091,15,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-02-05 18:00:00,0,VMAX_BUS_30,VMAX,30,14,8,21,65.0000000001997,139.999999999925,74.9999999997253,82.4999999999505,12,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-02-05 18:00:00,1,VMIN_BUS_18,VMIN,18,12,22,33,150.000000000079,225.000000000005,74.999999999926,82.3742365128015,0,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-02-05 18:00:00,2,VMIN_BUS_33,VMIN,33,11,34,44,229.748473025602,305.000000000047,75.251526974445,82.625763487211,0,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-02-05 18:00:00,3,VMAX_BUS_13,VMAX,13,17,45,7,314.999999999982,59.9999999999032,104.999999999921,112.500000000037,15,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-02-06 00:00:00,0,VMAX_BUS_30,VMAX,30,13,6,18,54.9999999998953,129.999999999933,75.0000000000377,84.999999999983,11,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-02-06 00:00:00,1,VMIN_BUS_18,VMIN,18,13,19,31,144.999999999984,225.000000000021,80.000000000037,90.0000000000205,0,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-02-06 00:00:00,2,VMIN_BUS_33,VMIN,33,12,32,43,229.999999999937,309.999999999998,80.000000000061,90.00000000006,0,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-02-06 00:00:00,3,VMAX_BUS_13,VMAX,13,13,44,5,325.00000000008,50.0000000000558,84.9999999999758,94.9999999999365,11,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-03-04 18:00:00,0,VMAX_BUS_30,VMAX,30,13,6,18,55.0000000000236,130.000000000046,75.0000000000224,82.5000000000418,11,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-03-04 18:00:00,1,VMIN_BUS_18,VMIN,18,14,19,32,140.000000000058,229.999999999958,89.9999999999,97.4999999999265,0,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-03-04 18:00:00,2,VMIN_BUS_33,VMIN,33,13,33,45,234.999999999999,314.999999999957,79.999999999958,87.500000000015,0,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-03-04 18:00:00,3,VMAX_BUS_13,VMAX,13,13,46,5,325.00000000003,49.9999999999969,84.9999999999669,92.5000000000167,11,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-03-08 11:30:00,0,VMAX_BUS_30,VMAX,30,13,7,19,54.9999999999223,129.999999999975,75.0000000000527,82.5000000000661,11,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-03-08 11:30:00,1,VMIN_BUS_18,VMIN,18,14,20,33,140.000000000046,230.000000000047,90.000000000001,97.5000000000085,0,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-03-08 11:30:00,2,VMIN_BUS_33,VMIN,33,13,34,46,234.999999999991,314.999999999937,79.999999999946,87.499999999932,0,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-03-08 11:30:00,3,VMAX_BUS_13,VMAX,13,13,47,6,324.999999999965,49.9999999999666,85.0000000000016,92.4999999999934,11,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-03-08 12:30:00,0,VMAX_BUS_30,VMAX,30,13,7,19,55.000000000015,129.999999999929,74.999999999914,82.4999999998811,11,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-03-08 12:30:00,1,VMIN_BUS_18,VMIN,18,14,20,33,139.999999999965,229.999999999889,89.999999999924,97.4999999999745,0,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-03-08 12:30:00,2,VMIN_BUS_33,VMIN,33,13,34,46,234.999999999954,314.999999999947,79.999999999993,87.5000000000525,0,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-03-08 12:30:00,3,VMAX_BUS_13,VMAX,13,13,47,6,325.000000000001,50.0000000001169,85.0000000001159,92.5000000000919,11,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-05-11 17:30:00,0,VMAX_BUS_30,VMAX,30,14,6,19,54.9999999999714,134.999999999907,79.9999999999356,87.4999999999522,12,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-05-11 17:30:00,1,VMIN_BUS_18,VMIN,18,13,20,32,145.000000000056,225.000000000014,79.999999999958,87.500000000006,0,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-05-11 17:30:00,2,VMIN_BUS_33,VMIN,33,12,33,44,229.999999999961,310.000000000015,80.000000000054,87.5000000000405,0,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
