timestamp,cell_id,vertex_index_ccw,p13_abs_kw,p30_abs_kw
2011-02-05 11:30:00,0,0,2029.95200979897,1575.14539252628
2011-02-05 11:30:00,0,1,942.890625,1298.4375
2011-02-05 11:30:00,0,2,2115.43782223108,1298.4375
2011-02-05 11:30:00,1,0,1953.00386240778,1829.18094319295
2011-02-05 11:30:00,1,1,942.890625,1298.4375
2011-02-05 11:30:00,1,2,2029.95302994888,1575.14565220208
2011-02-05 11:30:00,2,0,1879.02606883645,2078.67490765788
2011-02-05 11:30:00,2,1,942.890625,1298.4375
2011-02-05 11:30:00,2,2,1953.22597518703,1829.29764783246
2011-02-05 11:30:00,3,0,1802.89335720856,2340.18404328462
2011-02-05 11:30:00,3,1,942.890625,1298.4375
2011-02-05 11:30:00,3,2,1879.01800067476,2078.66818311647
2011-02-05 11:30:00,4,0,1718.85651369553,2633.42686770495
2011-02-05 11:30:00,4,1,942.890625,1298.4375
2011-02-05 11:30:00,4,2,1802.69024911355,2339.93801248964
2011-02-05 11:30:00,5,0,1367.90530941058,2984.16268001648
2011-02-05 11:30:00,5,1,942.890625,1298.4375
2011-02-05 11:30:00,5,2,1719.02147370077,2633.71066865071
2011-02-05 11:30:00,5,3,1671.08314016231,2803.91989493189
2011-02-05 11:30:00,5,4,1583.73780635389,2893.77597259497
2011-02-05 11:30:00,6,0,1159.6836953836,3073.34339588411
2011-02-05 11:30:00,6,1,942.890625,1298.4375
2011-02-05 11:30:00,6,2,1367.96571768989,2984.40227587342
2011-02-05 11:30:00,7,0,942.890625,3168.3782775899
2011-02-05 11:30:00,7,1,942.890625,1298.4375
2011-02-05 11:30:00,7,2,1159.68181247345,3073.32798031609
2011-02-05 11:30:00,8,0,701.284014565293,3276.49425513093
2011-02-05 11:30:00,8,1,942.890625,1298.4375
2011-02-05 11:30:00,8,2,942.890625,3168.08239982552
2011-02-05 11:30:00,9,0,563.970527178181,3339.91169737438
2011-02-05 11:30:00,9,1,942.890625,1298.4375
2011-02-05 11:30:00,9,2,701.252898958654,3276.74900162066
2011-02-05 11:30:00,10,0,410.103299945936,3411.61862616554
2011-02-05 11:30:00,10,1,942.890625,1298.4375
2011-02-05 11:30:00,10,2,563.974695746555,3339.88923874834
2011-02-05 11:30:00,11,0,233.060654483132,3495.94563352939
2011-02-05 11:30:00,11,1,942.890625,1298.4375
2011-02-05 11:30:00,11,2,410.11487204288,3411.57272804503
2011-02-05 11:30:00,12,0,3.09023231692999,3607.71916752913
2011-02-05 11:30:00,12,1,942.890625,1298.4375
2011-02-05 11:30:00,12,2,233.186119884524,3495.55721482141
2011-02-05 11:30:00,13,0,-235.305358239679,3727.50432539945
2011-02-05 11:30:00,13,1,942.890625,1298.4375
2011-02-05 11:30:00,13,2,3.15030387074682,3607.5715594423
2011-02-05 11:30:00,14,0,-570.088347677785,3901.400944036
2011-02-05 11:30:00,14,1,942.890625,1298.4375
2011-02-05 11:30:00,14,2,-234.861614569817,3726.58946654508
2011-02-05 11:30:00,15,0,942.890625,1298.4375
2011-02-05 11:30:00,15,1,-568.891320204311,3899.34155073892
2011-02-05 11:30:00,15,2,-1055.54462742687,4167.85444601844
2011-02-05 11:30:00,15,3,-1660.26865295,3929.77303452
2011-02-05 11:30:00,16,0,2719.06769738995,-496.96468140534
2011-02-05 11:30:00,16,1,-1656.96196932947,3926.43055978716
2011-02-05 11:30:00,16,2,-1531.38645498253,3363.24971727429
2011-02-05 11:30:00,16,3,-1422.72792464259,2893.09795411116
2011-02-05 11:30:00,16,4,-1327.3360899414,2493.14646861361
2011-02-05 11:30:00,16,5,-1241.96839037465,2145.11042662107
2011-02-05 11:30:00,16,6,-1164.33706267852,1836.06115948223
2011-02-05 11:30:00,16,7,-1030.99578304291,1323.50777813211
2011-02-05 11:30:00,16,8,-891.079724428727,806.741883317258
2011-02-05 11:30:00,16,9,-781.915838186747,419.489954221743
2011-02-05 11:30:00,16,10,-659.394170212059,0.779983392021052
2011-02-05 11:30:00,16,11,-637.759728283484,-71.5907128790477
2011-02-05 11:30:00,16,12,-523.469317785005,-445.926411757188
2011-02-05 11:30:00,16,13,-442.392868271993,-702.604365735049
2011-02-05 11:30:00,16,14,-319.475185288487,-872.508593066916
2011-02-05 11:30:00,16,15,1.41072196067654,-1015.23437233089
2011-02-05 11:30:00,16,16,15.2541879144256,-1021.27105972221
2011-02-05 11:30:00,16,17,325.314460501269,-1153.15430834692
2011-02-05 11:30:00,16,18,629.167927125236,-1277.45487555666
