timestamp,cell_id,vertex_index_ccw,p13_abs_kw,p30_abs_kw
2010-11-26 18:00:00,0,0,1552.09038782972,538.507994257924
2010-11-26 18:00:00,0,1,140.78125,181.25
2010-11-26 18:00:00,0,2,1666.22411317853,181.25
2010-11-26 18:00:00,1,0,1450.51189789393,865.616731673084
2010-11-26 18:00:00,1,1,140.78125,181.25
2010-11-26 18:00:00,1,2,1552.09219585534,538.508451940503
2010-11-26 18:00:00,2,0,1353.32461522991,1186.27689392205
2010-11-26 18:00:00,2,1,140.78125,181.25
2010-11-26 18:00:00,2,2,1450.50731957647,865.614339388712
2010-11-26 18:00:00,3,0,1253.98048898862,1522.24593728145
2010-11-26 18:00:00,3,1,140.78125,181.25
2010-11-26 18:00:00,3,2,1353.3149638802,1186.26889431866
2010-11-26 18:00:00,4,0,895.979628110854,2059.10782021582
2010-11-26 18:00:00,4,1,140.78125,181.25
2010-11-26 18:00:00,4,2,1253.96557863762,1522.22797578866
2010-11-26 18:00:00,4,3,1142.46817545176,1909.52054017804
2010-11-26 18:00:00,4,4,1043.25031238466,1997.09231037162
2010-11-26 18:00:00,5,0,644.072835371621,2166.40687593086
2010-11-26 18:00:00,5,1,140.78125,181.25
2010-11-26 18:00:00,5,2,895.886152328227,2058.8753856205
2010-11-26 18:00:00,6,0,397.920016470409,2274.83123151809
2010-11-26 18:00:00,6,1,140.78125,181.25
2010-11-26 18:00:00,6,2,644.070425611969,2166.39737100154
2010-11-26 18:00:00,7,0,140.78125,2390.58470465601
2010-11-26 18:00:00,7,1,140.78125,181.25
2010-11-26 18:00:00,7,2,397.886256345772,2274.55636217697
2010-11-26 18:00:00,8,0,0.367723180433076,2455.91796610255
2010-11-26 18:00:00,8,1,140.78125,181.25
2010-11-26 18:00:00,8,2,140.78125,2390.83225183887
2010-11-26 18:00:00,9,0,-147.088606787734,2525.03867707376
2010-11-26 18:00:00,9,1,140.78125,181.25
2010-11-26 18:00:00,9,2,0.36859744114966,2455.90380327301
2010-11-26 18:00:00,10,0,-311.40063704723,2603.96172195067
2010-11-26 18:00:00,10,1,140.78125,181.25
2010-11-26 18:00:00,10,2,-147.120869074922,2525.30135127053
2010-11-26 18:00:00,11,0,-496.364149547261,2694.37282510509
2010-11-26 18:00:00,11,1,140.78125,181.25
2010-11-26 18:00:00,11,2,-311.335453717372,2603.61248103269
2010-11-26 18:00:00,12,0,-710.313321544855,2801.52156368832
2010-11-26 18:00:00,12,1,140.78125,181.25
2010-11-26 18:00:00,12,2,-496.351886436288,2694.32445513472
2010-11-26 18:00:00,13,0,-966.072482933906,2933.52542651827
2010-11-26 18:00:00,13,1,140.78125,181.25
2010-11-26 18:00:00,13,2,-710.173359865687,2801.09066256382
2010-11-26 18:00:00,14,0,-1285.02892934561,3104.56732332859
2010-11-26 18:00:00,14,1,140.78125,181.25
2010-11-26 18:00:00,14,2,-965.868331109863,2933.01778758471
2010-11-26 18:00:00,15,0,-1842.27434993237,1508.79261146029
2010-11-26 18:00:00,15,1,140.78125,181.25
2010-11-26 18:00:00,15,2,-1284.30101608125,3103.07489363043
2010-11-26 18:00:00,15,3,-1707.81362337811,3343.63014010625
2010-11-26 18:00:00,15,4,-2187.79419024514,2980.90662277438
2010-11-26 18:00:00,15,5,-2047.00143777,2361.47776358207
2010-11-26 18:00:00,15,6,-1948.0216211392,1942.5939863002
