timestamp,cell_id,convex,nondegenerate,area_before_kw2,area_after_kw2,area_loss_kw2,facet_count_before,facet_count_after
2012-09-03 07:00:00,0,true,true,262380.688987624,260910.5635193,1470.12546832432,3,3
2012-09-03 07:00:00,20,true,true,184221.505965643,183180.900004933,1040.60596071032,3,3
2012-09-03 07:00:00,8,true,true,236870.937064777,235617.60910439,1253.32796038775,3,3
2012-09-03 07:00:00,17,true,true,325530.322158833,323394.406446023,2135.91571281065,3,3
2012-09-03 07:00:00,19,true,true,214706.436586693,213486.67704823,1219.75953846343,3,3
2012-09-03 07:00:00,9,true,true,73460.9051177008,73089.4030585783,371.502059122504,3,3
2012-09-03 07:00:00,7,true,true,277350.007051961,275819.719130433,1530.28792152862,3,3
2012-09-03 07:00:00,3,true,true,244383.328543076,243094.873026102,1288.45551697357,3,3
2012-09-03 07:00:00,1,true,true,239834.901267577,238491.748877666,1343.15238991141,3,3
2012-09-03 07:00:00,5,true,true,270603.243428753,269184.601168329,1418.64226042427,3,3
2012-09-03 07:00:00,21,true,true,94225.6638028664,93728.1001088513,497.563694015116,3,3
2012-09-03 07:00:00,4,true,true,562732.721945842,559677.449082741,3055.27286310086,5,5
2012-09-03 07:00:00,2,true,true,234378.087736085,233064.10106856,1313.98666752529,3,3
2012-09-03 07:00:00,14,true,true,335253.335992363,333207.535504771,2045.80048759218,3,3
2012-09-03 07:00:00,6,true,true,265253.127277505,263860.206112574,1392.92116493051,3,3
2012-09-03 07:00:00,10,true,true,176758.068790001,175815.535502302,942.533287699509,3,3
2012-09-03 07:00:00,18,true,true,258751.670950565,257173.871365368,1577.7995851973,3,3
2012-09-03 07:00:00,12,true,true,228799.668757154,227562.444185735,1237.22457141936,3,3
2012-09-03 07:00:00,13,true,true,271769.645393867,270212.890251115,1556.75514275144,3,3
2012-09-03 07:00:00,16,true,true,8558390.55181485,8533003.19071551,25387.36109934,27,27
2012-09-03 07:00:00,22,true,true,214937.224406419,213730.157310115,1207.06709630403,3,3
2012-09-03 07:00:00,11,true,true,198555.212542153,197490.958626712,1064.25391544099,3,3
2012-09-03 07:00:00,15,true,true,2477447.71601478,2471470.84001366,5976.87600111589,6,6
