timestamp,cell_id,convex,nondegenerate,area_before_kw2,area_after_kw2,area_loss_kw2,facet_count_before,facet_count_after
2011-02-05 11:30:00,13,true,true,220430.724650735,218960.217525781,1470.50712495449,3,3
2011-02-05 11:30:00,3,true,true,153126.572019294,152103.469225083,1023.10279421124,3,3
2011-02-05 11:30:00,2,true,true,146649.533212625,145672.217194413,977.316018212005,3,3
2011-02-05 11:30:00,20,true,true,157726.480755911,156587.354344286,1139.12641162443,3,3
2011-02-05 11:30:00,23,true,true,191681.579016879,190317.13454608,1364.44447079895,3,3
2011-02-05 11:30:00,7,true,true,203937.98821216,202693.340839375,1244.64737278537,3,3
2011-02-05 11:30:00,18,true,true,31848.0628539249,31627.8615381016,220.20131582336,3,3
2011-02-05 11:30:00,19,true,true,164351.92146698,163154.080825842,1197.84064113803,3,3
2011-02-05 11:30:00,0,true,true,163387.047816754,162226.531916707,1160.51590004715,3,3
2011-02-05 11:30:00,17,true,true,257296.423119161,255142.812531665,2153.61058749584,3,3
2011-02-05 11:30:00,6,true,true,195672.226574072,194481.403944284,1190.82262978726,3,3
2011-02-05 11:30:00,8,true,true,227318.113022001,225859.28348169,1458.82954031019,3,3
2011-02-05 11:30:00,11,true,true,165625.126056732,164593.833075421,1031.29298131075,3,3
2011-02-05 11:30:00,10,true,true,144363.481968444,143470.810506419,892.671462024795,3,3
2011-02-05 11:30:00,5,true,true,400099.774500462,397647.369995509,2452.40450495307,5,5
2011-02-05 11:30:00,22,true,true,113633.812316527,112872.291355156,761.520961371716,3,3
2011-02-05 11:30:00,21,true,true,131805.355384801,130859.720800195,945.634584606858,3,3
2011-02-05 11:30:00,15,true,true,1539230.19001624,1535400.63155456,3829.55846168473,4,4
2011-02-05 11:30:00,9,true,true,128956.988005673,128162.402445252,794.585560420877,3,3
2011-02-05 11:30:00,1,true,true,149785.968318091,148722.338165105,1063.63015298673,3,3
2011-02-05 11:30:00,16,true,true,10631715.8048975,10602227.9210962,29487.8838012721,27,27
2011-02-05 11:30:00,12,true,true,214383.065784421,212973.183867433,1409.88191698742,4,3
2011-02-05 11:30:00,14,true,true,306321.064824918,304048.421058578,2272.64376634033,3,3
2011-02-05 11:30:00,4,true,true,171050.347064606,169827.24289871,1223.10416589654,3,3
