attempt_id,logical_call_id,attempt_index,phase,timestamp,edge_id,calibration_id,d_kw,p13_abs_kw,p30_abs_kw,initialization,solver_status,primary_power_flow_status,replay_status,vmin_pu,vmin_bus,vmax_pu,vmax_bus,maximum_residual,primary_replay_voltage_difference_pu,primary_iterations,replay_iterations,runtime_ms
ATT_T028_000001_1,CALL_T028_000001,1,CONFIGURATION_CONTROL,2012-08-31 11:30:00,,,0,-91.40625,-142.109375,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.979529547726983,18,1,1,3.77475828372553e-15,8.94839757847876e-14,20,22,0.1747
ATT_T028_000002_1,CALL_T028_000002,1,CONFIGURATION_CONTROL,2012-08-31 11:30:00,,,0,1492.5,0,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999363701757456,22,1.04999639897808,13,1.02292217487341e-14,1.20348175869367e-13,22,24,0.1345
ATT_T028_000003_1,CALL_T028_000003,1,CONFIGURATION_CONTROL,2012-08-31 11:30:00,,,0,-1675.3125,0,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.90000044044302,18,1,1,2.56461518688411e-14,4.63740157385928e-13,26,28,0.1458
ATT_T028_000004_1,CALL_T028_000004,1,CONFIGURATION_CONTROL,2012-08-31 11:30:00,,,0,1492.8125,0,FLAT_START,CONVERGED_INFEASIBLE,CONVERGED,PASSED,0.99936385746306,22,1.05000865234968,13,1.02419977968764e-14,1.20792265079217e-13,22,24,0.1281
ATT_T028_000005_1,CALL_T028_000005,1,ANCHOR_SEARCH,2012-08-31 11:30:00,E0000,CAL_020274,0,1506.17068503285,-42.1470543151474,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999346846951536,22,1.04999708394061,13,1.06483086601641e-14,1.24344978758018e-13,22,24,0.1425
ATT_T028_000006_1,CALL_T028_000006,1,ANCHOR_SEARCH,2012-08-31 11:30:00,E0000,CAL_020274,0.5,1505.69507816074,-42.3013206536565,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999346523211483,22,1.04997648330826,13,1.0635567986053e-14,1.23456800338317e-13,22,24,0.1315
ATT_T028_000007_1,CALL_T028_000007,1,ANCHOR_SEARCH,2012-08-31 11:30:00,E0000,CAL_020274,1,1505.21947128862,-42.4555869921656,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999346199456142,22,1.04995588175602,13,1.06291987168655e-14,1.24567023362943e-13,22,24,0.1277
ATT_T028_000008_1,CALL_T028_000008,1,ANCHOR_SEARCH,2012-08-31 11:30:00,E0000,CAL_020274,2,1504.26825754439,-42.7641196691837,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.99934555189959,22,1.04991467589146,13,1.05909981328024e-14,1.23900889548167e-13,22,24,0.129
ATT_T028_000009_1,CALL_T028_000009,1,ANCHOR_SEARCH,2012-08-31 11:30:00,E0000,CAL_020274,4,1502.36583005593,-43.3811850232201,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999344256602963,22,1.04983225311892,13,1.04532081833643e-14,1.23234755733392e-13,22,24,0.1276
ATT_T028_000010_1,CALL_T028_000010,1,ANCHOR_SEARCH,2012-08-31 11:30:00,E0000,CAL_020274,3,1503.31704380016,-43.0726523462019,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999344904281868,22,1.04987346634604,13,1.05655454869388e-14,1.23012711128467e-13,22,24,0.2027
ATT_T028_000011_1,CALL_T028_000011,1,ANCHOR_SEARCH,2012-08-31 11:30:00,E0000,CAL_020274,3.5,1502.84143692805,-43.226918684711,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999344580450064,22,1.04985286019275,13,1.05528235183448e-14,1.23678844943242e-13,22,24,0.2109
ATT_T028_000012_1,CALL_T028_000012,1,ANCHOR_SEARCH,2012-08-31 11:30:00,E0000,CAL_020274,3.75,1502.60363349199,-43.3040518539655,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999344418528426,22,1.04984255677091,13,1.05401044666587e-14,1.22790666523542e-13,22,24,0.1351
ATT_T028_000013_1,CALL_T028_000013,1,EDGE_CANDIDATE_SCREEN,2012-08-31 11:30:00,E0000,CAL_020270,3.75,1528.44153995219,-122.962945636642,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.99931235269694,22,1.04983886343133,13,1.13097606254388e-14,1.31228361510694e-13,22,24,0.1294
ATT_T028_000014_1,CALL_T028_000014,1,EDGE_CANDIDATE_SCREEN,2012-08-31 11:30:00,E0000,CAL_020271,3.75,1521.90799364098,-102.81986351695,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999320486683811,22,1.04984042565547,13,1.11313376128094e-14,1.28785870856518e-13,22,24,0.1284
ATT_T028_000015_1,CALL_T028_000015,1,EDGE_CANDIDATE_SCREEN,2012-08-31 11:30:00,E0000,CAL_020272,3.75,1515.42485904479,-82.832201940241,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999328540740184,22,1.04984155466036,13,1.08781166098401e-14,1.26565424807268e-13,22,24,0.1276
ATT_T028_000016_1,CALL_T028_000016,1,EDGE_CANDIDATE_SCREEN,2012-08-31 11:30:00,E0000,CAL_020273,3.75,1508.99057874779,-62.9951593557096,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999336517250133,22,1.049842261519,13,1.07120544151347e-14,1.25233157177718e-13,22,24,0.1593
ATT_T028_000017_1,CALL_T028_000017,1,EDGE_CANDIDATE_SCREEN,2012-08-31 11:30:00,E0000,CAL_020275,3.75,1496.26254060776,-23.7543083285379,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.99935224682346,22,1.0498424504459,13,1.03059207785279e-14,1.21458398893992e-13,22,24,0.1619
ATT_T028_000018_1,CALL_T028_000018,1,EDGE_CANDIDATE_SCREEN,2012-08-31 11:30:00,E0000,CAL_020276,3.75,1489.96585250861,-4.34146583509805,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999360004320058,22,1.04984195208642,13,1.01526262007351e-14,1.18349774425042e-13,22,24,0.1413
ATT_T028_000019_1,CALL_T028_000019,1,LOCAL_REENTRY_STENCIL,2012-08-31 11:30:00,E0000,CAL_020274,4,1502.36583005593,-43.3811850232201,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999344256602963,22,1.04983225311892,13,1.04532081833643e-14,1.23234755733392e-13,22,24,0.1325
ATT_T028_000020_1,CALL_T028_000020,1,LOCAL_REENTRY_STENCIL,2012-08-31 11:30:00,E0000,CAL_020274,3.5,1502.84143692805,-43.226918684711,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999344580450064,22,1.04985286019275,13,1.05528235183448e-14,1.23678844943242e-13,22,24,0.1282
