attempt_id,logical_call_id,attempt_index,phase,timestamp,edge_id,calibration_id,d_kw,p13_abs_kw,p30_abs_kw,initialization,solver_status,primary_power_flow_status,replay_status,vmin_pu,vmin_bus,vmax_pu,vmax_bus,maximum_residual,primary_replay_voltage_difference_pu,primary_iterations,replay_iterations,runtime_ms
ATT_T007_000001_1,CALL_T007_000001,1,CONFIGURATION_CONTROL,2010-12-21 12:00:00,,,0,-62.109375,-101.25,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.980030405867534,18,1,1,3.77475828372553e-15,7.97140131680862e-14,20,22,0.2746
ATT_T007_000002_1,CALL_T007_000002,1,CONFIGURATION_CONTROL,2010-12-21 12:00:00,,,0,1522.34375,0,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999238391571902,22,1.04999497631896,13,1.11758937605185e-14,1.31228361510694e-13,22,24,0.1981
ATT_T007_000003_1,CALL_T007_000003,1,CONFIGURATION_CONTROL,2010-12-21 12:00:00,,,0,-1646.5625,0,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.900004940887312,18,1,1,2.38697950294409e-14,4.37538894004774e-13,26,28,0.1516
ATT_T007_000004_1,CALL_T007_000004,1,CONFIGURATION_CONTROL,2010-12-21 12:00:00,,,0,1522.5,0,FLAT_START,CONVERGED_INFEASIBLE,CONVERGED,PASSED,0.999238469348305,22,1.0500010967574,13,1.11758937605185e-14,1.30784272300843e-13,22,24,0.126
ATT_T007_000005_1,CALL_T007_000005,1,ANCHOR_SEARCH,2010-12-21 12:00:00,E0000,CAL_004490,0,1542.23483298866,-61.1074863005388,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999213910943275,22,1.04999654384783,13,1.17066379089368e-14,1.38111744263369e-13,22,24,0.1991
ATT_T007_000006_1,CALL_T007_000006,1,ANCHOR_SEARCH,2010-12-21 12:00:00,E0000,CAL_004490,0.5,1541.75938724734,-61.2622485280447,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.9992135870054,22,1.0499759627061,13,1.17799143515248e-14,1.37667655053519e-13,22,24,0.2084
ATT_T007_000007_1,CALL_T007_000007,1,ANCHOR_SEARCH,2010-12-21 12:00:00,E0000,CAL_004490,1,1541.28394150602,-61.4170107555506,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999213263052237,22,1.04995538064685,13,1.17671713781998e-14,1.37223565843669e-13,22,24,0.1377
ATT_T007_000008_1,CALL_T007_000008,1,ANCHOR_SEARCH,2010-12-21 12:00:00,E0000,CAL_004490,2,1540.33305002339,-61.7265352105625,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999212615100041,22,1.04991421377534,13,1.17289579121016e-14,1.36557432028894e-13,22,24,0.1287
ATT_T007_000009_1,CALL_T007_000009,1,ANCHOR_SEARCH,2010-12-21 12:00:00,E0000,CAL_004490,4,1538.43126705812,-62.3455841205862,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999211319012128,22,1.04983186901725,13,1.16716815801025e-14,1.35891298214119e-13,22,24,0.162
ATT_T007_000010_1,CALL_T007_000010,1,ANCHOR_SEARCH,2010-12-21 12:00:00,E0000,CAL_004490,3,1539.38215854075,-62.0360596655743,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999211967086676,22,1.04987304323242,13,1.16168130112114e-14,1.37001521238744e-13,22,24,0.1301
ATT_T007_000011_1,CALL_T007_000011,1,ANCHOR_SEARCH,2010-12-21 12:00:00,E0000,CAL_004490,3.5,1538.90671279943,-62.1908218930803,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.99921164305705,22,1.04985245658392,13,1.16039905105118e-14,1.36779476633819e-13,22,24,0.13
ATT_T007_000012_1,CALL_T007_000012,1,ANCHOR_SEARCH,2010-12-21 12:00:00,E0000,CAL_004490,3.75,1538.66898992878,-62.2682030068332,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999211481036501,22,1.04984216291536,13,1.16716815801025e-14,1.35891298214119e-13,22,24,0.1281
ATT_T007_000013_1,CALL_T007_000013,1,EDGE_CANDIDATE_SCREEN,2010-12-21 12:00:00,E0000,CAL_004489,3.75,1545.17637933003,-82.2595835121725,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999203436686347,22,1.04984184564491,13,1.18628057512723e-14,1.38111744263369e-13,22,24,0.1855
ATT_T007_000014_1,CALL_T007_000014,1,EDGE_CANDIDATE_SCREEN,2010-12-21 12:00:00,E0000,CAL_004491,3.75,1532.21200610539,-42.4316737059702,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999219446211874,22,1.04984206351945,13,1.14119492877282e-14,1.33670852164869e-13,22,24,0.1375
ATT_T007_000015_1,CALL_T007_000015,1,EDGE_CANDIDATE_SCREEN,2010-12-21 12:00:00,E0000,CAL_004492,3.75,1525.80387224015,-22.7452165831662,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999227334573594,22,1.04984155807742,13,1.12459777581262e-14,1.31672450720544e-13,22,24,0.1274
ATT_T007_000016_1,CALL_T007_000016,1,EDGE_CANDIDATE_SCREEN,2010-12-21 12:00:00,E0000,CAL_004493,3.75,1519.44307093457,-3.20417003165848,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999235148414084,22,1.049840656691,13,1.10741007640258e-14,1.29674049276218e-13,22,24,0.1265
ATT_T007_000017_1,CALL_T007_000017,1,LOCAL_REENTRY_STENCIL,2010-12-21 12:00:00,E0000,CAL_004490,4,1538.43126705812,-62.3455841205862,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999211319012128,22,1.04983186901725,13,1.16716815801025e-14,1.35891298214119e-13,22,24,0.1802
ATT_T007_000018_1,CALL_T007_000018,1,LOCAL_REENTRY_STENCIL,2010-12-21 12:00:00,E0000,CAL_004490,3.5,1538.90671279943,-62.1908218930803,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.99921164305705,22,1.04985245658392,13,1.16039905105118e-14,1.36779476633819e-13,22,24,0.165
ATT_T007_000019_1,CALL_T007_000019,1,ANCHOR_SEARCH,2010-12-21 12:00:00,E0001,CAL_004502,0,1474.38799810759,149.694015079817,FLAT_START,CONVERGED_INFEASIBLE,CONVERGED,PASSED,0.999298081918073,22,1.05000507291813,13,9.7785142148956e-15,1.17239551400417e-13,22,24,0.1955
ATT_T007_000020_1,CALL_T007_000020,1,ANCHOR_SEARCH,2010-12-21 12:00:00,E0001,CAL_004502,0.5,1473.9118356121,149.5414723714,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999297760191287,22,1.04998446623161,13,9.76571359149649e-15,1.16351372980716e-13,22,24,0.1462
ATT_T007_000021_1,CALL_T007_000021,1,ANCHOR_SEARCH,2010-12-21 12:00:00,E0001,CAL_004502,1,1473.43567311662,149.388929662983,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.99929743844929,22,1.04996385862333,13,9.84098582803183e-15,1.16795462190566e-13,22,24,0.1361
ATT_T007_000022_1,CALL_T007_000022,1,ANCHOR_SEARCH,2010-12-21 12:00:00,E0001,CAL_004502,2,1472.48334812564,149.08384424615,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.99929679491966,22,1.04992264064101,13,9.81562893542313e-15,1.16795462190566e-13,22,24,0.1372
ATT_T007_000023_1,CALL_T007_000023,1,ANCHOR_SEARCH,2010-12-21 12:00:00,E0001,CAL_004502,4,1470.57869814369,148.473673412482,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.99929550767781,22,1.04984019361036,13,9.6761923844246e-15,1.15463194561016e-13,22,24,0.1335
ATT_T007_000024_1,CALL_T007_000024,1,ANCHOR_SEARCH,2010-12-21 12:00:00,E0001,CAL_004502,3,1471.53102313467,148.778758829316,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999296151329171,22,1.04988141897031,13,9.69536314440687e-15,1.16351372980716e-13,22,24,0.137
ATT_T007_000025_1,CALL_T007_000025,1,ANCHOR_SEARCH,2010-12-21 12:00:00,E0001,CAL_004502,3.5,1471.05486063918,148.626216120899,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.9992958295111,22,1.04986080675155,13,9.68897213631303e-15,1.16351372980716e-13,22,24,0.1712
ATT_T007_000026_1,CALL_T007_000026,1,ANCHOR_SEARCH,2010-12-21 12:00:00,E0001,CAL_004502,3.75,1470.81677939143,148.549944766691,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999295668596357,22,1.04985050029626,13,9.77128574657633e-15,1.15907283770866e-13,22,24,0.1432
ATT_T007_000027_1,CALL_T007_000027,1,EDGE_CANDIDATE_SCREEN,2010-12-21 12:00:00,E0001,CAL_004495,4,1512.97197209871,16.1429489366429,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999242782443269,22,1.0498325758593,13,1.08333624130316e-14,1.27675647831893e-13,22,24,0.1356
ATT_T007_000028_1,CALL_T007_000028,1,EDGE_CANDIDATE_SCREEN,2010-12-21 12:00:00,E0001,CAL_004496,4,1506.79760873885,35.4162416163811,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999250507132343,22,1.04983480155931,13,1.0680172744448e-14,1.26343380202343e-13,22,24,0.1658
ATT_T007_000029_1,CALL_T007_000029,1,EDGE_CANDIDATE_SCREEN,2010-12-21 12:00:00,E0001,CAL_004497,4,1500.66482997914,54.5597278492141,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999258164350028,22,1.04983663390641,13,1.05273883424529e-14,1.24344978758018e-13,22,24,0.1385
