calibration_membership_id,registry_id,timestamp,edge_id,t,source_kind,p13_abs_kw,p30_abs_kw,d_e_star_kw,solver_status,vmin_pu,vmax_pu,original_limit_status,headroom_design_status,final_status
CAL_005237,REG_005713,2011-01-21 18:00:00,E0000,0,OUTER_VERTEX_ENDPOINT_A_ONCE_PER_EDGE,1741.4509456451,366.875,4,CONVERGED_FEASIBLE,0.995890613563618,1.04983273278217,PASS,PASS,PASS
CAL_005238,REG_005712,2011-01-21 18:00:00,E0000,0.0532632560045957,COMMITTED_ANGULAR_INTERIOR,1735.63033331547,385.199534846828,4,CONVERGED_FEASIBLE,0.995937063971741,1.04983555232522,PASS,PASS,PASS
CAL_005239,REG_005711,2011-01-21 18:00:00,E0000,0.106113601324291,COMMITTED_ANGULAR_INTERIOR,1729.85484389429,403.382013109029,4,CONVERGED_FEASIBLE,0.995983067161703,1.04983801419443,PASS,PASS,PASS
CAL_005240,REG_005709,2011-01-21 18:00:00,E0000,0.158563776478254,COMMITTED_ANGULAR_INTERIOR,1724.12308509671,421.426817997564,4,CONVERGED_FEASIBLE,0.996028636481122,1.04984012752724,PASS,PASS,PASS
CAL_005241,REG_005708,2011-01-21 18:00:00,E0000,0.210626208767897,COMMITTED_ANGULAR_INTERIOR,1718.43369886638,439.338224964871,4,CONVERGED_FEASIBLE,0.996073784895145,1.04984190103072,PASS,PASS,PASS
CAL_005242,REG_005707,2011-01-21 18:00:00,E0000,0.262313025159351,COMMITTED_ANGULAR_INTERIOR,1712.78535996759,457.120406136917,4,CONVERGED_FEASIBLE,0.996118525002567,1.04984334300052,PASS,PASS,PASS
CAL_005243,REG_005706,2011-01-21 18:00:00,E0000,0.31363606463822,COMMITTED_ANGULAR_INTERIOR,1707.17677463517,474.77743456369,4,CONVERGED_FEASIBLE,0.996162869051221,1.04984446133884,PASS,PASS,PASS
CAL_005244,REG_005705,2011-01-21 18:00:00,E0000,0.36460689006452,COMMITTED_ANGULAR_INTERIOR,1701.60667927897,492.313288297739,4,CONVERGED_FEASIBLE,0.996206828952657,1.04984526357133,PASS,PASS,PASS
CAL_005245,REG_005704,2011-01-21 18:00:00,E0000,0.415236799554166,COMMITTED_ANGULAR_INTERIOR,1696.0738392401,509.731854309826,4,CONVERGED_FEASIBLE,0.996250416296169,1.04984575686301,PASS,PASS,PASS
CAL_005246,REG_005702,2011-01-21 18:00:00,E0000,0.465536837411897,COMMITTED_ANGULAR_INTERIOR,1690.57704759616,527.036932250259,4,CONVERGED_FEASIBLE,0.996293642362192,1.04984594803337,PASS,PASS,PASS
CAL_005247,REG_005701,2011-01-21 18:00:00,E0000,0.515517804639156,COMMITTED_ANGULAR_INTERIOR,1685.11512401296,544.232238063989,4,CONVERGED_FEASIBLE,0.996336518135106,1.04984584357055,PASS,PASS,PASS
CAL_005248,REG_005700,2011-01-21 18:00:00,E0000,0.565190269039175,COMMITTED_ANGULAR_INTERIOR,1679.68691364023,561.321407467141,4,CONVERGED_FEASIBLE,0.996379054315494,1.04984544964478,PASS,PASS,PASS
CAL_005249,REG_005699,2011-01-21 18:00:00,E0000,0.614564574940296,COMMITTED_ANGULAR_INTERIOR,1674.29128604905,578.307999292187,4,CONVERGED_FEASIBLE,0.99642126133186,1.04984477212104,PASS,PASS,PASS
CAL_005250,REG_005698,2011-01-21 18:00:00,E0000,0.66365085255746,COMMITTED_ANGULAR_INTERIOR,1668.92713420883,595.195498708655,4,CONVERGED_FEASIBLE,0.99646314935185,1.04984381657104,PASS,PASS,PASS
CAL_005251,REG_005697,2011-01-21 18:00:00,E0000,0.712459027010731,COMMITTED_ANGULAR_INTERIOR,1663.59337350174,611.987320325828,4,CONVERGED_FEASIBLE,0.996504728293008,1.04984258828447,PASS,PASS,PASS
CAL_005252,REG_005695,2011-01-21 18:00:00,E0000,0.760998827018747,COMMITTED_ANGULAR_INTERIOR,1658.28894077273,628.686811183619,4,CONVERGED_FEASIBLE,0.996546007833077,1.04984109227973,PASS,PASS,PASS
CAL_005253,REG_005694,2011-01-21 18:00:00,E0000,0.809279793284068,COMMITTED_ANGULAR_INTERIOR,1653.01279341318,645.297253637438,4,CONVERGED_FEASIBLE,0.996586997419878,1.04983933331391,PASS,PASS,PASS
CAL_005254,REG_005693,2011-01-21 18:00:00,E0000,0.857311286586526,COMMITTED_ANGULAR_INTERIOR,1647.7639084764,661.821868142607,4,CONVERGED_FEASIBLE,0.996627706280793,1.04983731589238,PASS,PASS,PASS
CAL_005255,REG_005692,2011-01-21 18:00:00,E0000,0.905102495599882,COMMITTED_ANGULAR_INTERIOR,1642.54128182348,678.263815943577,4,CONVERGED_FEASIBLE,0.996668143431862,1.04983504427769,PASS,PASS,PASS
CAL_005256,REG_005691,2011-01-21 18:00:00,E0000,0.95266244444633,COMMITTED_ANGULAR_INTERIOR,1637.34392729773,694.62620167296,4,CONVERGED_FEASIBLE,0.996708317686525,1.04983252249807,PASS,PASS,PASS
CAL_005257,REG_005690,2011-01-21 18:00:00,E0001,0,OUTER_VERTEX_ENDPOINT_A_ONCE_PER_EDGE,1632.17253443415,710.912496046994,4,CONVERGED_FEASIBLE,0.996748244327771,1.04982982435304,PASS,PASS,PASS
CAL_005258,REG_005688,2011-01-21 18:00:00,E0001,0.0515492745043895,COMMITTED_ANGULAR_INTERIOR,1627.1490635683,727.158493900712,4,CONVERGED_FEASIBLE,0.996788431228932,1.0498321619174,PASS,PASS,PASS
CAL_005259,REG_005687,2011-01-21 18:00:00,E0001,0.102883743343662,COMMITTED_ANGULAR_INTERIOR,1622.14652548979,743.336794732347,4,CONVERGED_FEASIBLE,0.996828385501095,1.04983423844703,PASS,PASS,PASS
CAL_005260,REG_005686,2011-01-21 18:00:00,E0001,0.154012517340056,COMMITTED_ANGULAR_INTERIOR,1617.16403235004,759.450269860652,4,CONVERGED_FEASIBLE,0.996868115197302,1.04983605791703,PASS,PASS,PASS
CAL_005261,REG_005685,2011-01-21 18:00:00,E0001,0.204944572024511,COMMITTED_ANGULAR_INTERIOR,1612.20070948459,775.501747966685,4,CONVERGED_FEASIBLE,0.996907628211893,1.04983762409376,PASS,PASS,PASS
CAL_005262,REG_005684,2011-01-21 18:00:00,E0001,0.255688754286594,COMMITTED_ANGULAR_INTERIOR,1607.25569476507,791.494017189567,4,CONVERGED_FEASIBLE,0.996946932287306,1.04983894054124,PASS,PASS,PASS
CAL_005263,REG_005683,2011-01-21 18:00:00,E0001,0.30625378883854,COMMITTED_ANGULAR_INTERIOR,1602.32813796928,807.429827163656,4,CONVERGED_FEASIBLE,0.996986035020639,1.04984001062702,PASS,PASS,PASS
CAL_005264,REG_005681,2011-01-21 18:00:00,E0001,0.356648284506782,COMMITTED_ANGULAR_INTERIOR,1597.41720016807,823.311891001348,4,CONVERGED_FEASIBLE,0.997024943869983,1.04984083752784,PASS,PASS,PASS
CAL_005265,REG_005680,2011-01-21 18:00:00,E0001,0.406880740360992,COMMITTED_ANGULAR_INTERIOR,1592.52205312808,839.14288722468,4,CONVERGED_FEASIBLE,0.997063666160549,1.04984142423487,PASS,PASS,PASS
CAL_005266,REG_005679,2011-01-21 18:00:00,E0001,0.456959551690228,COMMITTED_ANGULAR_INTERIOR,1587.64187872937,854.925461648733,4,CONVERGED_FEASIBLE,0.997102209090589,1.04984177355875,PASS,PASS,PASS
CAL_005267,REG_005678,2011-01-21 18:00:00,E0001,0.50689301583546,COMMITTED_ANGULAR_INTERIOR,1582.775868397,870.662229219789,4,CONVERGED_FEASIBLE,0.997140579737125,1.04984188813411,PASS,PASS,PASS
CAL_005268,REG_005677,2011-01-21 18:00:00,E0001,0.556689337887349,COMMITTED_ANGULAR_INTERIOR,1577.92322254585,886.355775811005,4,CONVERGED_FEASIBLE,0.997178785061509,1.0498417704241,PASS,PASS,PASS
CAL_005269,REG_005676,2011-01-21 18:00:00,E0001,0.606356636257863,COMMITTED_ANGULAR_INTERIOR,1573.08315003758,902.008659978339,4,CONVERGED_FEASIBLE,0.997216831914797,1.04984142272438,PASS,PASS,PASS
CAL_005270,REG_005674,2011-01-21 18:00:00,E0001,0.655902948134018,COMMITTED_ANGULAR_INTERIOR,1568.25486764927,917.623414679322,4,CONVERGED_FEASIBLE,0.997254727042975,1.04984084716701,PASS,PASS,PASS
CAL_005271,REG_005673,2011-01-21 18:00:00,E0001,0.70533623482171,COMMITTED_ANGULAR_INTERIOR,1563.43759955256,933.202548957188,4,CONVERGED_FEASIBLE,0.997292477092025,1.04984004572394,PASS,PASS,PASS
CAL_005272,REG_005672,2011-01-21 18:00:00,E0001,0.75466438698741,COMMITTED_ANGULAR_INTERIOR,1558.63057680291,948.748549592824,4,CONVERGED_FEASIBLE,0.997330088612847,1.04983902021041,PASS,PASS,PASS
CAL_005273,REG_005671,2011-01-21 18:00:00,E0001,0.803895229805198,COMMITTED_ANGULAR_INTERIOR,1553.83303683801,964.26388272688,4,CONVERGED_FEASIBLE,0.997367568066051,1.04983777228799,PASS,PASS,PASS
CAL_005274,REG_005670,2011-01-21 18:00:00,E0001,0.853036528016429,COMMITTED_ANGULAR_INTERIOR,1549.04422298472,979.750995454346,4,CONVERGED_FEASIBLE,0.997404921826618,1.04983630346744,PASS,PASS,PASS
CAL_005275,REG_005669,2011-01-21 18:00:00,E0001,0.902095990909102,COMMITTED_ANGULAR_INTERIOR,1544.26338397379,995.212317393824,4,CONVERGED_FEASIBLE,0.997442156188436,1.04983461511132,PASS,PASS,PASS
CAL_005276,REG_005667,2011-01-21 18:00:00,E0001,0.951081277223833,COMMITTED_ANGULAR_INTERIOR,1539.48977346185,1010.65026223367,4,CONVERGED_FEASIBLE,0.997479277368731,1.04983270843642,PASS,PASS,PASS
CAL_005277,REG_005666,2011-01-21 18:00:00,E0002,0,OUTER_VERTEX_ENDPOINT_A_ONCE_PER_EDGE,1534.71815573466,1026.06487917203,4,CONVERGED_FEASIBLE,0.997516269448962,1.04983037985651,PASS,PASS,PASS
CAL_005278,REG_005665,2011-01-21 18:00:00,E0002,0.0499927829079722,COMMITTED_ANGULAR_INTERIOR,1530.05310691987,1041.51493771433,4,CONVERGED_FEASIBLE,0.997553659810073,1.04983244240977,PASS,PASS,PASS
CAL_005279,REG_005664,2011-01-21 18:00:00,E0002,0.0999405739491084,COMMITTED_ANGULAR_INTERIOR,1525.39225649618,1056.95109171009,4,CONVERGED_FEASIBLE,0.997590960082165,1.04983428541427,PASS,PASS,PASS
CAL_005280,REG_005663,2011-01-21 18:00:00,E0002,0.149851032011367,COMMITTED_ANGULAR_INTERIOR,1520.73488977872,1072.3757081063,4,CONVERGED_FEASIBLE,0.997628176253987,1.04983591010797,PASS,PASS,PASS
CAL_005281,REG_005662,2011-01-21 18:00:00,E0002,0.199731793178763,COMMITTED_ANGULAR_INTERIOR,1516.08029421053,1087.79114680251,4,CONVERGED_FEASIBLE,0.997665314261529,1.04983731759071,PASS,PASS,PASS
CAL_005282,REG_005660,2011-01-21 18:00:00,E0002,0.249590475408374,COMMITTED_ANGULAR_INTERIOR,1511.42775892618,1103.19976209618,4,CONVERGED_FEASIBLE,0.99770237999189,1.04983850882572,PASS,PASS,PASS
CAL_005283,REG_005659,2011-01-21 18:00:00,E0002,0.299434683190811,COMMITTED_ANGULAR_INTERIOR,1506.77657431684,1118.60390412306,4,CONVERGED_FEASIBLE,0.997739379287083,1.04983948464087,PASS,PASS,PASS
CAL_005284,REG_005658,2011-01-21 18:00:00,E0002,0.349272012193229,COMMITTED_ANGULAR_INTERIOR,1502.12603159705,1134.005920292,4,CONVERGED_FEASIBLE,0.997776317947782,1.0498402457298,PASS,PASS,PASS
CAL_005285,REG_005657,2011-01-21 18:00:00,E0002,0.399110053890907,COMMITTED_ANGULAR_INTERIOR,1497.47542237249,1149.4081567164,4,CONVERGED_FEASIBLE,0.997813201737009,1.04984079265291,PASS,PASS,PASS
CAL_005286,REG_005656,2011-01-21 18:00:00,E0002,0.448956400193395,COMMITTED_ANGULAR_INTERIOR,1492.82403820834,1164.81295964387,4,CONVERGED_FEASIBLE,0.99785003638378,1.04984112583803,PASS,PASS,PASS
CAL_005287,REG_005655,2011-01-21 18:00:00,E0002,0.498818648071225,COMMITTED_ANGULAR_INTERIOR,1488.1711701975,1180.22267688608,4,CONVERGED_FEASIBLE,0.997886827586697,1.04984124558111,PASS,PASS,PASS
CAL_005288,REG_005653,2011-01-21 18:00:00,E0002,0.548704404189174,COMMITTED_ANGULAR_INTERIOR,1483.51610852828,1195.63965925067,4,CONVERGED_FEASIBLE,0.997923581017503,1.04984115204655,PASS,PASS,PASS
CAL_005289,REG_005652,2011-01-21 18:00:00,E0002,0.598621289552096,COMMITTED_ANGULAR_INTERIOR,1478.85814205082,1211.06626197703,4,CONVERGED_FEASIBLE,0.997960302324604,1.04984084526746,PASS,PASS,PASS
CAL_005290,REG_005651,2011-01-21 18:00:00,E0002,0.648576944169355,COMMITTED_ANGULAR_INTERIOR,1474.19655784189,1226.50484617779,4,CONVERGED_FEASIBLE,0.997996997136554,1.04984032514575,PASS,PASS,PASS
CAL_005291,REG_005650,2011-01-21 18:00:00,E0002,0.698579031743916,COMMITTED_ANGULAR_INTERIOR,1469.53064076729,1241.95778028802,4,CONVERGED_FEASIBLE,0.998033671065524,1.04983959145203,PASS,PASS,PASS
CAL_005292,REG_005649,2011-01-21 18:00:00,E0002,0.748635244392269,COMMITTED_ANGULAR_INTERIOR,1464.85967304145,1257.42744152385,4,CONVERGED_FEASIBLE,0.998070329710737,1.04983864382529,PASS,PASS,PASS
CAL_005293,REG_005648,2011-01-21 18:00:00,E0002,0.798753307401346,COMMITTED_ANGULAR_INTERIOR,1460.1829337835,1272.9162173526,4,CONVERGED_FEASIBLE,0.998106978661896,1.04983748177247,PASS,PASS,PASS
CAL_005294,REG_005646,2011-01-21 18:00:00,E0002,0.84894098402873,COMMITTED_ANGULAR_INTERIOR,1455.49969856936,1288.42650697625,4,CONVERGED_FEASIBLE,0.998143623502594,1.04983610466786,PASS,PASS,PASS
CAL_005295,REG_005645,2011-01-21 18:00:00,E0002,0.899206080352549,COMMITTED_ANGULAR_INTERIOR,1450.80923897918,1303.9607228303,4,CONVERGED_FEASIBLE,0.998180269813716,1.04983451175226,PASS,PASS,PASS
CAL_005296,REG_005644,2011-01-21 18:00:00,E0002,0.949556450177527,COMMITTED_ANGULAR_INTERIOR,1446.11082213952,1319.52129209995,4,CONVERGED_FEASIBLE,0.998216923176838,1.04983270213204,PASS,PASS,PASS
CAL_005297,REG_005643,2011-01-21 18:00:00,E0003,0,OUTER_VERTEX_ENDPOINT_A_ONCE_PER_EDGE,1441.39426819635,1335.10282561181,4,CONVERGED_FEASIBLE,0.998253533595168,1.04983021031845,PASS,PASS,PASS
CAL_005298,REG_005642,2011-01-21 18:00:00,E0003,0.0484657540124633,COMMITTED_ANGULAR_INTERIOR,1436.76797435092,1350.79967977904,4,CONVERGED_FEASIBLE,0.998290753388059,1.04983241966886,PASS,PASS,PASS
CAL_005299,REG_005641,2011-01-21 18:00:00,E0003,0.0970437368463753,COMMITTED_ANGULAR_INTERIOR,1432.13096771423,1366.53288207454,4,CONVERGED_FEASIBLE,0.998328003440442,1.04983441846697,PASS,PASS,PASS
CAL_005300,REG_005639,2011-01-21 18:00:00,E0003,0.145741764321032,COMMITTED_ANGULAR_INTERIOR,1427.48250222801,1382.30496384809,4,CONVERGED_FEASIBLE,0.998340296423374,1.04983620589212,PASS,PASS,PASS
CAL_005301,REG_005638,2011-01-21 18:00:00,E0003,0.19456772759411,COMMITTED_ANGULAR_INTERIOR,1422.82182464257,1398.1184808497,4,CONVERGED_FEASIBLE,0.998346143711112,1.04983778098703,PASS,PASS,PASS
CAL_005302,REG_005637,2011-01-21 18:00:00,E0003,0.243529598422064,COMMITTED_ANGULAR_INTERIOR,1418.14817401466,1413.97601493333,4,CONVERGED_FEASIBLE,0.998351998346378,1.04983914265602,PASS,PASS,PASS
CAL_005303,REG_005636,2011-01-21 18:00:00,E0003,0.292635434526002,COMMITTED_ANGULAR_INTERIOR,1413.46078119531,1429.88017579473,4,CONVERGED_FEASIBLE,0.998357861236041,1.04984028966306,PASS,PASS,PASS
CAL_005304,REG_005635,2011-01-21 18:00:00,E0003,0.341893385074607,COMMITTED_ANGULAR_INTERIOR,1408.75886830641,1445.83360274728,4,CONVERGED_FEASIBLE,0.998363733292009,1.04984122062958,PASS,PASS,PASS
CAL_005305,REG_005633,2011-01-21 18:00:00,E0003,0.391311696292247,COMMITTED_ANGULAR_INTERIOR,1404.04164820541,1461.83896653827,4,CONVERGED_FEASIBLE,0.998369615431804,1.04984193403212,PASS,PASS,PASS
CAL_005306,REG_005632,2011-01-21 18:00:00,E0003,0.440898717200756,COMMITTED_ANGULAR_INTERIOR,1399.30832393724,1477.89897120853,4,CONVERGED_FEASIBLE,0.998375508579137,1.04984242819969,PASS,PASS,PASS
CAL_005307,REG_005631,2011-01-21 18:00:00,E0003,0.490662905503645,COMMITTED_ANGULAR_INTERIOR,1394.55808817264,1494.01635599822,4,CONVERGED_FEASIBLE,0.998381413664499,1.04984270131101,PASS,PASS,PASS
CAL_005308,REG_005630,2011-01-21 18:00:00,E0003,0.540612833621894,COMMITTED_ANGULAR_INTERIOR,1389.79012263199,1510.19389730159,4,CONVERGED_FEASIBLE,0.998387331625757,1.04984275139145,PASS,PASS,PASS
