attempt_id,logical_call_id,attempt_index,phase,timestamp,edge_id,calibration_id,d_kw,p13_abs_kw,p30_abs_kw,initialization,solver_status,primary_power_flow_status,replay_status,vmin_pu,vmin_bus,vmax_pu,vmax_bus,maximum_residual,primary_replay_voltage_difference_pu,primary_iterations,replay_iterations,runtime_ms
ATT_T002_000001_1,CALL_T002_000001,1,CONFIGURATION_CONTROL,2010-07-02 17:30:00,,,0,889.53125,1223.90625,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.98575714363313,25,1.0010128367433,13,1.23234755733392e-14,2.28261853862932e-13,21,23,0.1944
ATT_T002_000002_1,CALL_T002_000002,1,CONFIGURATION_CONTROL,2010-07-02 17:30:00,,,0,2493.4375,0,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.972944311520269,33,1.04999679378466,13,1.90718626285383e-14,2.23154827949656e-13,24,26,0.1409
ATT_T002_000003_1,CALL_T002_000003,1,CONFIGURATION_CONTROL,2010-07-02 17:30:00,,,0,-714.375,0,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.900004572807036,18,1,1,9.99200722162641e-15,7.46847028665343e-13,24,27,0.1619
ATT_T002_000004_1,CALL_T002_000004,1,CONFIGURATION_CONTROL,2010-07-02 17:30:00,,,0,2493.75,0,FLAT_START,CONVERGED_INFEASIBLE,CONVERGED,PASSED,0.972947891240939,33,1.05000863103061,13,1.90718626285383e-14,2.23154827949656e-13,24,26,0.1352
ATT_T002_000005_1,CALL_T002_000005,1,ANCHOR_SEARCH,2010-07-02 17:30:00,E0000,CAL_000765,0,2044.80405565346,1369.76094112724,FLAT_START,CONVERGED_INFEASIBLE,CONVERGED,PASSED,0.99007614597575,25,1.05000396478369,13,6.90506064037137e-15,2.82662782069565e-13,23,26,0.1333
ATT_T002_000006_1,CALL_T002_000006,1,ANCHOR_SEARCH,2010-07-02 17:30:00,E0000,CAL_000765,0.5,2044.32641759114,1369.61308348821,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.990074168328763,25,1.04998375641373,13,6.89245609149799e-15,2.8244073746464e-13,23,26,0.132
ATT_T002_000007_1,CALL_T002_000007,1,ANCHOR_SEARCH,2010-07-02 17:30:00,E0000,CAL_000765,1,2043.84877952882,1369.46522584917,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.990072190590052,25,1.0499635471592,13,6.81522320124573e-15,2.8244073746464e-13,23,26,0.1312
ATT_T002_000008_1,CALL_T002_000008,1,ANCHOR_SEARCH,2010-07-02 17:30:00,E0000,CAL_000765,2,2042.89350340417,1369.1695105711,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.990068234837426,25,1.04992312599607,13,6.87985644365044e-15,2.8199664825479e-13,23,26,0.1289
ATT_T002_000009_1,CALL_T002_000009,1,ANCHOR_SEARCH,2010-07-02 17:30:00,E0000,CAL_000765,4,2040.98295115488,1368.57808001496,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.99006032223109,25,1.0498422730506,13,6.85467195912587e-15,2.79998246810464e-13,23,26,0.1276
ATT_T002_000010_1,CALL_T002_000010,1,ANCHOR_SEARCH,2010-07-02 17:30:00,E0000,CAL_000765,3,2041.93822727953,1368.87379529303,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.990064278717796,25,1.04988270129347,13,6.86726172380506e-15,2.81774603649865e-13,23,26,0.1565
