attempt_id,logical_call_id,attempt_index,phase,timestamp,edge_id,calibration_id,d_kw,p13_abs_kw,p30_abs_kw,initialization,solver_status,primary_power_flow_status,replay_status,vmin_pu,vmin_bus,vmax_pu,vmax_bus,maximum_residual,primary_replay_voltage_difference_pu,primary_iterations,replay_iterations,runtime_ms
ATT_T024_000001_1,CALL_T024_000001,1,CONFIGURATION_CONTROL,2011-12-15 05:30:00,,,0,-124.375,-188.125,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.97896731467503,18,1,1,4.55191440096314e-15,1.02029495963052e-13,20,22,0.2153
ATT_T024_000002_1,CALL_T024_000002,1,CONFIGURATION_CONTROL,2011-12-15 05:30:00,,,0,1458.75,0,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999505056383914,22,1.04999392068807,13,9.26396390397217e-15,1.0946799022804e-13,22,24,0.134
ATT_T024_000003_1,CALL_T024_000003,1,CONFIGURATION_CONTROL,2011-12-15 05:30:00,,,0,-1707.5,0,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.90000834360946,18,1,1,2.75335310107039e-14,4.95714580495132e-13,26,28,0.1444
ATT_T024_000004_1,CALL_T024_000004,1,CONFIGURATION_CONTROL,2011-12-15 05:30:00,,,0,1459.0625,0,FLAT_START,CONVERGED_INFEASIBLE,CONVERGED,PASSED,0.999505212264868,22,1.05000618837529,13,9.3513663617205e-15,1.0902390101819e-13,22,24,0.128
ATT_T024_000005_1,CALL_T024_000005,1,ANCHOR_SEARCH,2011-12-15 05:30:00,E0000,CAL_017278,0,1493.62500643365,-107.164359573796,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999462217454885,22,1.04999969109626,13,1.02419977968764e-14,1.18793863634892e-13,22,24,0.1317
ATT_T024_000006_1,CALL_T024_000006,1,ANCHOR_SEARCH,2011-12-15 05:30:00,E0000,CAL_017278,0.5,1493.14955019697,-107.319089554726,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.999461892974809,22,1.04997907900258,13,1.02228348018686e-14,1.19237952844742e-13,22,24,0.1344
ATT_T024_000007_1,CALL_T024_000007,1,ANCHOR_SEARCH,2011-12-15 05:30:00,E0000,CAL_017278,1,1492.67409396028,-107.473819535657,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.99946156847941,22,1.04995846598812,13,1.02164485749361e-14,1.19015908239817e-13,22,24,0.1568
ATT_T024_000008_1,CALL_T024_000008,1,ANCHOR_SEARCH,2011-12-15 05:30:00,E0000,CAL_017278,2,1491.72318148692,-107.783279497517,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.99946091944264,22,1.04991723719639,13,1.01781464078127e-14,1.18349774425042e-13,22,24,0.1276
ATT_T024_000009_1,CALL_T024_000009,1,ANCHOR_SEARCH,2011-12-15 05:30:00,E0000,CAL_017278,4,1489.82135654018,-108.402199421238,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.99945962118516,22,1.04983476855873,13,1.00479879831556e-14,1.17905685215192e-13,22,24,0.1305
ATT_T024_000010_1,CALL_T024_000010,1,ANCHOR_SEARCH,2011-12-15 05:30:00,E0000,CAL_017278,3,1490.77226901355,-108.092739459378,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.99946027034456,22,1.04987600472022,13,1.00737159220762e-14,1.18127729820117e-13,22,24,0.1311
