timestamp,cell_id,vertex_index_ccw,p13_abs_kw,p30_abs_kw
2011-09-11 00:00:00,0,0,1560.15388172433,-0.109985266874079
2011-09-11 00:00:00,0,1,-21.25,-44.609375
2011-09-11 00:00:00,0,2,1574.67067517,-44.609375
2011-09-11 00:00:00,1,0,1454.37178778913,328.458057215627
2011-09-11 00:00:00,1,1,-21.25,-44.609375
2011-09-11 00:00:00,1,2,1559.89889486386,-0.117160385015616
2011-09-11 00:00:00,2,0,1347.8877035937,669.89765541158
2011-09-11 00:00:00,2,1,-21.25,-44.609375
2011-09-11 00:00:00,2,2,1454.37372266083,328.45854639085
2011-09-11 00:00:00,3,0,1246.1660022228,1004.57560991413
2011-09-11 00:00:00,3,1,-21.25,-44.609375
2011-09-11 00:00:00,3,2,1347.88287530729,669.895135690903
2011-09-11 00:00:00,4,0,1142.18219973516,1355.13302281247
2011-09-11 00:00:00,4,1,-21.25,-44.609375
2011-09-11 00:00:00,4,2,1246.15649623272,1004.5677407204
2011-09-11 00:00:00,5,0,757.153158104307,1888.51022644379
2011-09-11 00:00:00,5,1,-21.25,-44.609375
2011-09-11 00:00:00,5,2,1142.16726000295,1355.11504860083
2011-09-11 00:00:00,5,3,1028.1034580367,1750.10600002577
2011-09-11 00:00:00,5,4,896.057244976978,1830.04809173773
2011-09-11 00:00:00,6,0,497.729518700305,1999.84705034946
2011-09-11 00:00:00,6,1,-21.25,-44.609375
2011-09-11 00:00:00,6,2,757.059463247391,1888.27754064008
2011-09-11 00:00:00,7,0,243.957957844196,2111.94934686392
2011-09-11 00:00:00,7,1,-21.25,-44.609375
2011-09-11 00:00:00,7,2,497.727433775671,1999.83883704352
2011-09-11 00:00:00,8,0,-0.0536728050890264,2222.69628579388
2011-09-11 00:00:00,8,1,-21.25,-44.609375
2011-09-11 00:00:00,8,2,243.95586817588,2111.93235456674
2011-09-11 00:00:00,9,0,-21.25,2232.97679210655
2011-09-11 00:00:00,9,1,-21.25,-44.609375
2011-09-11 00:00:00,9,2,-0.0486630809888418,2223.23216050967
2011-09-11 00:00:00,10,0,-318.43285170157,2371.95563321325
2011-09-11 00:00:00,10,1,-21.25,-44.609375
2011-09-11 00:00:00,10,2,-21.25,2232.12609972144
2011-09-11 00:00:00,11,0,-488.278474096722,2454.49511706206
2011-09-11 00:00:00,11,1,-21.25,-44.609375
2011-09-11 00:00:00,11,2,-318.500318049262,2372.50424096141
2011-09-11 00:00:00,12,0,-679.601651186137,2548.88654325315
2011-09-11 00:00:00,12,1,-21.25,-44.609375
2011-09-11 00:00:00,12,2,-488.271186688596,2454.45612159306
2011-09-11 00:00:00,13,0,-901.186700247354,2661.04545636377
2011-09-11 00:00:00,13,1,-21.25,-44.609375
2011-09-11 00:00:00,13,2,-679.50407036385,2548.50213552235
2011-09-11 00:00:00,14,0,-1166.64934842679,2799.92421772607
2011-09-11 00:00:00,14,1,-21.25,-44.609375
2011-09-11 00:00:00,14,2,-901.157675262119,2660.95620949919
2011-09-11 00:00:00,15,0,-1498.75421896823,2980.87877056963
2011-09-11 00:00:00,15,1,-21.25,-44.609375
2011-09-11 00:00:00,15,2,-1166.28817539237,2799.02726520853
2011-09-11 00:00:00,16,0,-1459.45360561383,1145.95601600623
2011-09-11 00:00:00,16,1,-21.25,-44.609375
2011-09-11 00:00:00,16,2,-1005.46779292604,1970.77523570239
2011-09-11 00:00:00,17,0,2234.25676956546,-1911.74994435625
2011-09-11 00:00:00,17,1,-21.25,-44.609375
2011-09-11 00:00:00,17,2,-2021.6205235605,1611.32578275095
2011-09-11 00:00:00,17,3,-1928.17202369658,1232.58589236139
2011-09-11 00:00:00,17,4,-1846.3373900729,909.727307509753
2011-09-11 00:00:00,17,5,-1773.83863784949,630.280959099474
2011-09-11 00:00:00,17,6,-1708.28565217385,383.167076217798
2011-09-11 00:00:00,17,7,-1604.15194076406,0.662754475636802
2011-09-11 00:00:00,17,8,-1591.76973754976,-43.9356324873415
2011-09-11 00:00:00,17,9,-1487.07209363786,-415.117443695102
2011-09-11 00:00:00,17,10,-1387.08448549664,-757.932741555681
2011-09-11 00:00:00,17,11,-1294.29485505137,-1065.84703865785
2011-09-11 00:00:00,17,12,-1178.25723744257,-1438.9443307404
2011-09-11 00:00:00,17,13,-1056.83454677517,-1814.56642511578
2011-09-11 00:00:00,17,14,-933.323428242177,-1913.02806123026
2011-09-11 00:00:00,17,15,-798.156073693245,-1974.36698013739
2011-09-11 00:00:00,17,16,-539.510242546991,-2088.5038141638
2011-09-11 00:00:00,17,17,-284.970345905235,-2196.82469812243
2011-09-11 00:00:00,17,18,-19.9244861380563,-2305.759841304
2011-09-11 00:00:00,17,19,1.30481854220764,-2314.40852228502
2011-09-11 00:00:00,17,20,291.941878641903,-2429.54595944803
2011-09-11 00:00:00,17,21,595.184296807499,-2545.44160428575
2011-09-11 00:00:00,17,22,821.616125553455,-2629.29753382583
2011-09-11 00:00:00,17,23,1056.04761719679,-2713.80368331618
2011-09-11 00:00:00,17,24,1332.47335861419,-2810.98298044683
2011-09-11 00:00:00,17,25,1667.20857753873,-2924.56196527404
2011-09-11 00:00:00,17,26,2079.1786830389,-3059.21592781195
2011-09-11 00:00:00,17,27,2503.84686206261,-2583.70329933575
2011-09-11 00:00:00,18,0,2054.4466236395,-1432.41912631715
2011-09-11 00:00:00,18,1,-21.25,-44.609375
2011-09-11 00:00:00,18,2,2236.14440656315,-1913.31255709861
2011-09-11 00:00:00,19,0,1918.80998665604,-1057.06158944583
2011-09-11 00:00:00,19,1,-21.25,-44.609375
2011-09-11 00:00:00,19,2,2055.27020838384,-1432.96977467598
2011-09-11 00:00:00,20,0,1810.80490181329,-748.466391875282
2011-09-11 00:00:00,20,1,-21.25,-44.609375
2011-09-11 00:00:00,20,2,1919.19810979804,-1057.26413789139
2011-09-11 00:00:00,21,0,1720.59251051094,-484.98286236609
2011-09-11 00:00:00,21,1,-21.25,-44.609375
2011-09-11 00:00:00,21,2,1810.83626514583,-748.478441351345
2011-09-11 00:00:00,22,0,1574.13702715788,-44.609375
2011-09-11 00:00:00,22,1,-21.25,-44.609375
2011-09-11 00:00:00,22,2,1720.3328987767,-484.917227198686
