attempt_id,logical_call_id,attempt_index,phase,timestamp,edge_id,calibration_id,d_kw,p13_abs_kw,p30_abs_kw,initialization,solver_status,primary_power_flow_status,replay_status,vmin_pu,vmin_bus,vmax_pu,vmax_bus,maximum_residual,primary_replay_voltage_difference_pu,primary_iterations,replay_iterations,runtime_ms
ATT_T004_000001_1,CALL_T004_000001,1,CONFIGURATION_CONTROL,2010-07-03 00:00:00,,,0,59.6875,68.28125,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.982092916814027,18,1,1,2.55351295663786e-15,5.79536418854332e-14,20,22,0.2186
ATT_T004_000002_1,CALL_T004_000002,1,CONFIGURATION_CONTROL,2010-07-03 00:00:00,,,0,1646.5625,0,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.997902209940975,25,1.0499902277007,13,1.57788006232342e-14,1.85629289717326e-13,22,24,0.2154
ATT_T004_000003_1,CALL_T004_000003,1,CONFIGURATION_CONTROL,2010-07-03 00:00:00,,,0,-1527.1875,0,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.900007825030084,18,1,1,1.82076576038526e-14,9.97091298415853e-13,25,28,0.1865
ATT_T004_000004_1,CALL_T004_000004,1,CONFIGURATION_CONTROL,2010-07-03 00:00:00,,,0,1646.875,0,FLAT_START,CONVERGED_INFEASIBLE,CONVERGED,PASSED,0.99790319694639,25,1.05000241623881,13,1.57788006232342e-14,1.85407245112401e-13,22,24,0.1602
ATT_T004_000005_1,CALL_T004_000005,1,ANCHOR_SEARCH,2010-07-03 00:00:00,E0000,CAL_002254,0,1575.75720750676,220.381372853541,FLAT_START,CONVERGED_INFEASIBLE,CONVERGED,PASSED,0.998464291023959,25,1.0500125242955,13,1.30710270857159e-14,1.57429624891847e-13,22,24,0.1324
ATT_T004_000006_1,CALL_T004_000006,1,ANCHOR_SEARCH,2010-07-03 00:00:00,E0000,CAL_002254,0.5,1575.28111165485,220.228622273195,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.998462246700252,25,1.04999198103795,13,1.31403396813137e-14,1.57429624891847e-13,22,24,0.1406
ATT_T004_000007_1,CALL_T004_000007,1,ANCHOR_SEARCH,2010-07-03 00:00:00,E0000,CAL_002254,1,1574.80501580294,220.07587169285,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.998460202281452,25,1.04997143686545,13,1.3039097443874e-14,1.56985535681997e-13,22,24,0.1311
ATT_T004_000008_1,CALL_T004_000008,1,ANCHOR_SEARCH,2010-07-03 00:00:00,E0000,CAL_002254,2,1573.85282409913,219.770370532159,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.99845611315854,25,1.04993034577514,13,1.30008005763353e-14,1.56541446472147e-13,22,24,0.1221
ATT_T004_000009_1,CALL_T004_000009,1,ANCHOR_SEARCH,2010-07-03 00:00:00,E0000,CAL_002254,4,1571.9484406915,219.159368210777,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.998447933771187,25,1.0498481526103,13,1.29242687451527e-14,1.55209178842597e-13,22,24,0.1212
ATT_T004_000010_1,CALL_T004_000010,1,ANCHOR_SEARCH,2010-07-03 00:00:00,E0000,CAL_002254,3,1572.90063239531,219.464869371468,FLAT_START,CONVERGED_FEASIBLE,CONVERGED,PASSED,0.998452023655145,25,1.04988925102371,13,1.29689022283426e-14,1.55875312657372e-13,22,24,0.1225
