timestamp,cell_id,convex,nondegenerate,area_before_kw2,area_after_kw2,area_loss_kw2,facet_count_before,facet_count_after
2010-07-03 00:00:00,9,true,true,262675.526102983,261321.730391916,1353.79571106669,3,3
2010-07-03 00:00:00,12,true,true,243748.004098777,242465.540486934,1282.46361184347,3,3
2010-07-03 00:00:00,4,true,true,606998.31273614,603801.530212982,3196.78252315766,5,5
2010-07-03 00:00:00,18,true,true,283937.928278544,282278.947993215,1658.98028532846,3,3
2010-07-03 00:00:00,14,true,true,358435.374649768,356301.943606646,2133.43104312243,3,3
2010-07-03 00:00:00,13,true,true,289943.144932743,288397.223615366,1545.92131737643,3,3
2010-07-03 00:00:00,2,true,true,255629.084202491,254257.717014472,1371.36718801907,3,3
2010-07-03 00:00:00,8,true,true,67123.0437184359,66794.7106534222,328.333065013721,3,3
2010-07-03 00:00:00,1,true,true,261699.723081051,260297.312939382,1402.41014166907,3,3
2010-07-03 00:00:00,10,true,true,188013.540030642,187039.335131381,974.204899261065,3,3
2010-07-03 00:00:00,22,true,true,53425.6230069594,53156.9381561445,268.684850814869,3,3
2010-07-03 00:00:00,0,true,true,286496.509504458,284960.395368999,1536.11413545976,3,3
2010-07-03 00:00:00,6,true,true,281411.541735991,279975.432632707,1436.10910328315,3,3
2010-07-03 00:00:00,17,true,true,358086.215569317,355706.345597082,2379.86997223552,3,3
2010-07-03 00:00:00,15,true,true,2442496.04489608,2436584.2784365,5911.76645957725,6,6
2010-07-03 00:00:00,7,true,true,294451.712474426,292944.386203587,1507.32627083978,3,3
2010-07-03 00:00:00,21,true,true,284481.864765201,282950.719977332,1531.14478786982,3,3
2010-07-03 00:00:00,3,true,true,266492.766019421,265058.206975984,1434.55904343649,3,3
2010-07-03 00:00:00,5,true,true,286906.73114327,285445.087111463,1461.64403180638,3,3
2010-07-03 00:00:00,11,true,true,211334.118575159,210232.394020682,1101.72455447784,3,3
2010-07-03 00:00:00,16,true,true,8175636.54557024,8146992.66206682,28643.8835034193,27,27
2010-07-03 00:00:00,19,true,true,235196.753737803,233915.88835778,1280.86538002314,3,3
2010-07-03 00:00:00,20,true,true,201550.901691422,200461.057820712,1089.84387071017,3,3
