timestamp,coordinate_semantics,units,center_p13_abs_kw,center_p30_abs_kw,s13_positive_kw,s13_negative_kw,s30_positive_kw,s30_negative_kw,alpha_outward_exclusion_sup,inward_retained_fraction_at_sup,inward_strictly_below_fraction,candidate_area_retention_factor_alpha_squared,primary_classes_with_retained_inward_point,retained_primary_classes,retained_unique_production_ray_angle_count,retained_angular_coverage_deg,largest_retained_angular_gap_deg,signed_axis_inward_total,signed_axis_inward_retained_strict_count,any_signed_axis_inward_survives,all_signed_axis_inward_survive,retention_basis,ray_angle_convention
2010-07-01 07:30:00,ABSOLUTE_PHYSICAL_P_PCC_WITH_CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_DIAGNOSTICS,kW for center/scales; degrees for angular diagnostics; dimensionless fractions,452.1875,614.6875,1595,1595,2294.6875,2294.6875,0.921013182665084,0.0196078431372549,0.0196078431372549,0.848265282642868,1,VMIN_BUS_18,1,0,360,4,0,false,false,STRICTLY_BELOW_OUTWARD_EXCLUSION_SUPREMUM_WITHOUT_EPSILON,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2011-09-11 00:00:00,ABSOLUTE_PHYSICAL_P_PCC_WITH_CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_DIAGNOSTICS,kW for center/scales; degrees for angular diagnostics; dimensionless fractions,-21.25,-44.609375,1585.3125,1585.3125,2273.046875,2273.046875,0.896999457874606,0.0188679245283019,0.0188679245283019,0.804608027427338,1,VMAX_BUS_13,1,0,360,4,0,false,false,STRICTLY_BELOW_OUTWARD_EXCLUSION_SUPREMUM_WITHOUT_EPSILON,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2011-09-30 05:30:00,ABSOLUTE_PHYSICAL_P_PCC_WITH_CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_DIAGNOSTICS,kW for center/scales; degrees for angular diagnostics; dimensionless fractions,-103.28125,-158.75,1583.59375,1583.59375,2269.375,2269.375,0.910100176128113,0.0192307692307692,0.0192307692307692,0.828282330588422,1,VMIN_BUS_18,1,0,360,4,0,false,false,STRICTLY_BELOW_OUTWARD_EXCLUSION_SUPREMUM_WITHOUT_EPSILON,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2011-09-30 11:30:00,ABSOLUTE_PHYSICAL_P_PCC_WITH_CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_DIAGNOSTICS,kW for center/scales; degrees for angular diagnostics; dimensionless fractions,-35.3125,-64.0625,1585,1585,2272.5,2272.5,0.896168437947021,0.0188679245283019,0.0188679245283019,0.803117869172404,1,VMAX_BUS_13,1,0,360,4,0,false,false,STRICTLY_BELOW_OUTWARD_EXCLUSION_SUPREMUM_WITHOUT_EPSILON,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2011-11-14 17:30:00,ABSOLUTE_PHYSICAL_P_PCC_WITH_CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_DIAGNOSTICS,kW for center/scales; degrees for angular diagnostics; dimensionless fractions,640.859375,877.65625,1598.828125,1598.828125,2303.28125,2303.28125,0.884189384415932,0.0188679245283019,0.0188679245283019,0.781790867513824,1,VMAX_BUS_13,1,0,360,4,0,false,false,STRICTLY_BELOW_OUTWARD_EXCLUSION_SUPREMUM_WITHOUT_EPSILON,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2011-11-14 19:30:00,ABSOLUTE_PHYSICAL_P_PCC_WITH_CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_DIAGNOSTICS,kW for center/scales; degrees for angular diagnostics; dimensionless fractions,688.515625,943.984375,1599.765625,1599.765625,2305.390625,2305.390625,0.887926923731903,0.0188679245283019,0.0188679245283019,0.788414221888001,1,VMAX_BUS_13,1,0,360,4,0,false,false,STRICTLY_BELOW_OUTWARD_EXCLUSION_SUPREMUM_WITHOUT_EPSILON,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2011-12-15 05:30:00,ABSOLUTE_PHYSICAL_P_PCC_WITH_CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_DIAGNOSTICS,kW for center/scales; degrees for angular diagnostics; dimensionless fractions,-124.375,-188.125,1583.125,1583.125,2268.4375,2268.4375,0.910717547646523,0.0192307692307692,0.0192307692307692,0.829406451591297,1,VMIN_BUS_18,1,0,360,4,0,false,false,STRICTLY_BELOW_OUTWARD_EXCLUSION_SUPREMUM_WITHOUT_EPSILON,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2012-08-04 03:30:00,ABSOLUTE_PHYSICAL_P_PCC_WITH_CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_DIAGNOSTICS,kW for center/scales; degrees for angular diagnostics; dimensionless fractions,-133.046875,-200.15625,1583.046875,1583.046875,2267.96875,2267.96875,0.911038221284751,0.0192307692307692,0.0192307692307692,0.829990640641683,1,VMIN_BUS_18,1,0,360,4,0,false,false,STRICTLY_BELOW_OUTWARD_EXCLUSION_SUPREMUM_WITHOUT_EPSILON,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2012-08-05 23:30:00,ABSOLUTE_PHYSICAL_P_PCC_WITH_CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_DIAGNOSTICS,kW for center/scales; degrees for angular diagnostics; dimensionless fractions,-25.703125,-50.625,1585.234375,1585.234375,2272.8125,2272.8125,0.896667841194858,0.0188679245283019,0.0188679245283019,0.804013217433048,1,VMAX_BUS_13,1,0,360,4,0,false,false,STRICTLY_BELOW_OUTWARD_EXCLUSION_SUPREMUM_WITHOUT_EPSILON,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2012-08-24 12:00:00,ABSOLUTE_PHYSICAL_P_PCC_WITH_CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_DIAGNOSTICS,kW for center/scales; degrees for angular diagnostics; dimensionless fractions,-75.15625,-119.6875,1584.21875,1584.21875,2270.625,2270.625,0.894104695407602,0.0188679245283019,0.0188679245283019,0.79942320634992,1,VMAX_BUS_13,1,0,360,4,0,false,false,STRICTLY_BELOW_OUTWARD_EXCLUSION_SUPREMUM_WITHOUT_EPSILON,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2012-08-31 11:30:00,ABSOLUTE_PHYSICAL_P_PCC_WITH_CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_DIAGNOSTICS,kW for center/scales; degrees for angular diagnostics; dimensionless fractions,-91.40625,-142.109375,1583.90625,1583.90625,2269.921875,2269.921875,0.8931173480272,0.0188679245283019,0.0188679245283019,0.797658597347138,1,VMAX_BUS_13,1,0,360,4,0,false,false,STRICTLY_BELOW_OUTWARD_EXCLUSION_SUPREMUM_WITHOUT_EPSILON,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2012-09-03 07:00:00,ABSOLUTE_PHYSICAL_P_PCC_WITH_CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_DIAGNOSTICS,kW for center/scales; degrees for angular diagnostics; dimensionless fractions,216.953125,287.265625,1590.234375,1590.234375,2283.984375,2283.984375,0.909509076577866,0.0188679245283019,0.0188679245283019,0.827206760377523,1,VMAX_BUS_13,1,0,360,4,0,false,false,STRICTLY_BELOW_OUTWARD_EXCLUSION_SUPREMUM_WITHOUT_EPSILON,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2012-10-15 13:00:00,ABSOLUTE_PHYSICAL_P_PCC_WITH_CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_DIAGNOSTICS,kW for center/scales; degrees for angular diagnostics; dimensionless fractions,-124.140625,-187.8125,1583.203125,1583.203125,2268.4375,2268.4375,0.910749034606787,0.0192307692307692,0.0192307692307692,0.829463804037195,1,VMIN_BUS_18,1,0,360,4,0,false,false,STRICTLY_BELOW_OUTWARD_EXCLUSION_SUPREMUM_WITHOUT_EPSILON,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2013-04-07 02:00:00,ABSOLUTE_PHYSICAL_P_PCC_WITH_CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_DIAGNOSTICS,kW for center/scales; degrees for angular diagnostics; dimensionless fractions,63.28125,73.359375,1587.03125,1587.03125,2276.953125,2276.953125,0.901525234076254,0.0188679245283019,0.0188679245283019,0.812747747676244,1,VMAX_BUS_13,1,0,360,4,0,false,false,STRICTLY_BELOW_OUTWARD_EXCLUSION_SUPREMUM_WITHOUT_EPSILON,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2013-04-17 05:30:00,ABSOLUTE_PHYSICAL_P_PCC_WITH_CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_DIAGNOSTICS,kW for center/scales; degrees for angular diagnostics; dimensionless fractions,-171.875,-254.296875,1582.1875,1582.1875,2266.171875,2266.171875,0.912196032794906,0.0192307692307692,0.0192307692307692,0.832101602246765,1,VMIN_BUS_18,1,0,360,4,0,false,false,STRICTLY_BELOW_OUTWARD_EXCLUSION_SUPREMUM_WITHOUT_EPSILON,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
