timestamp_scope,metric,units,count,min,q1,median,q3,max,mean,quantile_method,coordinate_semantics
ALL_32_TIMESTAMPS,INWARD_RETAINED_FRACTION_AT_SUP,dimensionless,32,0.0185185185185185,0.0188679245283019,0.0188679245283019,0.0189586357039187,0.037037037037037,0.0195277297542142,LINEAR_TYPE7,TIMESTAMP_AGGREGATE_OF_ABSOLUTE_PCC_AND_CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_DIAGNOSTICS
ALL_32_TIMESTAMPS,INWARD_STRICTLY_BELOW_FRACTION,dimensionless,32,0.0185185185185185,0.0188679245283019,0.0188679245283019,0.0189586357039187,0.037037037037037,0.0195277297542142,LINEAR_TYPE7,TIMESTAMP_AGGREGATE_OF_ABSOLUTE_PCC_AND_CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_DIAGNOSTICS
ALL_32_TIMESTAMPS,CANDIDATE_AREA_RETENTION_ALPHA_SQUARED,dimensionless,32,0.759256420438291,0.799418750956975,0.80937839498879,0.828563360839141,0.848265282642868,0.810107276831527,LINEAR_TYPE7,TIMESTAMP_AGGREGATE_OF_ABSOLUTE_PCC_AND_CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_DIAGNOSTICS
ALL_32_TIMESTAMPS,PRIMARY_CLASSES_WITH_RETAINED_POINT,count,32,1,1,1,1,1,1,LINEAR_TYPE7,TIMESTAMP_AGGREGATE_OF_ABSOLUTE_PCC_AND_CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_DIAGNOSTICS
ALL_32_TIMESTAMPS,RETAINED_UNIQUE_RAY_ANGLE_COUNT,count,32,1,1,1,1,2,1.03125,LINEAR_TYPE7,TIMESTAMP_AGGREGATE_OF_ABSOLUTE_PCC_AND_CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_DIAGNOSTICS
ALL_32_TIMESTAMPS,RETAINED_ANGULAR_COVERAGE_DEG,degrees,32,0,0,0,0,9.99999999993844,0.312499999998076,LINEAR_TYPE7,TIMESTAMP_AGGREGATE_OF_ABSOLUTE_PCC_AND_CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_DIAGNOSTICS
ALL_32_TIMESTAMPS,LARGEST_RETAINED_ANGULAR_GAP_DEG,degrees,32,350.000000000062,360,360,360,360,359.687500000002,LINEAR_TYPE7,TIMESTAMP_AGGREGATE_OF_ABSOLUTE_PCC_AND_CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_DIAGNOSTICS
ALL_32_TIMESTAMPS,SIGNED_AXIS_RETAINED_STRICT_COUNT,count,32,0,0,0,0,0,0,LINEAR_TYPE7,TIMESTAMP_AGGREGATE_OF_ABSOLUTE_PCC_AND_CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_DIAGNOSTICS
