timestamp,alpha_outward_exclusion_sup,outward_endpoint_count,limiting_outward_endpoint_count_at_gauge_tolerance,gauge_comparison_tolerance,strict_exclusion_interpretation,limiting_endpoint_id,limiting_primary_class,limiting_constraint_id,limiting_constraint_category,limiting_p13_abs_kw,limiting_p30_abs_kw,center_p13_abs_kw,center_p30_abs_kw,centered_p13_kw,centered_p30_kw,s13_positive_kw,s13_negative_kw,s30_positive_kw,s30_negative_kw,normalized_x,normalized_y,normalized_ray_angle_deg,limiting_alpha1_raw_slack_kw,limiting_alpha1_perpendicular_distance_kw,coordinate_semantics,units,ray_angle_convention
2011-09-30 11:30:00,0.896168437947021,53,1,1e-12,ALL_STORED_OUTWARD_EXCLUDED_FOR_EXACT_ALPHA_STRICTLY_BELOW_SUPREMUM;EQUALITY_PLACES_LIMITER_ON_BOUNDARY,2011-09-30 11:30:00|RAY|30.000000|BASE,VMAX_BUS_13,VMAX_BUS_13,PHYSICAL_CANDIDATE_FACET,1240.28710173,991.851074219,-35.3125,-64.0625,1275.59960173,1055.913574219,1585,1585,2272.5,2272.5,0.80479470140694,0.46464843750011,30.0000000000229,176.737456411992,176.737456411992,ABSOLUTE_PHYSICAL_P_PCC_P13_P30,kW for physical coordinates/slack/distance; dimensionless alpha and normalized coordinates,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2011-11-14 17:30:00,0.884189384415932,53,1,1e-12,ALL_STORED_OUTWARD_EXCLUDED_FOR_EXACT_ALPHA_STRICTLY_BELOW_SUPREMUM;EQUALITY_PLACES_LIMITER_ON_BOUNDARY,2011-11-14 17:30:00|RAY|20.000000|BASE,VMAX_BUS_13,VMAX_BUS_13,PHYSICAL_CANDIDATE_FACET,1768.69165425,1469.02120111,640.859375,877.65625,1127.83227925,591.36495111,1598.828125,1598.828125,2303.28125,2303.28125,0.705411833589055,0.256748910325215,19.9999999999753,163.759673545809,163.759673545809,ABSOLUTE_PHYSICAL_P_PCC_P13_P30,kW for physical coordinates/slack/distance; dimensionless alpha and normalized coordinates,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2011-11-14 19:30:00,0.887926923731903,53,1,1e-12,ALL_STORED_OUTWARD_EXCLUDED_FOR_EXACT_ALPHA_STRICTLY_BELOW_SUPREMUM;EQUALITY_PLACES_LIMITER_ON_BOUNDARY,2011-11-14 19:30:00|RAY|20.000000|BASE,VMAX_BUS_13,VMAX_BUS_13,PHYSICAL_CANDIDATE_FACET,1798.3649339,1526.11178143,688.515625,943.984375,1109.8493089,582.12740643,1599.765625,1599.765625,2305.390625,2305.390625,0.693757442687894,0.252507058941476,20.000000000178,155.298373894668,155.298373894668,ABSOLUTE_PHYSICAL_P_PCC_P13_P30,kW for physical coordinates/slack/distance; dimensionless alpha and normalized coordinates,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2011-12-15 05:30:00,0.910717547646523,52,1,1e-12,ALL_STORED_OUTWARD_EXCLUDED_FOR_EXACT_ALPHA_STRICTLY_BELOW_SUPREMUM;EQUALITY_PLACES_LIMITER_ON_BOUNDARY,2011-12-15 05:30:00|RAY|140.000000|BASE,VMIN_BUS_18,VMIN_BUS_18,PHYSICAL_CANDIDATE_FACET,-2319.15760041,2450.73682051,-124.375,-188.125,-2194.78260041,2638.86182051,1583.125,1583.125,2268.4375,2268.4375,-1.38636090037742,1.16329492018625,139.999999999977,131.658068075797,131.658068075798,ABSOLUTE_PHYSICAL_P_PCC_P13_P30,kW for physical coordinates/slack/distance; dimensionless alpha and normalized coordinates,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2012-08-04 03:30:00,0.911038221284751,52,1,1e-12,ALL_STORED_OUTWARD_EXCLUDED_FOR_EXACT_ALPHA_STRICTLY_BELOW_SUPREMUM;EQUALITY_PLACES_LIMITER_ON_BOUNDARY,2012-08-04 03:30:00|RAY|140.000000|BASE,VMIN_BUS_18,VMIN_BUS_18,PHYSICAL_CANDIDATE_FACET,-2323.22097046,2432.7503889,-133.046875,-200.15625,-2190.17409546,2632.9066389,1583.046875,1583.046875,2267.96875,2267.96875,-1.38351815732557,1.16090957553979,139.99999999998,130.875294411232,130.875294411232,ABSOLUTE_PHYSICAL_P_PCC_P13_P30,kW for physical coordinates/slack/distance; dimensionless alpha and normalized coordinates,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2012-08-05 23:30:00,0.896667841194858,53,1,1e-12,ALL_STORED_OUTWARD_EXCLUDED_FOR_EXACT_ALPHA_STRICTLY_BELOW_SUPREMUM;EQUALITY_PLACES_LIMITER_ON_BOUNDARY,2012-08-05 23:30:00|RAY|30.000000|BASE,VMAX_BUS_13,VMAX_BUS_13,PHYSICAL_CANDIDATE_FACET,1246.73340801,1002.65934753,-25.703125,-50.625,1272.43653301,1053.28434753,1585.234375,1585.234375,2272.8125,2272.8125,0.802680381574491,0.463427734373161,29.9999999998874,175.353171469917,175.353171469917,ABSOLUTE_PHYSICAL_P_PCC_P13_P30,kW for physical coordinates/slack/distance; dimensionless alpha and normalized coordinates,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2012-08-24 12:00:00,0.894104695407602,53,1,1e-12,ALL_STORED_OUTWARD_EXCLUDED_FOR_EXACT_ALPHA_STRICTLY_BELOW_SUPREMUM;EQUALITY_PLACES_LIMITER_ON_BOUNDARY,2012-08-24 12:00:00|RAY|30.000000|BASE,VMAX_BUS_13,VMAX_BUS_13,PHYSICAL_CANDIDATE_FACET,1213.88269539,946.996246338,-75.15625,-119.6875,1289.03894539,1066.683746338,1584.21875,1584.21875,2270.625,2270.625,0.813674844708157,0.469775390625048,29.9999999999983,182.557680631237,182.557680631237,ABSOLUTE_PHYSICAL_P_PCC_P13_P30,kW for physical coordinates/slack/distance; dimensionless alpha and normalized coordinates,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2012-08-31 11:30:00,0.8931173480272,53,1,1e-12,ALL_STORED_OUTWARD_EXCLUDED_FOR_EXACT_ALPHA_STRICTLY_BELOW_SUPREMUM;EQUALITY_PLACES_LIMITER_ON_BOUNDARY,2012-08-31 11:30:00|RAY|30.000000|BASE,VMAX_BUS_13,VMAX_BUS_13,PHYSICAL_CANDIDATE_FACET,1203.13850317,929.010009766,-91.40625,-142.109375,1294.54475317,1071.119384766,1583.90625,1583.90625,2269.921875,2269.921875,0.817311474823715,0.471875000000165,29.9999999999434,185.247257709118,185.247257709118,ABSOLUTE_PHYSICAL_P_PCC_P13_P30,kW for physical coordinates/slack/distance; dimensionless alpha and normalized coordinates,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2012-09-03 07:00:00,0.909509076577866,53,1,1e-12,ALL_STORED_OUTWARD_EXCLUDED_FOR_EXACT_ALPHA_STRICTLY_BELOW_SUPREMUM;EQUALITY_PLACES_LIMITER_ON_BOUNDARY,2012-09-03 07:00:00|RAY|30.000000|BASE,VMAX_BUS_13,VMAX_BUS_13,PHYSICAL_CANDIDATE_FACET,1407.19460893,1274.24129486,216.953125,287.265625,1190.24148393,986.97566986,1590.234375,1590.234375,2283.984375,2283.984375,0.74846922104171,0.432128906249632,30.0000000000604,141.663658614349,141.663658614349,ABSOLUTE_PHYSICAL_P_PCC_P13_P30,kW for physical coordinates/slack/distance; dimensionless alpha and normalized coordinates,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2012-10-15 13:00:00,0.910749034606787,52,1,1e-12,ALL_STORED_OUTWARD_EXCLUDED_FOR_EXACT_ALPHA_STRICTLY_BELOW_SUPREMUM;EQUALITY_PLACES_LIMITER_ON_BOUNDARY,2012-10-15 13:00:00|RAY|140.000000|BASE,VMIN_BUS_18,VMIN_BUS_18,PHYSICAL_CANDIDATE_FACET,-2319.03153486,2451.04932051,-124.140625,-187.8125,-2194.89090986,2638.86182051,1583.203125,1583.203125,2268.4375,2268.4375,-1.38636090038036,1.16329492018625,140.000000000037,131.617251937824,131.617251937824,ABSOLUTE_PHYSICAL_P_PCC_P13_P30,kW for physical coordinates/slack/distance; dimensionless alpha and normalized coordinates,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2013-04-07 02:00:00,0.901525234076254,53,1,1e-12,ALL_STORED_OUTWARD_EXCLUDED_FOR_EXACT_ALPHA_STRICTLY_BELOW_SUPREMUM;EQUALITY_PLACES_LIMITER_ON_BOUNDARY,2013-04-07 02:00:00|RAY|30.000000|BASE,VMAX_BUS_13,VMAX_BUS_13,PHYSICAL_CANDIDATE_FACET,1305.61847783,1102.43545532,63.28125,73.359375,1242.33722783,1029.07608032,1587.03125,1587.03125,2276.953125,2276.953125,0.782805775141479,0.451953124999005,29.9999999998835,162.300405037423,162.300405037423,ABSOLUTE_PHYSICAL_P_PCC_P13_P30,kW for physical coordinates/slack/distance; dimensionless alpha and normalized coordinates,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
2013-04-17 05:30:00,0.912196032794906,52,1,1e-12,ALL_STORED_OUTWARD_EXCLUDED_FOR_EXACT_ALPHA_STRICTLY_BELOW_SUPREMUM;EQUALITY_PLACES_LIMITER_ON_BOUNDARY,2013-04-17 05:30:00|RAY|140.000000|BASE,VMIN_BUS_18,VMIN_BUS_18,PHYSICAL_CANDIDATE_FACET,-2341.68550538,2353.47882416,-171.875,-254.296875,-2169.81050538,2607.77569916,1582.1875,1582.1875,2266.171875,2266.171875,-1.37139909484811,1.15074047468708,139.999999999922,127.826583031424,127.826583031424,ABSOLUTE_PHYSICAL_P_PCC_P13_P30,kW for physical coordinates/slack/distance; dimensionless alpha and normalized coordinates,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13
