timestamp,comparator,inward_input_count,unique_inward_coordinate_count,hull_vertex_count,input_rows_at_hull_vertices,fraction_inward_points_that_are_hull_vertices,N_out_total,N_out_inside,N_out_boundary,N_out_outside,geometric_tolerance_kw,hull_area_kw2,alpha1_candidate_area_kw2,angular_inward_polygon_area_kw2,area_ratio_to_alpha1_candidate,area_ratio_to_angular_inward_polygon,coordinate_semantics,units,center_p13_abs_kw,center_p30_abs_kw,s13_positive_kw,s13_negative_kw,s30_positive_kw,s30_negative_kw,ray_angle_convention,role
2010-07-01 07:30:00,INWARD_POINT_CONVEX_HULL_DIAGNOSTIC,51,51,29,29,0.568627450980392,51,22,0,29,1e-08,16000960.4943772,17475301.3324602,15800531.3311156,0.915632880370171,1.0126849635029,ABSOLUTE_PHYSICAL_P_PCC_CONVEX_HULL_OF_CERTIFIED_INWARD_PHYSICAL_BOUNDARY_POINTS,kW coordinates; kW^2 area,452.1875,614.6875,1595,1595,2294.6875,2294.6875,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13,DIAGNOSTIC_ONLY_NOT_DOE_POLICY
2010-07-02 17:30:00,INWARD_POINT_CONVEX_HULL_DIAGNOSTIC,53,53,29,29,0.547169811320755,53,24,0,29,1e-08,16454860.7025079,17672182.7218911,16209310.0011413,0.931116487502406,1.01514874484783,ABSOLUTE_PHYSICAL_P_PCC_CONVEX_HULL_OF_CERTIFIED_INWARD_PHYSICAL_BOUNDARY_POINTS,kW coordinates; kW^2 area,889.53125,1223.90625,1603.90625,1603.90625,2314.53125,2314.53125,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13,DIAGNOSTIC_ONLY_NOT_DOE_POLICY
2010-07-02 18:00:00,INWARD_POINT_CONVEX_HULL_DIAGNOSTIC,53,53,29,29,0.547169811320755,53,24,0,29,1e-08,16480997.4843971,17740600.5652038,16215120.5076153,0.928998847802405,1.01639685481566,ABSOLUTE_PHYSICAL_P_PCC_CONVEX_HULL_OF_CERTIFIED_INWARD_PHYSICAL_BOUNDARY_POINTS,kW coordinates; kW^2 area,825.234375,1134.53125,1602.578125,1602.578125,2311.71875,2311.71875,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13,DIAGNOSTIC_ONLY_NOT_DOE_POLICY
2010-07-03 00:00:00,INWARD_POINT_CONVEX_HULL_DIAGNOSTIC,53,53,31,31,0.584905660377358,53,22,0,31,1e-08,16491728.3793099,17784951.4873339,16196171.0105219,0.927285541996276,1.01824859521402,ABSOLUTE_PHYSICAL_P_PCC_CONVEX_HULL_OF_CERTIFIED_INWARD_PHYSICAL_BOUNDARY_POINTS,kW coordinates; kW^2 area,59.6875,68.28125,1586.875,1586.875,2276.71875,2276.71875,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13,DIAGNOSTIC_ONLY_NOT_DOE_POLICY
2010-11-26 18:00:00,INWARD_POINT_CONVEX_HULL_DIAGNOSTIC,53,53,31,31,0.584905660377358,53,22,0,31,1e-08,16470842.601401,17718837.97754,16197634.6841407,0.929566748241568,1.01686714897502,ABSOLUTE_PHYSICAL_P_PCC_CONVEX_HULL_OF_CERTIFIED_INWARD_PHYSICAL_BOUNDARY_POINTS,kW coordinates; kW^2 area,140.78125,181.25,1588.59375,1588.59375,2280.625,2280.625,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13,DIAGNOSTIC_ONLY_NOT_DOE_POLICY
2010-12-21 11:30:00,INWARD_POINT_CONVEX_HULL_DIAGNOSTIC,53,53,31,31,0.584905660377358,53,22,0,31,1e-08,16547284.5405072,17900186.3999423,16213946.378087,0.924419677582829,1.02055873102372,ABSOLUTE_PHYSICAL_P_PCC_CONVEX_HULL_OF_CERTIFIED_INWARD_PHYSICAL_BOUNDARY_POINTS,kW coordinates; kW^2 area,-71.015625,-113.671875,1584.296875,1584.296875,2270.859375,2270.859375,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13,DIAGNOSTIC_ONLY_NOT_DOE_POLICY
2010-12-21 12:00:00,INWARD_POINT_CONVEX_HULL_DIAGNOSTIC,53,53,31,31,0.584905660377358,53,22,0,31,1e-08,16542269.7947947,17890728.2271214,16211564.6920277,0.924628085832612,1.02039933276334,ABSOLUTE_PHYSICAL_P_PCC_CONVEX_HULL_OF_CERTIFIED_INWARD_PHYSICAL_BOUNDARY_POINTS,kW coordinates; kW^2 area,-62.109375,-101.25,1584.453125,1584.453125,2271.25,2271.25,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13,DIAGNOSTIC_ONLY_NOT_DOE_POLICY
2011-01-21 18:00:00,INWARD_POINT_CONVEX_HULL_DIAGNOSTIC,53,53,30,30,0.566037735849057,53,22,0,31,1e-08,16458480.4307079,17614426.7357186,16219020.1169545,0.934375025520037,1.01476416651725,ABSOLUTE_PHYSICAL_P_PCC_CONVEX_HULL_OF_CERTIFIED_INWARD_PHYSICAL_BOUNDARY_POINTS,kW coordinates; kW^2 area,274.21875,366.875,1591.40625,1591.40625,2286.5625,2286.5625,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13,DIAGNOSTIC_ONLY_NOT_DOE_POLICY
2011-02-05 11:30:00,INWARD_POINT_CONVEX_HULL_DIAGNOSTIC,53,53,29,29,0.547169811320755,53,24,0,29,1e-08,16440036.9570515,17617411.5777601,16210397.6518577,0.933169829431989,1.01416617347246,ABSOLUTE_PHYSICAL_P_PCC_CONVEX_HULL_OF_CERTIFIED_INWARD_PHYSICAL_BOUNDARY_POINTS,kW coordinates; kW^2 area,942.890625,1298.4375,1604.921875,1604.921875,2316.875,2316.875,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13,DIAGNOSTIC_ONLY_NOT_DOE_POLICY
2011-02-05 17:30:00,INWARD_POINT_CONVEX_HULL_DIAGNOSTIC,54,54,26,26,0.481481481481481,54,28,0,26,1e-08,16629488.4436795,17944111.6493449,16300472.5820802,0.926737905372235,1.02018443698135,ABSOLUTE_PHYSICAL_P_PCC_CONVEX_HULL_OF_CERTIFIED_INWARD_PHYSICAL_BOUNDARY_POINTS,kW coordinates; kW^2 area,1316.25,1818.125,1612.5,1612.5,2333.75,2333.75,ATAN2_NORMALIZED_P30_P13_MOD_360_CCW_FROM_POSITIVE_P13,DIAGNOSTIC_ONLY_NOT_DOE_POLICY
