candidate_constraint_count,minimum_center_depth_D_kw,maximum_center_depth_D_kw,all_center_depths_strictly_positive,maximum_stored_normal_norm_error_from_one,maximum_direct_vs_D_times_alpha_minus_ratio_identity_error_kw,membership_equivalence_comparison_tolerance_kw,gauge_comparison_tolerance,membership_equivalence_mismatch_count,membership_equivalence_checks,alphas_checked,maximum_reconstructed_prior_inside_margin_error_kw,gauge_equivalence_statement
201,1076.62121205601,3876.13113592567,true,6.66133814775094e-16,1.81898940354586e-12,1e-09,1e-12,0,16890,0.25;0.5;0.75;1.0;timestamp_alpha_outward_exclusion_sup,7.27640170339328e-12,P_IN_K_ALPHA_IFF_RHO_LE_ALPHA_WITH_REPORTED_COMPARISON_TOLERANCES
