start_timestamp,end_timestamp,interval_count,unique_interval_count,missing_interval_count,finite_load_factors,finite_pv_factors,minimum_load_factor,maximum_load_factor,minimum_pv_factor,maximum_pv_factor,timestamp_interpretation,source_path,source_sha256
2012-10-15 00:00:00,2012-10-16 23:30:00,96,96,0,true,true,0.114754098361,0.307561130632,0,0.928221145252,timezone-naive local wall-clock labels; no UTC conversion; fixed 48 source slots per local-data day; DST behavior inherited from Ausgrid source format,D:\CiroPVHC.jl\data_processed\ausgrid\ausgrid_halfhour_normalized.csv,504dfa1c4d037d7497caa330611b5bb45f9774a2b9a984443753c88cba3de500
