timestamp,search_kind,search_id,level,binding_class,maximum_constraint_violation_kw,inside_at_internal_enumeration_tolerance,interpretation
2010-07-02 17:30:00,RAY,30.000000,BASE,VMAX_BUS_13,-122.994197651366,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 17:30:00,RAY,300.000000,BASE,VMIN_BUS_33,-96.5095952816902,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 17:30:00,RAY,305.000000,ADAPTIVE,VMIN_BUS_33,-125.380203099918,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 17:30:00,RAY,310.000000,BASE,VMIN_BUS_33,-164.171824768545,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 17:30:00,RAY,320.000000,BASE,VMAX_BUS_13,0,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 17:30:00,RAY,325.000000,ADAPTIVE,VMAX_BUS_13,-52.2346538075353,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 17:30:00,RAY,330.000000,BASE,VMAX_BUS_13,-78.5499647331117,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 17:30:00,RAY,335.000000,ADAPTIVE,VMAX_BUS_13,-93.8809825936728,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 17:30:00,RAY,340.000000,BASE,VMAX_BUS_13,-103.634121419432,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 17:30:00,RAY,345.000000,ADAPTIVE,VMAX_BUS_13,-110.191633104205,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 17:30:00,RAY,350.000000,BASE,VMAX_BUS_13,-114.894204485127,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 17:30:00,RAY,40.000000,BASE,VMAX_BUS_13,-120.72784108882,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 17:30:00,RAY,50.000000,BASE,VMAX_BUS_13,-116.548955684004,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 17:30:00,RAY,55.000000,ADAPTIVE,VMAX_BUS_13,-113.399868692606,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 17:30:00,RAY,60.000000,BASE,VMAX_BUS_30,-137.149856897122,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 17:30:00,RAY,70.000000,BASE,VMAX_BUS_30,-138.917518253815,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
2010-07-02 17:30:00,RAY,80.000000,BASE,VMAX_BUS_30,-139.095394440036,true,CONSTRUCTION_SANITY_CHECK_NOT_AC_INTERIOR_CERTIFICATION
