timestamp,geometry_stage,vertex_count,minimum_edge_length_kw,maximum_edge_length_kw,maximum_to_minimum_edge_length_ratio,minimum_normalized_vertex_radius,maximum_normalized_vertex_radius,longest_radius_vertex_count,longest_radius_vertex_angles_deg,nearest_guard_deviations_for_longest_vertices_deg,stored_guard_direction_count,active_guard_cap_count,active_guard_cap_ids,guard_alignment_threshold_deg,guard_alignment_classification
2011-03-04 18:00:00,PHYSICAL_FACETS_BEFORE_GUARD_CAPS,4,4158.12971353154,5660.21888860455,1.36124153851787,1.07059216341223,2.31157918862499,1,318.11845817579,1.88154182420999,2,0,,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2011-03-04 18:00:00,COUPLED_CANDIDATE_AFTER_GUARD_CAPS,6,564.825340202985,4938.43675938648,8.74329887113726,1.07059216341223,2.01338081043669,1,141.609318716446,6.60931871644621,2,2,GUARD_CAP_ADAPTIVE_135DEG;GUARD_CAP_BASE_320DEG,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2011-03-08 11:30:00,PHYSICAL_FACETS_BEFORE_GUARD_CAPS,4,4198.48007091823,5680.282416086,1.35293780609602,1.02319761900887,2.35469487768304,1,319.593897680926,0.406102319073568,2,0,,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2011-03-08 11:30:00,COUPLED_CANDIDATE_AFTER_GUARD_CAPS,6,576.307764623444,4943.93517049662,8.57863709979156,1.02319761900887,2.00786503125851,1,140.072972003656,5.07297200365565,2,2,GUARD_CAP_ADAPTIVE_135DEG;GUARD_CAP_BASE_320DEG,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2011-03-08 12:30:00,PHYSICAL_FACETS_BEFORE_GUARD_CAPS,4,4193.09441531543,5677.49906424998,1.3540117397578,1.02917797897382,2.34891423623666,1,319.407579282544,0.592420717456434,2,0,,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2011-03-08 12:30:00,COUPLED_CANDIDATE_AFTER_GUARD_CAPS,6,574.486515822986,4943.46529876166,8.60501537043016,1.02917797897382,2.00848189956069,1,140.267483540417,5.26748354041658,2,2,GUARD_CAP_ADAPTIVE_135DEG;GUARD_CAP_BASE_320DEG,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2011-05-11 17:30:00,PHYSICAL_FACETS_BEFORE_GUARD_CAPS,4,4174.5242656323,5716.98068746462,1.36949274304882,0.974137108109542,2.34568540843014,1,140.518692854819,0.518692854818823,2,0,,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2011-05-11 17:30:00,COUPLED_CANDIDATE_AFTER_GUARD_CAPS,6,511.994573487611,5062.4895420565,9.88777968401455,0.974137108109542,2.00941873126872,1,145.549685785728,5.54968578572817,2,2,GUARD_CAP_ADAPTIVE_315DEG;GUARD_CAP_BASE_140DEG,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2011-05-11 18:00:00,PHYSICAL_FACETS_BEFORE_GUARD_CAPS,4,4171.58291073843,5715.56116991946,1.37011808040697,0.970385565283058,2.34538130447211,1,140.594841694968,0.594841694967783,2,0,,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2011-05-11 18:00:00,COUPLED_CANDIDATE_AFTER_GUARD_CAPS,6,507.814427060506,5066.4049133743,9.97688258425679,0.970385565283058,2.00970368963696,1,145.632678524029,5.63267852402873,2,2,GUARD_CAP_ADAPTIVE_315DEG;GUARD_CAP_BASE_140DEG,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2011-05-16 07:30:00,PHYSICAL_FACETS_BEFORE_GUARD_CAPS,4,4131.35605263324,5647.2319890547,1.36691970314572,1.03577063094255,2.30751129476505,1,138.792096647325,3.79209664732488,2,0,,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2011-05-16 07:30:00,COUPLED_CANDIDATE_AFTER_GUARD_CAPS,6,528.616717176159,4962.77918355546,9.38823730370532,1.03577063094255,2.01850403393713,1,142.764050627362,7.76405062736239,2,2,GUARD_CAP_ADAPTIVE_135DEG;GUARD_CAP_BASE_320DEG,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2011-09-11 00:00:00,PHYSICAL_FACETS_BEFORE_GUARD_CAPS,4,4187.99509523564,5675.39370312932,1.35515767666151,1.03489892632601,2.34366893511141,1,319.231048283034,0.768951716966171,2,0,,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2011-09-11 00:00:00,COUPLED_CANDIDATE_AFTER_GUARD_CAPS,6,573.41116786182,4942.72077481003,8.61985439390871,1.03489892632601,2.00909161814913,1,140.452833823809,5.45283382380879,2,2,GUARD_CAP_ADAPTIVE_135DEG;GUARD_CAP_BASE_320DEG,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2011-09-30 05:30:00,PHYSICAL_FACETS_BEFORE_GUARD_CAPS,4,4113.88249217819,5683.08328926432,1.38144035471837,1.01679005528604,2.31570646625672,1,136.107470954691,1.10747095469134,3,0,,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
