"EV scale","EV load kW","Total load kW","Accepted HC kW","Delta HC vs S1 kW","Delta HC vs S1 %","Losses kW","Loss %","Vmin p.u.","Vmax p.u.","Max line loading %","Max current loading %","Curtailment %","Physical validity","Classification"
"0.0","0.0","2594.146529097491","2766.9654317559375","3.175593747073435e-5","1.1476810469236207e-6","34.470631155324554","1.328785046206197","0.9868070645741809","1.0001619468492429","40.74724856210803","16.65432843257182","4.999999998090879","true","no-export-limited, curtailment-budget-limited"
"0.5","23.885358802242827","2618.031887899734","2792.5325263634513","25.56712636345128","0.9240132299251476","34.87401793547451","1.3320700216318422","0.9869822246807165","1.0000592682519676","40.950805054787196","16.827779626538728","4.999999897327351","true","no-export-limited, curtailment-budget-limited"
"1.0","47.770717604485654","2641.9172467019766","2818.0116582901737","51.04625829017368","1.844846281423457","35.19383169113962","1.332132251117012","0.9868577820883899","1.0000599901647005","41.15284833422398","16.988793373757073","4.999999949638961","true","no-export-limited, curtailment-budget-limited"
"1.5","71.65607640672849","2665.8026055042196","2843.4868977649444","76.52149776494434","2.7655386570769673","35.50995127302804","1.3320547890421","0.9866967449603771","1.0000803303417758","41.35486401590509","17.153679991810932","4.999999927002891","true","no-export-limited, curtailment-budget-limited"
"2.0","95.54143520897131","2689.6879643064626","2869.060494572885","102.09509457288505","3.6897857332399258","35.9195056472272","1.3354525180577614","0.986775487056111","1.0000080501391844","41.55865974118018","17.329116427789177","4.999999996603819","true","no-export-limited, curtailment-budget-limited"
"3.0","143.31215281345698","2737.458681910948","2920.1127129243755","153.14731292437546","5.534847415308318","36.64839555555773","1.3387743821570466","0.9866487692097653","0.9999999999999934","41.96455532957734","17.668285602657207","4.999999994106308","true","no-export-limited, curtailment-budget-limited"
"5.0","238.85358802242828","2833.000117119919","3022.28111561829","255.31571561829014","9.227282553597892","38.166942785573156","1.3472270105083646","0.986407502747054","0.9999999999999957","42.777582021981935","18.35975049751383","4.999999997923673","true","no-export-limited, curtailment-budget-limited"
"7.5","358.28038203364235","2952.4269111311332","3150.0513855231197","383.0859855231197","13.844986479524453","40.121905332902315","1.3589466069976586","0.9860098866088316","0.9999999999999898","43.79532806150919","19.241472575894342","4.999999994113023","true","no-export-limited, curtailment-budget-limited"
"10.0","477.70717604485657","3071.8537051423477","3277.9079640053014","510.9425640053014","18.46580965578035","42.158860755711885","1.3724241061720182","0.9853841843291523","0.9999999999999927","44.81492015603941","20.142132111290252","4.999999997351243","true","no-export-limited, curtailment-budget-limited"
