iteration,active_before,active_after,accepted_start_count,best_start_name,objective_kw,c13_kw,c20_kw,c24_kw,c30_kw,replay_count,replay_failure_count,violating_count,max_violation_pu,voltage_violating_count,export_violating_count,maximum_export_violation_kw,maximum_export_kw,export_binding_interval_count,minimum_voltage_pu,minimum_voltage_bus,minimum_voltage_timestamp,maximum_voltage_pu,maximum_voltage_bus,maximum_voltage_timestamp,worst_violation_type,worst_violation_bus,worst_violation_timestamp,maximum_equation_residual,maximum_scaled_residual,minimum_substation_p_kw,maximum_substation_p_kw,minimum_substation_q_kvar,maximum_substation_q_kvar,maximum_upstream_apparent_kva,solve_time_seconds,replay_time_seconds,added_indices,added_timestamps,checkpoint_path,checkpoint_status,stop_reason,start_summary
1,3,3,13,"uniform_small",644.0813216969973,644.0813217195221,-7.52767928949953e-9,-7.595967722456592e-9,-7.4011295272371066e-9,52608,0,0,0.0,0,0,0.0,9.999991879700021e-5,7,0.9182448380929905,33,"2011-02-05 18:00:00",1.0146023783389166,13,"2012-12-05 13:00:00","",0,"",3.064215547965432e-14,6.326421662556132e-14,-9.999991879700021e-5,3803.922341358833,0.0,2426.4505656370434,4511.927251914551,1.4869999885559082,4.354000091552734,"","","D:\CiroPVHC.jl\results\s1b_ac_constraint_generation\checkpoints\state.txt","written_terminal","converged","zero_pv|zero|20260721|LOCALLY_SOLVED|true|true|640.2441228027869|0.1100001335144043;uniform_small|small_feasible|20260721|LOCALLY_SOLVED|true|true|644.0813216969973|0.03299999237060547;uniform_medium|medium_feasible|20260721|LOCALLY_SOLVED|true|true|644.0813216969973|0.10099983215332031;uniform_near_boundary|scaled_feasible|20260721|LOCALLY_SOLVED|true|true|644.0813216969973|0.24200010299682617;prior_socp_pattern_scaled|scaled_feasible|20260721|LOCALLY_SOLVED|true|true|641.0264296186008|0.12599992752075195;tilt_bus13_scaled|scaled_feasible|20260721|LOCALLY_SOLVED|true|true|644.0813216969973|0.015000104904174805;tilt_bus20_scaled|scaled_feasible|20260721|LOCALLY_SOLVED|true|true|644.0813216969973|0.21799993515014648;tilt_bus24_scaled|scaled_feasible|20260721|LOCALLY_SOLVED|true|true|644.0813216969973|0.13199996948242188;tilt_bus30_scaled|scaled_feasible|20260721|LOCALLY_SOLVED|true|true|640.2441228027868|0.07299995422363281;random_1_scaled|seeded_perturbation|20260721|LOCALLY_SOLVED|true|true|641.0264296186008|0.10599994659423828;random_2_scaled|seeded_perturbation|20260721|LOCALLY_SOLVED|true|true|644.0813216969973|0.16300010681152344;random_3_scaled|seeded_perturbation|20260721|LOCALLY_SOLVED|true|true|640.2441228027868|0.10699987411499023;random_4_scaled|seeded_perturbation|20260721|LOCALLY_SOLVED|true|true|640.2441228027869|0.06100010871887207"
