calibration_membership_id,timestamp,edge_id,t,p13_abs_kw_at_source_geometry,p30_abs_kw_at_source_geometry,source_kind,future_role,future_d_i_star_kw,ac_evaluated_in_preregistration
CAL_000001,2010-07-01 07:30:00,E0000,0,1845.63183594,614.6875,OUTER_VERTEX_ENDPOINT_A_ONCE_PER_EDGE,COMBINED_REPAIRED_GEOMETRY_VERIFICATION_ONLY,NOT_APPLICABLE_VERTEX_COMBINED_GEOMETRY,False
CAL_000002,2010-07-01 07:30:00,E0000,0.0532358352036928,1840.14414409491,632.113477914114,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000003,2010-07-01 07:30:00,E0000,0.106062020407658,1834.69868006412,649.405362847053,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000004,2010-07-01 07:30:00,E0000,0.158491220492837,1829.29413831793,666.567300463759,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000005,2010-07-01 07:30:00,E0000,0.210535790648615,1823.92924525047,683.603335056135,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000006,2010-07-01 07:30:00,E0000,0.262207789110234,1818.60275786669,700.517413712458,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000007,2010-07-01 07:30:00,E0000,0.313518989376474,1813.31346252296,717.313390316656,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000008,2010-07-01 07:30:00,E0000,0.364480891935062,1808.06017371833,733.995029386452,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000009,2010-07-01 07:30:00,E0000,0.415104735521731,1802.84173293394,750.566009758855,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000010,2010-07-01 07:30:00,E0000,0.465401507937447,1797.657007518,767.029928131017,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000011,2010-07-01 07:30:00,E0000,0.515381956446926,1792.50488961377,783.390302464043,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000012,2010-07-01 07:30:00,E0000,0.565056597780372,1787.38429512868,799.65057525691,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000013,2010-07-01 07:30:00,E0000,0.614435727759123,1782.29416274201,815.814116697285,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000014,2010-07-01 07:30:00,E0000,0.663529430564852,1777.23345294942,831.884227695663,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000015,2010-07-01 07:30:00,E0000,0.712347587670902,1772.20114714229,847.864142808909,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000016,2010-07-01 07:30:00,E0000,0.760899886453384,1767.19624672006,863.757033058977,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000017,2010-07-01 07:30:00,E0000,0.80919582849876,1762.21777223385,879.566008652276,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000018,2010-07-01 07:30:00,E0000,0.857244737623791,1757.26476255979,895.294121604883,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000019,2010-07-01 07:30:00,E0000,0.905055767622939,1752.33627410032,910.944368278544,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000020,2010-07-01 07:30:00,E0000,0.952637909757552,1747.43138001226,926.519691832151,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000021,2010-07-01 07:30:00,E0001,0,1742.54916946,942.022984593,OUTER_VERTEX_ENDPOINT_A_ONCE_PER_EDGE,COMBINED_REPAIRED_GEOMETRY_VERIFICATION_ONLY,NOT_APPLICABLE_VERTEX_COMBINED_GEOMETRY,False
CAL_000022,2010-07-01 07:30:00,E0001,0.0515326571721966,1737.79826587767,957.486292796876,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000023,2010-07-01 07:30:00,E0001,0.102852372442007,1733.06699385525,972.885703921759,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000024,2010-07-01 07:30:00,E0001,0.153968232099378,1728.35451570865,988.223944473703,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000025,2010-07-01 07:30:00,E0001,0.204889188525378,1723.6600060991,1003.50370077698,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000026,2010-07-01 07:30:00,E0001,0.255624066803037,1718.98265142373,1018.72762095777,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000027,2010-07-01 07:30:00,E0001,0.306181571146882,1714.32164922277,1033.89831687347,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000028,2010-07-01 07:30:00,E0001,0.356570291162077,1709.67620760253,1049.01836599088,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000029,2010-07-01 07:30:00,E0001,0.406798707943086,1705.04554467314,1064.09031321615,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000030,2010-07-01 07:30:00,E0001,0.456875200021409,1700.42888800026,1079.1166726796,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000031,2010-07-01 07:30:00,E0001,0.506808049171557,1695.82547406973,1094.09992947783,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000032,2010-07-01 07:30:00,E0001,0.556605446084106,1691.23454776465,1109.04254137608,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000033,2010-07-01 07:30:00,E0001,0.606275495914324,1686.65536185377,1123.94694047314,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000034,2010-07-01 07:30:00,E0001,0.655826223714615,1682.0871764907,1138.81553483151,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000035,2010-07-01 07:30:00,E0001,0.705265579758702,1677.52925872308,1153.65071007498,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000036,2010-07-01 07:30:00,E0001,0.754601444765246,1672.98088201093,1168.45483095607,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000037,2010-07-01 07:30:00,E0001,0.803841635028363,1668.44132575374,1183.23024289556,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000038,2010-07-01 07:30:00,E0001,0.852993907462263,1663.90987482533,1197.97927349623,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000039,2010-07-01 07:30:00,E0001,0.902065964567068,1659.3858191161,1212.70423403289,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000040,2010-07-01 07:30:00,E0001,0.951065459322664,1654.8684530818,1227.40742092093,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000041,2010-07-01 07:30:00,E0002,0,1650.3570753,1242.09111716,OUTER_VERTEX_ENDPOINT_A_ONCE_PER_EDGE,COMBINED_REPAIRED_GEOMETRY_VERIFICATION_ONLY,NOT_APPLICABLE_VERTEX_COMBINED_GEOMETRY,False
CAL_000042,2010-07-01 07:30:00,E0002,0.0499857033014101,1645.93160218053,1256.80095604585,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000043,2010-07-01 07:30:00,E0002,0.0999271650883693,1641.51004597369,1271.49777549801,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000044,2010-07-01 07:30:00,E0002,0.149832041480891,1637.09172884662,1286.18382856653,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000045,2010-07-01 07:30:00,E0002,0.199707966229581,1632.67597494688,1300.8613617186,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000046,2010-07-01 07:30:00,E0002,0.249562555414527,1628.26210998654,1315.53261622129,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000047,2010-07-01 07:30:00,E0002,0.299403412103579,1623.84946082966,1330.19982951241,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000048,2010-07-01 07:30:00,E0002,0.349238130993766,1619.43735508144,1344.86523656642,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000049,2010-07-01 07:30:00,E0002,0.399074303041858,1615.02512067821,1359.53107125708,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000050,2010-07-01 07:30:00,E0002,0.448919520090089,1610.61208547791,1374.19956771873,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000051,2010-07-01 07:30:00,E0002,0.498781379493028,1606.19757685043,1388.87296170787,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000052,2010-07-01 07:30:00,E0002,0.548667488751581,1601.78092126738,1403.5534919669,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000053,2010-07-01 07:30:00,E0002,0.598585470160159,1597.36144389062,1418.24340159164,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000054,2010-07-01 07:30:00,E0002,0.648542965473016,1592.93846815914,1432.9449394046,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000055,2010-07-01 07:30:00,E0002,0.698547640595875,1588.51131537368,1447.66036133556,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000056,2010-07-01 07:30:00,E0002,0.748607190308946,1584.07930427858,1462.39193181157,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000057,2010-07-01 07:30:00,E0002,0.798729343027574,1579.64175064032,1477.14192515781,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000058,2010-07-01 07:30:00,E0002,0.848921865606787,1575.19796682211,1491.91262701155,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000059,2010-07-01 07:30:00,E0002,0.899192568196147,1570.74726135409,1506.7063357508,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000060,2010-07-01 07:30:00,E0002,0.949549309151404,1566.2889384985,1521.52536393975,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000061,2010-07-01 07:30:00,E0003,0,1561.82229781,1536.37203979,OUTER_VERTEX_ENDPOINT_A_ONCE_PER_EDGE,COMBINED_REPAIRED_GEOMETRY_VERIFICATION_ONLY,NOT_APPLICABLE_VERTEX_COMBINED_GEOMETRY,False
CAL_000062,2010-07-01 07:30:00,E0003,0.0484607543857121,1557.42988338637,1551.31925817461,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000063,2010-07-01 07:30:00,E0003,0.0970342370362715,1553.02725143182,1566.30124642638,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000064,2010-07-01 07:30:00,E0003,0.145728266730177,1548.6136932633,1581.32041616667,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000065,2010-07-01 07:30:00,E0003,0.194550737912974,1544.18849333938,1596.37920235553,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000066,2010-07-01 07:30:00,E0003,0.243509625968995,1539.7509287825,1611.48006491776,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000067,2010-07-01 07:30:00,E0003,0.292612992593559,1535.30026889195,1626.6254903999,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000068,2010-07-01 07:30:00,E0003,0.341868991282722,1530.83577464635,1641.81799366344,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000069,2010-07-01 07:30:00,E0003,0.391285872948764,1526.35669819465,1657.06011961694,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000070,2010-07-01 07:30:00,E0003,0.440871991669877,1521.86228233499,1672.35444498939,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000071,2010-07-01 07:30:00,E0003,0.490635810582876,1517.35175998058,1687.7035801478,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000072,2010-07-01 07:30:00,E0003,0.540585907928074,1512.82435361182,1703.11017096165,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000073,2010-07-01 07:30:00,E0003,0.590730983255831,1508.27927471374,1718.57690071725,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000074,2010-07-01 07:30:00,E0003,0.641079863804709,1503.71572319789,1734.10649208504,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000075,2010-07-01 07:30:00,E0003,0.691641511061574,1499.13288680773,1749.70170914292,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000076,2010-07-01 07:30:00,E0003,0.742425027514418,1494.52994050659,1765.36535945916,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000077,2010-07-01 07:30:00,E0003,0.793439663609225,1489.90604584711,1781.10029623812,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000078,2010-07-01 07:30:00,E0003,0.844694824922649,1485.26035032106,1796.90942053265,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000079,2010-07-01 07:30:00,E0003,0.896200079562871,1480.59198668863,1812.79568352671,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000080,2010-07-01 07:30:00,E0003,0.947965165811602,1475.9000722857,1828.76208889257,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000081,2010-07-01 07:30:00,E0004,0,1471.18370831,1844.81169522,OUTER_VERTEX_ENDPOINT_A_ONCE_PER_EDGE,COMBINED_REPAIRED_GEOMETRY_VERIFICATION_ONLY,NOT_APPLICABLE_VERTEX_COMBINED_GEOMETRY,False
CAL_000082,2010-07-01 07:30:00,E0004,0.0468613408901867,1466.52201292104,1861.04595975923,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000083,2010-07-01 07:30:00,E0004,0.093990042033929,1461.83372093802,1877.3728464258,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000084,2010-07-01 07:30:00,E0004,0.1413956388284,1457.11788379402,1893.79565858572,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000085,2010-07-01 07:30:00,E0004,0.189087863892535,1452.37353330282,1910.3177679289,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000086,2010-07-01 07:30:00,E0004,0.237076655756456,1447.59968079447,1926.94261747946,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000087,2010-07-01 07:30:00,E0004,0.285372167862254,1442.79531621987,1943.6737247139,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000088,2010-07-01 07:30:00,E0004,0.333984777912905,1437.95940722082,1960.51468479982,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000089,2010-07-01 07:30:00,E0004,0.382925097588505,1433.09089816343,1977.46917396201,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000090,2010-07-01 07:30:00,E0004,0.432203982650041,1428.18870913297,1994.54095298263,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000091,2010-07-01 07:30:00,E0004,0.481832543452142,1423.25173488817,2011.73387084323,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000092,2010-07-01 07:30:00,E0004,0.531822155887395,1418.27884377242,2029.05186851618,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000093,2010-07-01 07:30:00,E0004,0.582184472786216,1413.26887657975,2046.49898291394,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000094,2010-07-01 07:30:00,E0004,0.632931435797629,1408.22064537296,2064.079351005,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000095,2010-07-01 07:30:00,E0004,0.684075287777797,1403.13293225122,2081.79721410556,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000096,2010-07-01 07:30:00,E0004,0.735628585714832,1398.00448806432,2099.6569223572,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000097,2010-07-01 07:30:00,E0004,0.787604214220056,1392.8340310706,2117.66293940063,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000098,2010-07-01 07:30:00,E0004,0.840015399617807,1387.62024553529,2135.81984725684,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000099,2010-07-01 07:30:00,E0004,0.892875724667823,1382.36178026598,2154.13235142745,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000100,2010-07-01 07:30:00,E0004,0.946199143956392,1377.0572470815,2172.60528622663,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000101,2010-07-01 07:30:00,E0004,0.999999999994715,1371.70521921053,2191.24362035817,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000102,2010-07-01 07:30:00,E0005,0,1371.70521921,2191.24362036,OUTER_VERTEX_ENDPOINT_A_ONCE_PER_EDGE,COMBINED_REPAIRED_GEOMETRY_VERIFICATION_ONLY,NOT_APPLICABLE_VERTEX_COMBINED_GEOMETRY,False
CAL_000103,2010-07-01 07:30:00,E0005,0.0981864919987177,1363.72088052269,2205.54386500256,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000104,2010-07-01 07:30:00,E0005,0.196729345733817,1355.7075631771,2219.89601148934,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000105,2010-07-01 07:30:00,E0005,0.295645597625188,1347.663881804,2234.30254106767,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000106,2010-07-01 07:30:00,E0005,0.39495252765592,1339.58843122803,2248.76597045834,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000107,2010-07-01 07:30:00,E0005,0.494667672080702,1331.47978543435,2263.28885370649,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
CAL_000108,2010-07-01 07:30:00,E0005,0.594808836509739,1323.33649650461,2277.87378408719,COMMITTED_ANGULAR_INTERIOR,D_I_STAR_SEARCH_AND_FINAL_REPAIRED_GEOMETRY_VERIFY,FUTURE_AC_ONLY,False
