timestamp,polygon_vertex_count,kernel_empty,kernel_vertex_count,kernel_area_kw2,production_center_location_in_kernel,production_center_in_polygon_kernel,nearest_kernel_boundary_distance_kw,signed_distance_to_kernel_boundary_kw,minimum_center_signed_polygon_edge_halfplane_distance_kw,center_satisfies_every_ccw_edge_left_halfplane,every_radial_segment_center_to_every_polygon_boundary_point_inside,visibility_verification_basis,kernel_method,halfplane_tolerance_kw,polygon_boundary_tolerance_kw,center_p13_abs_kw,center_p30_abs_kw,s13_positive_kw,s13_negative_kw,s30_positive_kw,s30_negative_kw,coordinate_semantics,units
2011-02-05 18:00:00,54,false,28,15357433.3434147,INSIDE,true,834.388441152824,834.388441152824,834.388441152824,true,true,CENTER_IN_INTERSECTION_OF_ALL_CCW_POLYGON_EDGE_LEFT_HALFPLANES;POLYGON_KERNEL_THEOREM,DETERMINISTIC_SUTHERLAND_HODGMAN_INTERSECTION_OF_NORMALIZED_CCW_EDGE_HALFPLANES,1e-09,1e-08,1366.015625,1887.34375,1613.515625,1613.515625,2336.09375,2336.09375,ABSOLUTE_PHYSICAL_PCC_KERNEL;CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_ORDER,kW coordinates and distance; kW^2 area
2011-02-06 00:00:00,51,false,30,15164601.6073522,INSIDE,true,1245.81552875194,1245.81552875194,1245.81552875194,true,true,CENTER_IN_INTERSECTION_OF_ALL_CCW_POLYGON_EDGE_LEFT_HALFPLANES;POLYGON_KERNEL_THEOREM,DETERMINISTIC_SUTHERLAND_HODGMAN_INTERSECTION_OF_NORMALIZED_CCW_EDGE_HALFPLANES,1e-09,1e-08,461.953125,628.59375,1595.234375,1595.234375,2295.15625,2295.15625,ABSOLUTE_PHYSICAL_PCC_KERNEL;CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_ORDER,kW coordinates and distance; kW^2 area
2011-03-04 18:00:00,53,false,32,15325726.110612,INSIDE,true,1353.14999394906,1353.14999394906,1353.14999394906,true,true,CENTER_IN_INTERSECTION_OF_ALL_CCW_POLYGON_EDGE_LEFT_HALFPLANES;POLYGON_KERNEL_THEOREM,DETERMINISTIC_SUTHERLAND_HODGMAN_INTERSECTION_OF_NORMALIZED_CCW_EDGE_HALFPLANES,1e-09,1e-08,140.703125,181.09375,1588.671875,1588.671875,2280.46875,2280.46875,ABSOLUTE_PHYSICAL_PCC_KERNEL;CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_ORDER,kW coordinates and distance; kW^2 area
2011-03-08 11:30:00,53,false,32,15184292.2166488,INSIDE,true,1419.78203343688,1419.78203343688,1419.78203343688,true,true,CENTER_IN_INTERSECTION_OF_ALL_CCW_POLYGON_EDGE_LEFT_HALFPLANES;POLYGON_KERNEL_THEOREM,DETERMINISTIC_SUTHERLAND_HODGMAN_INTERSECTION_OF_NORMALIZED_CCW_EDGE_HALFPLANES,1e-09,1e-08,-74.53125,-118.75,1584.21875,1584.21875,2270.625,2270.625,ABSOLUTE_PHYSICAL_PCC_KERNEL;CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_ORDER,kW coordinates and distance; kW^2 area
2011-03-08 12:30:00,53,false,32,15202771.5833648,INSIDE,true,1411.85801623576,1411.85801623576,1411.85801623576,true,true,CENTER_IN_INTERSECTION_OF_ALL_CCW_POLYGON_EDGE_LEFT_HALFPLANES;POLYGON_KERNEL_THEOREM,DETERMINISTIC_SUTHERLAND_HODGMAN_INTERSECTION_OF_NORMALIZED_CCW_EDGE_HALFPLANES,1e-09,1e-08,-47.03125,-80.390625,1584.84375,1584.84375,2271.953125,2271.953125,ABSOLUTE_PHYSICAL_PCC_KERNEL;CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_ORDER,kW coordinates and distance; kW^2 area
2011-05-11 17:30:00,53,false,30,15273944.2240255,INSIDE,true,1126.85820373754,1126.85820373754,1126.85820373754,true,true,CENTER_IN_INTERSECTION_OF_ALL_CCW_POLYGON_EDGE_LEFT_HALFPLANES;POLYGON_KERNEL_THEOREM,DETERMINISTIC_SUTHERLAND_HODGMAN_INTERSECTION_OF_NORMALIZED_CCW_EDGE_HALFPLANES,1e-09,1e-08,638.359375,874.0625,1598.828125,1598.828125,2303.125,2303.125,ABSOLUTE_PHYSICAL_PCC_KERNEL;CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_ORDER,kW coordinates and distance; kW^2 area
2011-05-11 18:00:00,53,false,30,15284899.5745221,INSIDE,true,1123.65130525534,1123.65130525534,1123.65130525534,true,true,CENTER_IN_INTERSECTION_OF_ALL_CCW_POLYGON_EDGE_LEFT_HALFPLANES;POLYGON_KERNEL_THEOREM,DETERMINISTIC_SUTHERLAND_HODGMAN_INTERSECTION_OF_NORMALIZED_CCW_EDGE_HALFPLANES,1e-09,1e-08,649.453125,889.765625,1598.984375,1598.984375,2303.671875,2303.671875,ABSOLUTE_PHYSICAL_PCC_KERNEL;CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_ORDER,kW coordinates and distance; kW^2 area
2011-05-16 07:30:00,53,false,30,15446491.3598596,INSIDE,true,1299.99077493932,1299.99077493932,1299.99077493932,true,true,CENTER_IN_INTERSECTION_OF_ALL_CCW_POLYGON_EDGE_LEFT_HALFPLANES;POLYGON_KERNEL_THEOREM,DETERMINISTIC_SUTHERLAND_HODGMAN_INTERSECTION_OF_NORMALIZED_CCW_EDGE_HALFPLANES,1e-09,1e-08,302.109375,405.859375,1591.953125,1591.953125,2287.890625,2287.890625,ABSOLUTE_PHYSICAL_PCC_KERNEL;CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_ORDER,kW coordinates and distance; kW^2 area
2011-09-11 00:00:00,53,false,32,15224240.4915702,INSIDE,true,1403.82934404374,1403.82934404374,1403.82934404374,true,true,CENTER_IN_INTERSECTION_OF_ALL_CCW_POLYGON_EDGE_LEFT_HALFPLANES;POLYGON_KERNEL_THEOREM,DETERMINISTIC_SUTHERLAND_HODGMAN_INTERSECTION_OF_NORMALIZED_CCW_EDGE_HALFPLANES,1e-09,1e-08,-21.25,-44.609375,1585.3125,1585.3125,2273.046875,2273.046875,ABSOLUTE_PHYSICAL_PCC_KERNEL;CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_ORDER,kW coordinates and distance; kW^2 area
2011-09-30 05:30:00,52,false,32,15201805.9260818,INSIDE,true,1480.91968466219,1480.91968466219,1480.91968466219,true,true,CENTER_IN_INTERSECTION_OF_ALL_CCW_POLYGON_EDGE_LEFT_HALFPLANES;POLYGON_KERNEL_THEOREM,DETERMINISTIC_SUTHERLAND_HODGMAN_INTERSECTION_OF_NORMALIZED_CCW_EDGE_HALFPLANES,1e-09,1e-08,-103.28125,-158.75,1583.59375,1583.59375,2269.375,2269.375,ABSOLUTE_PHYSICAL_PCC_KERNEL;CENTERED_SIGN_NORMALIZED_PRODUCTION_RAY_ORDER,kW coordinates and distance; kW^2 area
