timestamp,level,normalized_angle_deg,physical_displacement_angle_deg,quadrant,sector_30deg,p13_guard_endpoint_kw,p30_guard_endpoint_kw,displacement_p13_kw,displacement_p30_kw,displacement_norm_kw,s13_relevant_kw,s30_relevant_kw,maximum_component_to_20mw_axis_guard_ratio,adaptive_trigger,downstream_semantic_class
2010-12-21 12:00:00,ADAPTIVE,135.0,124.90012181270163,Q2,120-150,-2302.86447332,3110.78255354,-2240.75509832,3212.03255354,3916.3933070680946,1584.453125,2271.25,0.160601627677,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2011-02-05 17:30:00,ADAPTIVE,145.0,134.61864650225516,Q2,120-150,-1325.51534283,4495.29301667,-2641.76534283,2677.16801667,3761.137157304754,1612.5,2333.75,0.13385840083349998,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2011-01-21 18:00:00,ADAPTIVE,135.0,124.83722048177981,Q2,120-150,-1976.369552,3600.56269871,-2250.588302,3233.68769871,3939.7822069103795,1591.40625,2286.5625,0.1616843849355,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE;NORMALIZED_RADIUS_DIFFERENCE_GT_10_PERCENT,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2011-02-05 18:00:00,ADAPTIVE,145.0,134.60792932069248,Q2,120-150,-1277.41362042,4567.20040621,-2643.42924542,2679.8566562100004,3764.2196898394222,1613.515625,2336.09375,0.13399283281050003,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2013-04-17 05:30:00,ADAPTIVE,135.0,124.92183245934869,Q2,120-150,-2409.42602072,2950.55412529,-2237.55102072,3204.85100029,3908.670426677712,1582.1875,2266.171875,0.1602425500145,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2013-04-17 05:30:00,ADAPTIVE,325.0,314.916774521329,Q4,300-330,2420.22925015,-2853.94245144,2592.10425015,-2599.64557644,3671.125381507659,1582.1875,2266.171875,0.129982278822,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE;UNRESOLVED_NONCONVERGED_REENTRY_OR_GUARD_LIMITED_ENDPOINT,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2013-04-07 02:00:00,ADAPTIVE,135.0,124.87641090478654,Q2,120-150,-2181.11986766,3293.45736526,-2244.40111766,3220.09799026,3925.094577692358,1587.03125,2276.953125,0.161004899513,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2011-03-08 11:30:00,ADAPTIVE,135.0,124.90354403368391,Q2,120-150,-2314.95489202,3092.39867006,-2240.42364202,3211.14867006,3915.4787545012,1584.21875,2270.625,0.160557433503,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2011-05-16 07:30:00,ADAPTIVE,135.0,124.83085161619573,Q2,120-150,-1949.25232504,3641.4253261,-2251.36170004,3235.5659511,3941.765661264587,1591.953125,2287.890625,0.161778297555,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE;NORMALIZED_RADIUS_DIFFERENCE_GT_10_PERCENT,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2011-03-08 12:30:00,ADAPTIVE,135.0,124.89842741440692,Q2,120-150,-2288.33877549,3132.63629745,-2241.30752549,3213.02692245,3917.524910987373,1584.84375,2271.953125,0.16065134612249998,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2011-05-11 17:30:00,ADAPTIVE,315.0,304.76836041770287,Q4,300-330,2899.44379328,-2383.04811084,2261.08441828,-3257.11061084,3965.005961891498,1598.828125,2303.125,0.162855530542,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
2011-03-04 18:00:00,ADAPTIVE,135.0,124.8627158459876,Q2,120-150,-2106.01818679,3406.16358482,-2246.72131179,3225.06983482,3930.5002343616875,1588.671875,2280.46875,0.16125349174099998,BOUNDARY_MECHANISM_CHANGE;BINDING_BUS_CHANGE,CERTIFIED_FEASIBLE_GUARD_TRUNCATION
