voltage_statistic,exact_minimum_positive,count_at_exact_minimum_positive,positive_population_size,requested_percentile_label,quantile_probability_actually_used,zero_based_fractional_index,zero_based_lower_index,zero_based_upper_index,one_based_lower_rank,one_based_upper_rank,interpolation_weight_on_upper,lower_rank_value,upper_rank_value,reported_quantile_value,quantile_interpolation_method,classification,label_implementation_check
Delta_Vmax,2.2632000007405395e-07,435,41300246,0.001%,1e-05,413.00245,413,414,414,415,0.0024500000000102773,2.2632000007405395e-07,2.2632000007405395e-07,2.2632000007405395e-07,Hyndman-Fan type 7 linear interpolation (NumPy default linear method),PERCENTILE_RESULT_VALID_DUE_TO_TIES,CONSISTENT: 0.001% = probability 0.00001; probability 0.001 would be 0.1%
Delta_Vmin,4.439800005417993e-08,71,50499312,0.001%,1e-05,504.99311000000006,504,505,505,506,0.9931100000000583,1.3606430000479008e-06,1.3606430000479008e-06,1.3606430000479008e-06,Hyndman-Fan type 7 linear interpolation (NumPy default linear method),PERCENTILE_RESULT_VALID_AT_REQUESTED_RANK,CONSISTENT: 0.001% = probability 0.00001; probability 0.001 would be 0.1%
