timestamp,delta_r_0,delta_r_90,delta_r_180,delta_r_270,R13,R30,absolute_R13,absolute_R30,relative_R13,relative_R30,binding_mechanism_0,binding_bus_0,binding_mechanism_90,binding_bus_90,binding_mechanism_180,binding_bus_180,binding_mechanism_270,binding_bus_270
2011-02-05 18:00:00,-0.38828125,-0.27558593750000004,0.33125000000000004,0.2408203124999999,-0.05703124999999998,-0.03476562500000013,0.05703124999999998,0.03476562500000013,0.15852334419109657,0.13464447806354063,BINDING_VMAX,13,BINDING_VMAX,30,BINDING_VMIN,18,BINDING_VMIN,33
2011-02-06 00:00:00,-0.12910156250000004,-0.09355468749999996,0.10996093749999991,0.08183593749999996,-0.019140625000000133,-0.01171875,0.019140625000000133,0.01171875,0.16013071895424952,0.13363028953229406,BINDING_VMAX,13,BINDING_VMAX,30,BINDING_VMIN,18,BINDING_VMIN,33
2011-03-04 18:00:00,-0.03720703125000002,-0.028515625000000044,0.03164062500000009,0.02499999999999991,-0.005566406249999933,-0.0035156250000001332,0.005566406249999933,0.0035156250000001332,0.16170212765957226,0.1313868613138737,BINDING_VMAX,13,BINDING_VMAX,30,BINDING_VMIN,18,BINDING_VMIN,33
2011-03-08 11:30:00,0.02431640625000009,0.015039062500000089,-0.020703125000000044,-0.01318359375,0.0036132812500000444,0.0018554687500000888,0.0036132812500000444,0.0018554687500000888,0.16052060737527266,0.13148788927336227,BINDING_VMAX,13,BINDING_VMAX,30,BINDING_VMIN,18,BINDING_VMIN,33
2011-03-08 12:30:00,0.016406249999999956,0.009570312499999956,-0.014062499999999978,-0.008398437500000022,0.002343749999999978,0.0011718749999999334,0.002343749999999978,0.0011718749999999334,0.15384615384615272,0.1304347826086884,BINDING_VMAX,13,BINDING_VMAX,30,BINDING_VMIN,18,BINDING_VMIN,33
2011-05-11 17:30:00,-0.1796875,-0.12910156250000004,0.15302734375000004,0.11289062499999991,-0.026660156249999956,-0.016210937500000133,0.026660156249999956,0.016210937500000133,0.16025829175227443,0.13397901533494866,BINDING_VMAX,13,BINDING_VMAX,30,BINDING_VMIN,18,BINDING_VMIN,33
2011-05-11 18:00:00,-0.18271484375000002,-0.13134765625,0.15576171875,0.11494140625000004,-0.026953125000000022,-0.016406249999999956,0.026953125000000022,0.016406249999999956,0.15926139642238904,0.13322759714512253,BINDING_VMAX,13,BINDING_VMAX,30,BINDING_VMIN,18,BINDING_VMIN,33
2011-05-16 07:30:00,-0.08339843749999998,-0.061230468750000044,0.07099609375000004,0.053515624999999956,-0.012402343749999933,-0.007714843750000089,0.012402343749999933,0.007714843750000089,0.16065781151170058,0.13446808510638453,BINDING_VMAX,13,BINDING_VMAX,30,BINDING_VMIN,18,BINDING_VMIN,33
2011-09-11 00:00:00,0.009179687500000089,0.004296875000000089,-0.0078125,-0.003808593749999978,0.0013671875000000888,0.000488281250000111,0.0013671875000000888,0.000488281250000111,0.16091954022989466,0.12048192771086978,BINDING_VMAX,13,BINDING_VMAX,30,BINDING_VMIN,18,BINDING_VMIN,33
2011-09-30 05:30:00,0.03261718750000009,0.02089843750000009,-0.027734374999999978,-0.018457031249999978,0.004882812500000111,0.002441406250000111,0.004882812500000111,0.002441406250000111,0.16181229773463132,0.12406947890819402,BINDING_VMAX,13,BINDING_VMAX,30,BINDING_VMIN,18,BINDING_VMIN,33
