rank,date,complete_48_intervals,stress_index,critical_slot,critical_time,daily_pv_energy_index,daily_load_energy_index,max_pv_profile,min_load_multiplier_during_active_pv
267,2012-02-22,True,4.142488166858172,22,2012-02-22 11:00:00,4.971271823691811,4.626199527504289,0.7037346913747295,0.16041349371005076
268,2010-12-14,True,4.142139934189182,27,2010-12-14 13:30:00,5.993759066418252,5.120203389017474,0.8205000660168862,0.18324199215705092
269,2012-02-15,True,4.140239827884154,29,2012-02-15 14:30:00,5.644404399589873,4.774119467063214,0.779171641191798,0.17137443486394766
270,2010-09-10,True,4.138772060737475,23,2010-09-10 11:30:00,4.137675840239128,5.750963579454834,0.8103430501977106,0.17607780589300506
271,2010-09-15,True,4.136745034679157,27,2010-09-15 13:30:00,4.400878507415834,5.378048136999775,0.7237231564721645,0.16314773286003825
272,2010-09-18,True,4.135028192925386,22,2010-09-18 11:00:00,6.210804350757783,5.614728914579015,0.9048639396051434,0.18347704078573412
273,2013-03-22,True,4.133766603918508,23,2013-03-22 11:30:00,3.9998369436596932,5.19289817357622,0.7504608946285304,0.17112739395829094
274,2011-03-23,True,4.125090401327945,23,2011-03-23 11:30:00,5.452560974668617,5.598732416323889,0.8200971669473469,0.182481681796923
275,2013-02-15,True,4.11653202246298,28,2013-02-15 14:00:00,4.591708133069153,4.504156523199062,0.6781982434263905,0.16474990106371495
276,2012-05-04,True,4.11332629074593,23,2012-05-04 11:30:00,4.230284071152052,5.009748521951865,0.6898342104357069,0.15301905572811111
277,2012-03-26,True,4.106703773843305,29,2012-03-26 14:30:00,4.412880242854077,4.743534363869669,0.6814448148742012,0.1659347380287094
278,2013-02-21,True,4.101728372407182,28,2013-02-21 14:00:00,5.248300910124538,4.7772482521256325,0.7337572077580823,0.16419585786753316
279,2011-11-27,True,4.099076900925163,23,2011-11-27 11:30:00,6.629574670201858,5.2622938827395185,0.9283685597866153,0.15448451197428878
280,2011-02-09,True,4.094901459269877,27,2011-02-09 13:30:00,5.66228961310993,4.779340904457531,0.7525677247449951,0.17167664024368307
281,2011-04-04,True,4.094050584947647,25,2011-04-04 12:30:00,4.604645145448706,4.915326129972299,0.7395381192625877,0.16437814047753244
282,2011-12-17,True,4.085272846418967,27,2011-12-17 13:30:00,6.358468292085269,4.796437094511138,0.8392380216787536,0.16225071054241058
283,2013-04-08,True,4.073468071952372,21,2013-04-08 10:30:00,4.41575050834182,4.65596675740823,0.6905262844075208,0.1548298895511291
284,2010-09-26,True,4.07203275919292,23,2010-09-26 11:30:00,6.09547978529428,5.003183949536501,0.8819229811724153,0.16944127981579873
285,2011-04-12,True,4.065521870708026,22,2011-04-12 11:00:00,5.077948051277694,4.830350054564862,0.7991631921813561,0.17954837084917316
286,2012-04-24,True,4.065453054980181,21,2012-04-24 10:30:00,3.8947093160862565,4.783619748881722,0.668398373877898,0.15727151714295998
287,2012-10-13,True,4.058268772589194,29,2012-10-13 14:30:00,6.387695901023861,5.210032738916141,0.8486176953357577,0.19203472963411575
288,2012-02-12,True,4.05800659339942,27,2012-02-12 13:30:00,5.984315074740877,5.1733063906844015,0.9031980904800018,0.18321560914770899
289,2012-04-07,True,4.055908827205378,24,2012-04-07 12:00:00,4.860652379808414,4.657781188914341,0.8155301440750616,0.16489140993200385
290,2011-02-08,True,4.047251702494863,28,2011-02-08 14:00:00,4.74738369438051,4.715801024140456,0.6755075108531158,0.16526317051818631
291,2011-03-16,True,4.046955137224388,26,2011-03-16 13:00:00,5.409721125859677,5.107988055692137,0.8308228500143225,0.17631045606629347
292,2012-05-17,True,4.044480730638384,22,2012-05-17 11:00:00,3.824688839714884,5.770640507513163,0.6691215461354273,0.15636250254835887
293,2013-05-15,True,4.043027281903489,22,2013-05-15 11:00:00,4.181135185798156,5.330483168839269,0.7124320337608038,0.16240661014306795
294,2010-10-12,True,4.042671193532635,29,2010-10-12 14:30:00,4.652610642868925,4.805234628898991,0.7279499666677995,0.17030712221329466
295,2010-12-15,True,4.042139748324287,23,2010-12-15 11:30:00,6.5725291987851,5.658943240553086,0.9267633109012763,0.18452756424862385
