root_voltage_pu,timestamp,load_multiplier,operational_solver_status,diagnostic_solver_status,primal_available,failure_reason
1,2011-01-15 14:00:00,0.280177965390289,ALMOST_OPTIMAL,not_run,true,voltage_drop_tolerance_exceeded
1,2011-01-15 23:00:00,0.278036144722799,ALMOST_OPTIMAL,not_run,true,voltage_drop_tolerance_exceeded
1,2011-01-16 22:30:00,0.306793624905561,ALMOST_OPTIMAL,not_run,true,voltage_drop_tolerance_exceeded
1,2011-01-20 13:30:00,0.260604170913932,ALMOST_OPTIMAL,not_run,true,voltage_drop_tolerance_exceeded
1,2011-01-22 15:00:00,0.309052969887393,ALMOST_OPTIMAL,not_run,true,voltage_drop_tolerance_exceeded
1,2011-01-22 21:30:00,0.296914387134686,ALMOST_OPTIMAL,not_run,true,voltage_drop_tolerance_exceeded
1,2011-01-26 12:30:00,0.599239689639872,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-01-26 15:00:00,0.596443090649622,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-01-26 15:30:00,0.626255891206064,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-01-26 16:00:00,0.64369266192572,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-01-26 16:30:00,0.687071126194731,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-01-26 17:00:00,0.700365764447696,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-01-26 17:30:00,0.711257150395146,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-01-26 18:00:00,0.704200894623863,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-01-26 18:30:00,0.72149135956444,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-01-26 19:00:00,0.665664911796803,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-01-26 19:30:00,0.641337378728099,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-01-26 20:00:00,0.631158334032883,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-01-26 20:30:00,0.606300742321945,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-01-29 17:00:00,0.270409056567571,ALMOST_OPTIMAL,not_run,true,voltage_drop_tolerance_exceeded
1,2011-01-30 20:30:00,0.4468850060561,ALMOST_OPTIMAL,not_run,true,voltage_drop_tolerance_exceeded
1,2011-01-30 22:30:00,0.301493038483217,ALMOST_OPTIMAL,not_run,true,voltage_drop_tolerance_exceeded
1,2011-01-31 16:00:00,0.606794824133259,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-01-31 16:30:00,0.62357441807476,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-01-31 17:00:00,0.650101334740427,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-01-31 17:30:00,0.692223008382602,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-01-31 18:00:00,0.682089534339886,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-01-31 18:30:00,0.660134073656565,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-01-31 19:00:00,0.655421108805929,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-01-31 19:30:00,0.595133534004101,NUMERICAL_ERROR,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-01 13:30:00,0.597779030304484,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-01 14:30:00,0.608077997769437,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-01 15:00:00,0.652240756952523,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-01 15:30:00,0.701022941225851,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-01 16:00:00,0.745324810821831,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-01 16:30:00,0.771894899684603,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-01 17:00:00,0.84264693537362,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-01 17:30:00,0.898389437202441,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-01 18:00:00,0.915121062036049,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-01 18:30:00,0.919723697938528,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-01 19:00:00,0.903395013611234,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
1,2011-02-01 19:30:00,0.859649585666832,INFEASIBLE,OPTIMAL,true,operational_voltage_model_infeasible;diagnostic_solution_recorded
