timestamp,edge_id,boundary_class,guard_relation,margin_channel,interior_sample_count,fit_sufficient,endpoint_a_margin,endpoint_b_margin,s_e_pu,abs_s_e_pu,chord_rmse_pu,model_rmse_pu,model_max_abs_residual_pu,sse_improvement_fraction,model_r2,edge_length_squared_kw2,angular_span_deg,mean_abs_endpoint_turn_deg,max_abs_endpoint_turn_deg,topology_normal_margin_sensitivity_pu_per_kw,interpretation
2010-07-01 07:30:00,E0000,VMAX13,NONE,VMAX_MARGIN,19,True,9.21831000000317e-06,5.36255000005426e-06,-5.21729981755869e-05,5.21729981755869e-05,9.77734230296448e-06,2.64116046138915e-08,3.66358931708401e-08,0.999992702939713,0.999945832869676,117774.555602361,9.99999999999477,0.460427947428831,0.519794684342102,9.33182943330995e-05,DIAGNOSTIC_ASSOCIATION_NOT_MECHANISM_PROOF
2010-07-01 07:30:00,E0001,VMAX13,NONE,VMAX_MARGIN,19,True,5.36255000005426e-06,1.57538000000734e-06,-4.17626379801893e-05,4.17626379801893e-05,7.82811955776808e-06,1.85198216262636e-08,2.54347897361814e-08,0.999994402956284,0.999960553757584,98540.266407853,9.99999999982863,0.36799411238742,0.401061210515559,9.33247061053271e-05,DIAGNOSTIC_ASSOCIATION_NOT_MECHANISM_PROOF
2010-07-01 07:30:00,E0002,VMAX13,NONE,VMAX_MARGIN,19,True,1.57538000000734e-06,3.7187399999361e-06,-3.84508303452137e-05,3.84508303452137e-05,7.20771263945609e-06,1.60090617995992e-08,2.1773854959766e-08,0.999995066707853,0.999963026946411,94439.6682491677,10.0000000000817,0.35143268351202,0.36793835276476,9.33265567848523e-05,DIAGNOSTIC_ASSOCIATION_NOT_MECHANISM_PROOF
2010-07-01 07:30:00,E0003,VMAX13,NONE,VMAX_MARGIN,19,True,3.7187399999361e-06,2.03460000003375e-06,-4.04372501647008e-05,4.04372501647008e-05,7.57932281746482e-06,1.69401601778145e-08,2.31323407320057e-08,0.999995004554615,0.999961963600955,103350.374948327,9.9999999998957,0.361236842269704,0.36793835276476,9.33249138695161e-05,DIAGNOSTIC_ASSOCIATION_NOT_MECHANISM_PROOF
2010-07-01 07:30:00,E0004,VMAX13,NONE,VMAX_MARGIN,20,True,2.03460000003375e-06,2.70700999993601e-06,-4.87686757198587e-05,4.87686757198587e-05,8.9069871336219e-06,2.13790697015037e-08,3.02272241814021e-08,0.999994238760144,0.999966875484126,129911.048549825,10.0000000002481,6.75460885662756,13.1546823814805,9.33196899523556e-05,DIAGNOSTIC_ASSOCIATION_NOT_MECHANISM_PROOF
2010-07-01 07:30:00,E0005,CLASS_TRANSITION,NONE,VMAX_MARGIN,10,True,2.70700999993601e-06,9.09329000009507e-06,0.00318397816394764,0.00318397816394764,0.000600065669986683,0.000148621884502867,0.000260873227654686,0.938656582825082,0.764315286799484,27824.7222124016,4.9999999999785,25.6673194974504,38.1799566134204,7.2519957145449e-05,DIAGNOSTIC_ASSOCIATION_NOT_MECHANISM_PROOF
2010-07-01 07:30:00,E0005,CLASS_TRANSITION,NONE,VMIN_MARGIN,10,True,0.097847382255,0.097919124206,9.14518097701292e-05,9.14518097701292e-05,1.78270179834981e-05,6.24232623873743e-06,1.11399679823126e-05,0.877387282147299,0.818366502811986,27824.7222124016,4.9999999999785,25.6673194974504,38.1799566134204,NaN,DIAGNOSTIC_ASSOCIATION_NOT_MECHANISM_PROOF
2010-07-01 07:30:00,E0006,VMAX30,NONE,VMAX_MARGIN,9,True,9.09329000009507e-06,5.69839000008621e-06,-9.32730608642924e-06,9.32730608642924e-06,1.7951933079657e-06,2.46826774174123e-09,3.27378529768266e-09,0.999998109563502,0.999994177566659,18632.592318021,5.0000000001211,19.2626265190285,38.1799566134204,6.80243818848313e-05,DIAGNOSTIC_ASSOCIATION_NOT_MECHANISM_PROOF
2010-07-01 07:30:00,E0007,VMAX30,NONE,VMAX_MARGIN,19,True,5.69839000008621e-06,5.15018000002421e-06,-3.44157883554458e-05,3.44157883554458e-05,6.45102973508125e-06,1.73343647555262e-08,2.35884230301367e-08,0.99999277965791,0.999943170019644,66677.7024109288,9.999999999845,0.414473690468777,0.483650956300915,6.80274268880735e-05,DIAGNOSTIC_ASSOCIATION_NOT_MECHANISM_PROOF
2010-07-01 07:30:00,E0008,VMAX30,NONE,VMAX_MARGIN,19,True,5.15018000002421e-06,9.55492000009883e-06,-3.4471060498448e-05,3.4471060498448e-05,6.46169953142326e-06,1.77722501482964e-08,2.42619078507479e-08,0.999992435306857,0.999952730885489,64122.0019166355,10.0000000000025,0.566724146569215,0.649797336837515,6.80275379658232e-05,DIAGNOSTIC_ASSOCIATION_NOT_MECHANISM_PROOF
2010-07-01 07:30:00,E0009,VMAX30,NONE,VMAX_MARGIN,19,True,9.55492000009883e-06,5.19600000137288e-07,-3.94888096093697e-05,3.94888096093697e-05,7.40154096190242e-06,2.2191652218264e-08,3.05844386845067e-08,0.999991010511497,0.999963523482753,70446.5372976977,10.000000000004,0.578592892512516,0.649797336837515,6.8020056162599e-05,DIAGNOSTIC_ASSOCIATION_NOT_MECHANISM_PROOF
2010-07-01 07:30:00,E0010,VMAX30,NONE,VMAX_MARGIN,19,True,5.19600000137288e-07,8.44786999998348e-06,-5.2199116576382e-05,5.2199116576382e-05,9.78116752493386e-06,3.46588453463412e-08,4.82483084246669e-08,0.999987444130713,0.999924645405509,88712.540489044,9.9999999999859,0.571776298521932,0.636164148856348,6.80081312139784e-05,DIAGNOSTIC_ASSOCIATION_NOT_MECHANISM_PROOF
2010-07-01 07:30:00,E0011,VMAX30,NONE,VMAX_MARGIN,9,True,8.44786999998348e-06,4.52155999997039e-06,-1.78229251956185e-05,1.78229251956185e-05,3.42981966719471e-06,7.22257873315573e-09,9.72147308240567e-09,0.999995565527185,0.999976617537834,29090.7211273134,5.0000000000051,0.331659593036668,0.636164148856348,6.79856444231474e-05,DIAGNOSTIC_ASSOCIATION_NOT_MECHANISM_PROOF
2010-07-01 07:30:00,E0012,VMAX30,NONE,VMAX_MARGIN,2,False,4.52155999997039e-06,7.9784500000013e-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,903.994573314757,0.82819947742,0.268314241160558,0.509473445104127,6.79867755507388e-05,DIAGNOSTIC_ASSOCIATION_NOT_MECHANISM_PROOF
2010-07-01 07:30:00,E0013,VMAX30,NONE,VMAX_MARGIN,8,True,7.9784500000013e-06,3.28379000014145e-06,-1.67188381565589e-05,1.67188381565589e-05,3.11606490747235e-06,6.45337202009538e-09,8.75633508276775e-09,0.999995710956878,0.99998970994211,26340.1656159838,4.171800522585,0.466491426954363,0.509473445104127,6.79630095071623e-05,DIAGNOSTIC_ASSOCIATION_NOT_MECHANISM_PROOF
2010-07-01 07:30:00,E0014,VMAX30,NONE,VMAX_MARGIN,9,True,3.28379000014145e-06,3.17069000010939e-06,-3.27217736779768e-05,3.27217736779768e-05,6.29548439625198e-06,1.86023068669366e-08,2.5229742403044e-08,0.999991268772488,0.999906102487224,49721.1707690815,4.99999999999399,0.511224473606088,0.598939538407576,6.7939163367569e-05,DIAGNOSTIC_ASSOCIATION_NOT_MECHANISM_PROOF
2010-07-01 07:30:00,E0015,VMAX30,NONE,VMAX_MARGIN,9,True,3.17069000010939e-06,7.66837000010234e-06,-4.91962465519122e-05,4.91962465519122e-05,9.46322831505585e-06,3.50749844597536e-08,4.78120362971585e-08,0.999986262226932,0.99986344368249,71309.1645506838,5.00000000005501,0.727391772054014,0.855844005700453,6.78991030346383e-05,DIAGNOSTIC_ASSOCIATION_NOT_MECHANISM_PROOF
2010-07-01 07:30:00,E0016,VMAX30,NONE,VMAX_MARGIN,9,True,7.66837000010234e-06,6.20877000012676e-06,-8.17479083115862e-05,8.17479083115862e-05,1.57199878038713e-05,7.7092543521495e-08,1.0577825960338e-07,0.999975949708769,0.999748505888702,111666.130438412,4.999999999952,0.982985667824664,1.11012732994888,6.78289848861817e-05,DIAGNOSTIC_ASSOCIATION_NOT_MECHANISM_PROOF
