start_timestamp,end_timestamp,interval_count,unique_interval_count,missing_interval_count,reference_pv_bus,reference_pv_capacity_kW,reference_pv_formula,vpp_p13_formula,vpp_p30_formula,source_path,source_sha256,authoritative_points_path,authoritative_points_sha256
2012-10-15 00:00:00,2012-10-16 23:30:00,96,96,0,13,850,H_kW * canonical pv_factor,independent additive active injection at bus 13,independent additive active injection at bus 30,D:\CiroPVHC.jl\data_processed\ausgrid\ausgrid_halfhour_normalized.csv,504dfa1c4d037d7497caa330611b5bb45f9774a2b9a984443753c88cba3de500,D:\CiroPVHC.jl\results\dso_vpp_ac_map_pilot\stage0_benchmark_points.csv,1c7016d5d35220775433b71a956d6e5bae467960cdadd7ee93e166e7eb87215e
