timestamp,H_kW,pv_factor,actual_PV_kW,total_P_load_kW,total_Q_load_kvar,P_sub_kW,Q_sub_kvar,total_active_loss_kW,total_reactive_loss_kvar,V_bus13_pu,V_bus20_pu,V_max_pu,V_max_bus,power_flow_status,voltage_status,replay_status,maximum_residual,expected_PV_kW,delta_P_sub_kW,delta_P_loss_kW,balance_tolerance_kW,nonzero_assertion,balance_assertion,response_assertion,actual_pv_assertion
2012-10-15 12:30:00,850,0.928221145252,788.987973464,625.634031684,387.337354744,-145.12551513,400.342630287,18.2284266508,13.0052755435,1.02195982033,0.999279543332,1.02195982033,13,CONVERGED,WITHIN_LIMITS,PASSED,6.42777199916e-15,788.987973464,775.868715869,13.1192575953,0.1,true,true,true,true
2012-10-15 12:30:00,0,0.928221145252,0,625.634031684,387.337354744,630.743200739,390.73793719,5.10916905554,3.40058244629,0.987477556465,0.99883569269,1,1,CONVERGED,WITHIN_LIMITS,PASSED,3.99680288865e-15,788.987973464,775.868715869,13.1192575953,0.1,true,true,true,true
