timestamp,axis,axis_bus,point_index,search_phase,axis_injection_kW,reference_pv_kw,vpp_p13_kw,vpp_p30_kw,H_kW,pv_factor,P_sub_kW,Q_sub_kvar,active_loss_kW,reactive_loss_kvar,Vmin_pu,Vmin_bus,Vmax_pu,Vmax_bus,vmax_bus_set,upper_limit_near_binding_bus_set,power_flow_status,voltage_status,replay_status,maximum_residual,primary_replay_max_voltage_difference_pu,iterations,replay_iterations,warm_start_source,assembly_ms,primary_power_flow_ms,replay_ms,residual_audit_ms,classification_ms,bookkeeping_ms,total_evaluation_ms,allocated_bytes,gc_time_ms,axis_status,monotonic_Vmax_check,monotonic_status_check
2012-10-15 00:30:00,P13_VPP,13,2,doubling,58.046875,0.108869895429,58.046875,0,850,0.000128082229916,456.314899122,318.631984424,2.70084776608,1.78931110596,0.990043210487,33,1,1,1,,CONVERGED,WITHIN_LIMITS,PASSED,1.7763568394e-15,2.16493489802e-14,18,21,previous_doubling_point,0.0018,0.1307,0.131,0.0026,0.0004,0.0048,0.2713,139310,0,VALID_REFINED_BOUND,true,true
2012-10-15 00:30:00,P13_VPP,13,3,doubling,116.09375,0.108869895429,116.09375,0,850,0.000128082229916,397.875934635,318.375500379,2.30875827909,1.53282706012,0.990833155744,33,1,1,1,,CONVERGED,WITHIN_LIMITS,PASSED,1.44328993201e-15,1.27675647832e-14,18,21,previous_doubling_point,0.0026,0.1234,0.1273,0.0023,0.0003,0.0042,0.2601,139342,0,VALID_REFINED_BOUND,true,true
2012-10-15 00:30:00,P13_VPP,13,4,doubling,232.1875,0.108869895429,232.1875,0,850,0.000128082229916,281.910920274,318.507332089,2.43749391835,1.66465877109,0.992395898648,33,1.00020061104,13,13,,CONVERGED,WITHIN_LIMITS,PASSED,1.44328993201e-15,4.01900734914e-14,18,21,previous_doubling_point,0.0012,0.1236,0.1276,0.002,0.0004,0.0041,0.2589,139342,0,VALID_REFINED_BOUND,true,true
2012-10-15 00:30:00,P13_VPP,13,5,doubling,464.375,0.108869895429,464.375,0,850,0.000128082229916,53.5045838042,321.259816658,6.21865744846,4.41714333985,0.995455299811,33,1.01035467422,13,13,,CONVERGED,WITHIN_LIMITS,PASSED,3.99680288865e-15,4.4408920985e-14,19,21,previous_doubling_point,0.0012,0.1305,0.1317,0.0023,0.0003,0.0045,0.2705,142478,0,VALID_REFINED_BOUND,true,true
2012-10-15 00:30:00,P13_VPP,13,6,doubling,928.75,0.108869895429,928.75,0,850,0.000128082229916,-390.138369509,336.066739831,26.9507041356,19.224066513,0.999226692222,25,1.02993816385,13,13,,CONVERGED,WITHIN_LIMITS,PASSED,3.92876226645e-15,7.81597009336e-14,20,23,previous_doubling_point,0.0012,0.133,0.138,0.0022,0.0003,0.004,0.2787,149310,0,VALID_REFINED_BOUND,true,true
2012-10-15 00:30:00,P13_VPP,13,7,doubling,1857.5,0.108869895429,1857.5,0,850,0.000128082229916,-1230.87801507,398.557139787,114.961058576,81.714466469,0.999846847418,22,1.06658008782,13,13,,CONVERGED,UPPER_VOLTAGE_VIOLATION,PASSED,1.13863866149e-14,1.63868918435e-13,22,25,previous_doubling_point,0.0013,0.1444,0.1487,0.0024,0.0003,0.0043,0.3014,159294,0,VALID_REFINED_BOUND,true,true
2012-10-15 00:30:00,P13_VPP,13,8,refinement,1393.125,0.108869895429,1393.125,0,850,0.000128082229916,-817.75061498,362.196444878,63.7134586643,45.35377156,0.999619611781,22,1.04864863621,13,13,,CONVERGED,WITHIN_LIMITS,PASSED,7.54099120023e-15,7.61612994893e-14,21,24,nearest_bracket_endpoint,0.0013,0.1407,0.1692,0.003,0.0004,0.0051,0.3197,154302,0,VALID_REFINED_BOUND,true,true
2012-10-15 00:30:00,P13_VPP,13,9,refinement,1625.3125,0.108869895429,1625.3125,0,850,0.000128082229916,-1026.03922879,379.158440044,87.6123448506,62.3157667261,0.999734577542,22,1.05770653709,13,13,,CONVERGED,UPPER_VOLTAGE_VIOLATION,PASSED,1.60580817622e-14,1.94066984704e-13,20,24,nearest_bracket_endpoint,0.0014,0.1358,0.143,0.0025,0.0003,0.0043,0.2873,151182,0,VALID_REFINED_BOUND,true,true
2012-10-15 00:30:00,P13_VPP,13,10,refinement,1509.21875,0.108869895429,1509.21875,0,850,0.000128082229916,-922.336257376,370.365716103,75.2215662685,53.5230427844,0.999677439565,22,1.05320124358,13,13,,CONVERGED,UPPER_VOLTAGE_VIOLATION,PASSED,1.11377007208e-14,2.27817764653e-13,19,24,nearest_bracket_endpoint,0.0013,0.1275,0.1387,0.0024,0.0003,0.0039,0.2741,148014,0,VALID_REFINED_BOUND,true,true
2012-10-15 00:30:00,P13_VPP,13,11,refinement,1451.171875,0.108869895429,1451.171875,0,850,0.000128082229916,-870.155083293,366.202221399,69.3558653507,49.3595480806,0.999648612928,22,1.05093093383,13,13,,CONVERGED,UPPER_VOLTAGE_VIOLATION,PASSED,9.2562347891e-15,9.37028232784e-14,19,24,nearest_bracket_endpoint,0.0013,0.1293,0.1398,0.0023,0.0005,0.0045,0.2777,148014,0,VALID_REFINED_BOUND,true,true
