point_id,timestamp,P13_VPP_kW,P30_VPP_kW,old_actual_PV_kW,new_actual_PV_kW,old_power_flow_status,new_power_flow_status,old_voltage_status,new_voltage_status,old_Vmin_pu,new_Vmin_pu,old_Vmax_pu,new_Vmax_pu,delta_Vmin_pu,delta_Vmax_pu,old_P_sub_kW,new_P_sub_kW,delta_P_sub_kW,label_changed
486,2012-10-15 02:30:00,927.734375,-895.061728395,0,0.117515343839,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.973601133764,0.973602645923,1.01892361913,1.01892853066,1.51215895794e-06,4.9115270484e-06,464.231927705,464.119260683,-0.112667022285,false
487,2012-10-15 03:00:00,5427.734375,2104.9382716,0,0.108046552506,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.20717977079,1.20718288646,0,3.11567120437e-06,-5889.03024503,-5889.10409808,-0.073853054234,false
488,2012-10-15 03:30:00,-1884.765625,5104.9382716,0,0.0406058777559,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.960194389939,0.960196531816,1.10442358995,1.10442417829,2.1418767594e-06,5.88338664453e-07,-2202.46680567,-2202.51101994,-0.0442142692482,false
489,2012-10-15 04:00:00,2615.234375,104.938271605,0,0.0308159205619,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.09696296585,1.09696405828,0,1.0924276681e-06,-2051.54463895,-2051.57017492,-0.0255359656771,false
490,2012-10-15 04:30:00,365.234375,3104.9382716,0,0.0735546471349,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.08421953305,1.08422038105,0,8.48003684384e-07,-2785.685972,-2785.75318972,-0.0672177187043,false
491,2012-10-15 05:00:00,4865.234375,6104.9382716,0,0.0907251325859,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.22486959853,1.22487222592,0,2.62738517431e-06,-8526.6274593,-8526.68769403,-0.0602347271633,false
492,2012-10-15 05:30:00,-759.765625,-1561.72839506,0,0.139448963204,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.924403781297,0.924406133146,1,1,2.3518491572e-06,0,3007.60325463,3007.44221285,-0.161041776069,false
493,2012-10-15 06:00:00,3740.234375,1438.27160494,0,0.404118789212,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.14648696787,1.14650002609,0,1.30582154165e-05,-3961.69765578,-3962.00367132,-0.306015538175,false
494,2012-10-15 06:30:00,1490.234375,4438.27160494,0,17.1370893067,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.12264503717,1.12281597892,0,0.000170941750976,-4496.98729424,-4511.18002891,-14.1927346731,false
495,2012-10-15 07:00:00,5990.234375,-561.728395062,0,73.4284325548,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.18970171196,1.19180832505,0,0.00210661309363,-3587.72813345,-3638.98498468,-51.2568512283,false
496,2012-10-15 07:30:00,-2166.015625,2438.27160494,0,154.921217692,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.900294102865,0.909442544953,1.02189569954,1.02455373291,0.00914844208847,0.00265803336932,948.895812782,760.137115766,-188.758697016,false
497,2012-10-15 08:00:00,2333.984375,5438.27160494,0,260.723625401,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.15224179101,1.15456590231,0,0.00232411130218,-5859.61423842,-6059.81531885,-200.20108043,false
498,2012-10-15 08:30:00,83.984375,438.271604938,0,369.685308228,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.992872636155,0.99714691474,1,1.01064684209,0.00427427858455,0.0106468420922,251.241571542,-113.364989668,-364.60656121,false
499,2012-10-15 09:00:00,4583.984375,3438.27160494,0,473.008821065,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.19207031759,1.2060961715,0,0.0140258539121,-6220.89555108,-6548.1584654,-327.262914318,false
500,2012-10-15 09:30:00,-1041.015625,6438.27160494,0,562.686300169,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.14332680453,1.15008701191,0,0.00676020737531,-3949.46176353,-4484.69648031,-535.234716785,false
501,2012-10-15 10:00:00,3458.984375,-2413.58024691,0,638.055673016,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.946396688368,0.953163180386,1.09019924434,1.11178505538,0.00676649201836,0.0215858110446,5.79875282858,-518.881990952,-524.68074378,false
502,2012-10-15 10:30:00,1208.984375,586.419753086,0,702.674147045,CONVERGED,CONVERGED,WITHIN_LIMITS,UPPER_VOLTAGE_VIOLATION,0.999669237993,1,1.04714599528,1.07426236197,0.000330762007,0.02711636669,-1136.72662787,-1757.59358526,-620.866957392,true
503,2012-10-15 11:00:00,5708.984375,3586.41975309,0,749.768045624,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.22571140456,1.2463929291,0,0.0206815245385,-7077.69082422,-7564.36387199,-486.673047769,false
504,2012-10-15 11:30:00,-1603.515625,-1413.58024691,0,774.145995254,CONVERGED,CONVERGED,LOWER_VOLTAGE_VIOLATION,WITHIN_LIMITS,0.880137236038,0.923573398742,1,1,0.0434361627044,0,4033.79529696,3085.96390126,-947.831395704,true
505,2012-10-15 12:00:00,2896.484375,1586.41975309,0,787.945774995,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.11970245483,1.14594416622,0,0.0262417113894,-3420.88876464,-4031.85526079,-610.966496147,false
506,2012-10-15 12:30:00,646.484375,4586.41975309,0,788.987973464,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.120409422,1.12856542656,0,0.00815600455523,-4064.56958668,-4735.23709861,-670.667511928,false
507,2012-10-15 13:00:00,5146.484375,-413.580246914,0,777.713342817,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.17097534541,1.19381096891,0,0.0228356235004,-3385.66143497,-3938.82343872,-553.162003755,false
508,2012-10-15 13:30:00,-478.515625,2586.41975309,0,754.377532427,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.998117050747,1,1.05767208682,1.06708575344,0.001882949253,0.00941366662429,-1388.93114576,-2116.22065316,-727.289507396,false
509,2012-10-15 14:00:00,4021.484375,5586.41975309,0,723.045484185,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.19444939537,1.2160961174,0,0.0216467220337,-7510.91032205,-8006.69254833,-495.782226283,false
510,2012-10-15 14:30:00,1771.484375,-2080.24691358,0,674.631823484,CONVERGED,CONVERGED,WITHIN_LIMITS,UPPER_VOLTAGE_VIOLATION,0.940176954157,0.948409794692,1.03380236356,1.05970317922,0.00823284053459,0.0259008156573,1066.85614578,453.399067261,-613.457078519,true
511,2012-10-15 15:00:00,6271.484375,919.75308642,0,605.540928237,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.21779306504,1.23435805452,0,0.0165649894836,-5365.25078466,-5764.83251113,-399.581726467,false
512,2012-10-15 15:30:00,-2306.640625,3919.75308642,0,520.28352299,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.919150211364,0.948183506162,1.06554420159,1.07370359413,0.0290332947977,0.0081593925407,-553.269094769,-1151.24325823,-597.974163463,false
513,2012-10-15 16:00:00,2193.359375,-1080.24691358,0,418.406209072,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.977664578851,0.982361143172,1.0620141965,1.07745481679,0.00469656432126,0.0154406202947,-267.586816153,-630.988751789,-363.401935636,false
514,2012-10-15 16:30:00,-56.640625,1919.75308642,0,311.48080684,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.999313981025,0.999485308123,1.04140249056,1.04532425217,0.000171327098262,0.00392176160815,-1018.38748066,-1319.21062299,-300.823142334,false
515,2012-10-15 17:00:00,4443.359375,4919.75308642,0,203.861113496,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.19692019346,1.2030225926,0,0.00610239914259,-7032.73350224,-7173.16922939,-140.43572715,false
516,2012-10-15 17:30:00,-1181.640625,-80.2469135802,0,107.50254258,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.919683406217,0.925466703635,1,1,0.00578329741803,0,2301.11503385,2176.17584605,-124.939187802,false
517,2012-10-15 18:00:00,3318.359375,2919.75308642,0,39.1843813333,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.14069734357,1.14199070811,0,0.00129336453996,-4498.28634082,-4528.07808589,-29.7917450651,false
518,2012-10-15 18:30:00,1068.359375,5919.75308642,0,4.40527328039,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.14749511219,1.14753963636,0,4.45241658049e-05,-5006.19219854,-5009.88453278,-3.69233423992,false
519,2012-10-15 19:00:00,5568.359375,-1746.91358025,0,0.027611996874,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.981013603554,0.981013848839,1.15945847709,1.15945930483,2.45285146416e-07,8.27744650378e-07,-1914.47505279,-1914.49535115,-0.0202983558759,false
520,2012-10-15 19:30:00,-1744.140625,1253.08641975,0,0.220560815366,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.903312120595,0.903324897505,1,1,1.2776909724e-05,0,1796.17073772,1795.90287235,-0.267865374383,false
521,2012-10-15 20:00:00,2755.859375,4253.08641975,0,0.0800515875758,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.1344325444,1.13443526446,0,2.72005717483e-06,-5136.65119147,-5136.71284038,-0.0616489100375,false
522,2012-10-15 20:30:00,505.859375,-746.913580247,0,0.0804343907348,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.95994369271,0.95994480427,1,1,1.11156029914e-06,0,1330.70151995,1330.62059595,-0.080924003878,false
523,2012-10-15 21:00:00,5005.859375,2253.08641975,0,0.116830894336,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.18830403412,1.18830751187,0,3.47775027465e-06,-5249.07987506,-5249.16177762,-0.0819025550672,false
524,2012-10-15 21:30:00,-619.140625,5253.08641975,0,0.115886714153,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.11634513968,1.11634657161,0,1.4319314412e-06,-3139.88337548,-3139.99541538,-0.112039899683,false
525,2012-10-15 22:00:00,3880.859375,253.086419753,0,0.0471028181968,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.13532843472,1.13532996644,0,1.53171502526e-06,-2845.98869994,-2846.02498167,-0.0362817283562,false
526,2012-10-15 22:30:00,1630.859375,3253.08641975,0,0.0345149960925,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.09660720452,1.09660755548,0,3.50958490714e-07,-3737.33543725,-3737.36429674,-0.0288594869644,false
527,2012-10-15 23:00:00,6130.859375,6253.08641975,0,0.0603674049304,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.25879658,1.25879821372,0,1.63371750417e-06,-9287.95406165,-9287.99178298,-0.0377213349402,false
528,2012-10-15 23:30:00,-2025.390625,-2302.4691358,0,0.0759329914034,CONVERGED,CONVERGED,LOWER_VOLTAGE_VIOLATION,LOWER_VOLTAGE_VIOLATION,0.838089993486,0.838095111391,1,1,5.11790523627e-06,0,5631.26095684,5631.15129599,-0.109660851608,false
529,2012-10-16 00:00:00,2474.609375,697.530864198,0,0.127135707048,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.09764580326,1.09765033253,0,4.52927485939e-06,-2420.1304104,-2420.23553686,-0.10512646455,false
530,2012-10-16 00:30:00,224.609375,3697.5308642,0,0.173166086501,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.09683755973,1.09683955195,0,1.99222099817e-06,-3115.27228987,-3115.4306752,-0.158385327795,false
531,2012-10-16 01:00:00,4724.609375,-1302.4691358,0,0.0621269929665,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.14942540878,1.14942734144,0,1.93265759973e-06,-2328.62043046,-2328.6673287,-0.0468982430534,false
532,2012-10-16 01:30:00,-900.390625,1697.5308642,0,0.0763061264963,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.969933691099,0.969937432681,1.02950772702,1.02950881583,3.74158153404e-06,1.08880656602e-06,-262.523896391,-262.604598019,-0.0807016278241,false
533,2012-10-16 02:00:00,3599.609375,4697.5308642,0,0.171221451204,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.17534103084,1.17534644013,0,5.40929112836e-06,-6636.11814677,-6636.24187492,-0.123728150528,false
534,2012-10-16 02:30:00,1349.609375,-302.469135802,0,0.067057706694,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.997976583471,0.997977381894,1.04398393666,1.04398660016,7.98422609138e-07,2.66349571398e-06,-529.522894215,-529.584142365,-0.0612481496541,false
535,2012-10-16 03:00:00,5849.609375,2697.5308642,0,0.130943486399,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.22492316342,1.22492683307,0,3.66964810739e-06,-6665.9171621,-6666.00403074,-0.0868686382837,false
536,2012-10-16 03:30:00,-1462.890625,5697.5308642,0,0.0447895136458,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.987499944751,0.987502152536,1.12386588515,1.12386648376,2.2077854992e-06,5.98610110591e-07,-3106.9844442,-3107.0304515,-0.0460072966644,false
537,2012-10-16 04:00:00,3037.109375,-1969.13580247,0,0.0757029518073,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.962188449824,0.962189280393,1.08526520404,1.08526788045,8.30569225729e-07,2.67640875951e-06,-319.771805831,-319.835984752,-0.0641789207041,false
538,2012-10-16 04:30:00,787.109375,1030.86419753,0,0.0159962548735,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,1,1,1.03827337592,1.03827403178,0,6.55858581e-07,-1315.71485717,-1315.72962921,-0.0147720366303,false
539,2012-10-16 05:00:00,5287.109375,4030.86419753,0,0.0884422214863,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.2204631486,1.22046568296,0,2.53436445896e-06,-7310.01611792,-7310.07526476,-0.0591468441462,false
540,2012-10-16 05:30:00,-337.890625,-969.135802469,0,0.0571730758802,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.952550595063,0.952551464475,1,1,8.69411767801e-07,0,1868.20022166,1868.13850776,-0.0617138975103,false
541,2012-10-16 06:00:00,4162.109375,2030.86419753,0,0.57443326678,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.16693786659,1.16695579569,0,1.79291030191e-05,-4840.66795823,-4841.08818749,-0.420229255806,false
542,2012-10-16 06:30:00,1912.109375,5030.86419753,0,19.4417745892,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.14195673425,1.14213962245,0,0.000182888201186,-5380.70822846,-5396.19660668,-15.4883782207,false
543,2012-10-16 07:00:00,6412.109375,30.8641975309,0,74.5712997315,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.20933929382,1.21141436283,0,0.00207506901076,-4490.63868773,-4541.01218163,-50.3734939044,false
544,2012-10-16 07:30:00,-2376.953125,3030.86419753,0,140.212241936,CONVERGED,CONVERGED,LOWER_VOLTAGE_VIOLATION,WITHIN_LIMITS,0.898781472012,0.907211482352,1.03716259935,1.0395822413,0.00843001034008,0.00241964195402,525.979401086,353.6115336,-172.367867486,true
545,2012-10-16 08:00:00,2123.046875,6030.86419753,0,235.211222187,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.16592934334,1.16802843392,0,0.00209909057807,-6278.27333028,-6459.31705413,-181.043723847,false
546,2012-10-16 08:30:00,-126.953125,-1635.80246914,0,333.198033752,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.926695515166,0.931786123157,1,1,0.00509060799068,0,2620.77996576,2263.81740329,-356.962562468,false
547,2012-10-16 09:00:00,4373.046875,1364.19753086,0,442.075428833,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.16589942704,1.17942143858,0,0.0135220115367,-4377.30225881,-4697.18424497,-319.881986157,false
548,2012-10-16 09:30:00,-1251.953125,4364.19753086,0,516.168123665,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.980575116075,1,1.09243756977,1.09922918488,0.019424883925,0.00679161511163,-2099.53393394,-2620.96837849,-521.434444547,false
549,2012-10-16 10:00:00,3248.046875,-635.802469136,0,577.381032211,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.999824232148,1,1.10635079536,1.12573457147,0.000175767852,0.0193837761142,-1650.8382058,-2112.02851001,-461.190304212,false
550,2012-10-16 10:30:00,998.046875,2364.19753086,0,649.771329324,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.06872580817,1.08378812232,0,0.0150623141478,-2537.4462541,-3100.58322355,-563.136969454,false
551,2012-10-16 11:00:00,5498.046875,5364.19753086,0,718.471329023,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.23437886454,1.25421638053,0,0.0198375159887,-8251.35218021,-8711.44009375,-460.087913535,false
552,2012-10-16 11:30:00,-1814.453125,364.197530864,0,742.878586847,CONVERGED,CONVERGED,LOWER_VOLTAGE_VIOLATION,WITHIN_LIMITS,0.89788388228,0.938877010409,1,1,0.0409931281292,0,2296.81162291,1420.82514632,-875.986476587,true
553,2012-10-16 12:00:00,2685.546875,3364.19753086,0,745.559337101,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.13054150728,1.15533801907,0,0.0247965117941,-4756.33053765,-5324.69180362,-568.361265973,false
554,2012-10-16 12:30:00,435.546875,6364.19753086,0,734.81273264,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.15801307753,1.16545144708,0,0.00743836955397,-5215.73796058,-5833.74255569,-618.004595111,false
555,2012-10-16 13:00:00,4935.546875,-2191.35802469,0,735.836500369,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.969122852709,0.975865533687,1.14152201118,1.16390817015,0.00674268097773,0.0223861589662,-1402.95754157,-1953.90937204,-550.951830468,false
556,2012-10-16 13:30:00,-689.453125,808.641975309,0,698.312720312,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.965146382792,0.997841107668,1.00342145069,1.01311532995,0.0326947248762,0.00969387926344,521.661873118,-196.735090536,-718.396963654,false
557,2012-10-16 14:00:00,3810.546875,3808.64197531,0,679.828563467,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.17189521549,1.19283295877,0,0.0209377432772,-5975.85205349,-6460.09709223,-484.245038743,false
558,2012-10-16 14:30:00,1560.546875,-1191.35802469,0,627.944578746,CONVERGED,CONVERGED,WITHIN_LIMITS,UPPER_VOLTAGE_VIOLATION,0.967640710863,0.975107967332,1.03711976398,1.0613803466,0.00746725646939,0.0242605826227,361.735809007,-205.320877801,-567.056686808,true
559,2012-10-16 15:00:00,6060.546875,1808.64197531,0,550.455671519,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.2193323459,1.23450006283,0,0.0151677169296,-5893.55879205,-6256.07573275,-362.516940698,false
560,2012-10-16 15:30:00,-2095.703125,4808.64197531,0,468.708636255,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.938047138287,0.963184564143,1.088557726,1.09550983291,0.0251374258564,0.00695210691159,-1411.40471427,-1929.71409657,-518.309382295,false
561,2012-10-16 16:00:00,2404.296875,-191.358024691,0,367.185639033,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.999329423057,0.999495396458,1.07909410265,1.09230531837,0.000165973400821,0.0132112157225,-1221.08616307,-1530.17181475,-309.085651678,false
562,2012-10-16 16:30:00,154.296875,2808.64197531,0,278.069133635,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.999675415622,0.999821623792,1.06657994632,1.06990050043,0.0001462081698,0.00332055410519,-1929.05844335,-2188.82709779,-259.768654438,false
563,2012-10-16 17:00:00,4654.296875,5808.64197531,0,190.574146122,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.20938920028,1.21499673002,0,0.00560752973865,-7762.60362562,-7891.0624706,-128.458844982,false
564,2012-10-16 17:30:00,-970.703125,-1858.02469136,0,78.8565436742,CONVERGED,CONVERGED,LOWER_VOLTAGE_VIOLATION,LOWER_VOLTAGE_VIOLATION,0.895603834748,0.897059265983,1,1,0.00145543123505,0,4226.63956919,4130.22500733,-96.4145618592,false
565,2012-10-16 18:00:00,3529.296875,1141.97530864,0,43.10900119,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.99982025959,0.999837554082,1.12830025915,1.12972949454,1.7294492128e-05,0.00142923538549,-3076.48312893,-3109.92536515,-33.4422362189,false
566,2012-10-16 18:30:00,1279.296875,4141.97530864,0,10.5735615492,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.10802154063,1.10813136879,0,0.000109828159791,-3783.55919452,-3792.54851809,-8.98932356521,false
567,2012-10-16 19:00:00,5779.296875,-858.024691358,0,0.0682178746298,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.999638445584,0.999638469587,1.17585018065,1.17585218105,2.40031747811e-08,2.00039608789e-06,-2901.42613108,-2901.47481447,-0.0486833925256,false
568,2012-10-16 19:30:00,-1533.203125,2141.97530864,0,0.192640382516,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.927404406799,0.92741495246,1.02002649952,1.02002957488,1.05456611761e-05,3.07535817767e-06,687.514231743,687.292670935,-0.221560808421,false
569,2012-10-16 20:00:00,2966.796875,5141.97530864,0,0,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.14806201689,1.14806201689,0,1.31672450721e-12,-5902.20592702,-5902.20592702,2.63116817223e-09,false
570,2012-10-16 20:30:00,716.796875,141.975308642,0,0.166113164648,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.990755009747,0.990757147338,1.0115329378,1.01154003534,2.13759101908e-06,7.09753865946e-06,261.275471985,261.115186412,-0.16028557313,false
571,2012-10-16 21:00:00,5216.796875,3141.97530864,0,0.132601320803,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.20155678376,1.20156065931,0,3.87555251713e-06,-6037.30778063,-6037.39856919,-0.090788560663,false
572,2012-10-16 21:30:00,-408.203125,6141.97530864,0,0.106861827688,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.13835659765,1.13835785504,0,1.25738652867e-06,-3982.32588085,-3982.42581901,-0.0999381575607,false
573,2012-10-16 22:00:00,4091.796875,-1524.69135802,0,0.115107995372,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.979219597677,0.979220735027,1.11961045825,1.1196142338,1.1373503187e-06,3.77555084463e-06,-1223.04967089,-1223.14081415,-0.0911432555365,false
574,2012-10-16 22:30:00,1841.796875,1475.30864198,0,0.11685576004,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.07916492445,1.07916928782,0,4.3633698954e-06,-2365.46133888,-2365.56097552,-0.0996366390204,false
575,2012-10-16 23:00:00,6341.796875,4475.30864198,0,0.0818267571554,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.25041312156,1.2504153352,0,2.21363921526e-06,-8140.75944885,-8140.81128142,-0.0518325655084,false
576,2012-10-16 23:30:00,-2236.328125,-524.691358025,0,0.036705252529,CONVERGED,CONVERGED,LOWER_VOLTAGE_VIOLATION,LOWER_VOLTAGE_VIOLATION,0.858080174711,0.858082575907,1,1,2.40119572237e-06,0,3775.6871994,3775.63698493,-0.0502144653678,false
577,2012-10-15 00:00:00,2263.671875,2475.30864198,0,0.0270705851706,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.10885918006,1.10886014092,0,9.60864452226e-07,-3785.90419673,-3785.92613738,-0.0219406548717,false
578,2012-10-15 00:30:00,13.671875,5475.30864198,0,0.108869895429,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.13593376285,1.1359349822,0,1.21935070596e-06,-4302.28605633,-4302.38429648,-0.0982401508281,false
579,2012-10-15 01:00:00,4513.671875,475.308641975,0,0.124428011123,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.16306920938,1.16307305825,0,3.84886958238e-06,-3825.88347127,-3825.97516442,-0.091693145529,false
