point_id,timestamp,P13_VPP_kW,P30_VPP_kW,old_actual_PV_kW,new_actual_PV_kW,old_power_flow_status,new_power_flow_status,old_voltage_status,new_voltage_status,old_Vmin_pu,new_Vmin_pu,old_Vmax_pu,new_Vmax_pu,delta_Vmin_pu,delta_Vmax_pu,old_P_sub_kW,new_P_sub_kW,delta_P_sub_kW,label_changed
255,2012-10-16 07:00:00,6253.90625,425.925925926,0,74.5712997315,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.20912192264,1.21120810945,0,0.00208618681157,-4736.42648268,-4786.8381679,-50.4116852195,false
256,2012-10-16 07:30:00,-2324.21875,3425.92592593,0,140.212241936,CONVERGED,CONVERGED,WITHIN_LIMITS,UPPER_VOLTAGE_VIOLATION,0.907153860764,0.915423064763,1.04877130357,1.05112481338,0.0082692039992,0.00235350980836,99.90304242,-69.2463070869,-169.149349507,true
257,2012-10-16 08:00:00,2175.78125,6425.92592593,0,235.211222187,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.17491718982,1.17698785313,0,0.0020706633072,-6605.31750278,-6784.77700374,-179.459500959,false
258,2012-10-16 08:30:00,-74.21875,-2425.92592593,0,333.198033752,CONVERGED,CONVERGED,LOWER_VOLTAGE_VIOLATION,WITHIN_LIMITS,0.896720735113,0.902090730736,1,1,0.00536999562291,0,3506.26794871,3140.15157988,-366.116368828,true
259,2012-10-16 09:00:00,4425.78125,574.074074074,0,442.075428833,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.15919964758,1.17277947305,0,0.013579825467,-3721.05193763,-4044.56238315,-323.510445524,false
260,2012-10-16 09:30:00,-1199.21875,3574.07407407,0,516.168123665,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.974364033374,0.999122570278,1.07329887549,1.08022752936,0.0247585369037,0.00692865386697,-1484.57739737,-2011.90939441,-527.331997044,false
261,2012-10-16 10:00:00,3300.78125,-1425.92592593,0,577.381032211,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.979076544675,0.984966114349,1.09800900732,1.11752745619,0.005889569674,0.019518448871,-896.28677239,-1364.56169357,-468.274921181,false
262,2012-10-16 10:30:00,1050.78125,1574.07407407,0,649.771329324,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.05205525864,1.07721124246,0,0.0251559838168,-1884.20816635,-2454.1090277,-569.900861347,false
263,2012-10-16 11:00:00,5550.78125,4574.07407407,0,718.471329023,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.22951896721,1.24939707633,0,0.0198781091202,-7712.33704936,-8176.15597014,-463.818920782,false
264,2012-10-16 11:30:00,-1761.71875,-425.925925926,0,742.878586847,CONVERGED,CONVERGED,LOWER_VOLTAGE_VIOLATION,WITHIN_LIMITS,0.888214464537,0.92977399581,1,1,0.0415595312727,0,3087.47625185,2192.94738233,-894.528869516,true
265,2012-10-16 12:00:00,2738.28125,2574.07407407,0,745.559337101,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.12464353494,1.14953394305,0,0.0248904081052,-4149.83025488,-4723.8859383,-574.055683421,false
266,2012-10-16 12:30:00,488.28125,5574.07407407,0,734.81273264,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.14104879753,1.14859392631,0,0.00754512878497,-4667.28072453,-5290.51012415,-623.229399617,false
267,2012-10-16 13:00:00,4988.28125,-2092.59259259,0,735.836500369,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.973096177973,0.979772569582,1.14449049341,1.16677408861,0.00667639160863,0.0222835952007,-1547.73839507,-2095.8080507,-548.069655627,false
268,2012-10-16 13:30:00,-636.71875,907.407407407,0,698.312720312,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.969038753537,0.998663408288,1.00717596136,1.01675753543,0.029624654751,0.00958157407019,368.818122373,-344.104845424,-712.922967797,false
269,2012-10-16 14:00:00,3863.28125,3907.40740741,0,679.828563467,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.17443116681,1.19528361545,0,0.0208524486399,-6090.58730388,-6572.77390149,-482.186597605,false
270,2012-10-16 14:30:00,1613.28125,-1092.59259259,0,627.944578746,CONVERGED,CONVERGED,WITHIN_LIMITS,UPPER_VOLTAGE_VIOLATION,0.971646103905,0.979031825377,1.04058780656,1.06469460796,0.00738572147235,0.0241068013971,209.032514983,-354.363608849,-563.396123832,true
271,2012-10-16 15:00:00,6113.28125,1907.40740741,0,550.455671519,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.22174555639,1.23685883994,0,0.0151132835517,-6009.93584845,-6370.98821055,-361.052362103,false
272,2012-10-16 15:30:00,-2042.96875,4907.40740741,0,468.708636255,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.942086967163,0.966979996646,1.09178069013,1.09865069018,0.0248930294833,0.00687000005197,-1553.77384631,-2067.67397489,-513.900128577,false
273,2012-10-16 16:00:00,2457.03125,-92.5925925926,0,367.185639033,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.999408479931,0.999573104097,1.08223672865,1.09537490695,0.000164624165642,0.0131381782957,-1361.98558864,-1669.32303116,-307.337442524,false
274,2012-10-16 16:30:00,207.03125,2907.40740741,0,278.069133635,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.999750101588,0.999895038476,1.06981242034,1.0731014096,0.000144936887517,0.00328898925573,-2064.38187902,-2322.51087476,-258.128995736,false
275,2012-10-16 17:00:00,4707.03125,5907.40740741,0,190.574146122,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.21172287444,1.21730945459,0,0.00558658014718,-7868.50954672,-7996.45842647,-127.948879748,false
276,2012-10-16 17:30:00,-917.96875,-1759.25925926,0,78.8565436742,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.900507237958,0.901937397571,1,1,0.00143015961258,0,4041.09383441,3945.75964731,-95.3341871029,false
277,2012-10-16 18:00:00,3582.03125,1240.74074074,0,43.10900119,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.999889893463,0.999907060692,1.13111618573,1.13253862411,1.71672293469e-05,0.0014224383845,-3205.1968147,-3238.47398512,-33.2771704195,false
278,2012-10-16 18:30:00,1332.03125,4240.74074074,0,10.5735615492,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.11095394405,1.11106287716,0,0.000108933111386,-3907.45729748,-3916.39816254,-8.9408650577,false
279,2012-10-16 19:00:00,5832.03125,-759.259259259,0,0.0682178746298,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.999711330198,0.999711354025,1.17856336459,1.17856535663,2.38267151564e-08,1.99203791706e-06,-3034.21166253,-3034.26011554,-0.048453012776,false
280,2012-10-16 19:30:00,-1480.46875,2240.74074074,0,0.192640382516,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.931585243175,0.931595679061,1.02368475404,1.02368778865,1.04358860109e-05,3.03460802398e-06,533.838228052,533.618723423,-0.219504628895,false
281,2012-10-16 20:00:00,3019.53125,5240.74074074,0,0,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.15065961674,1.15065961674,0,-8.4532381095e-13,-6015.66301379,-6015.66301379,-8.63110471983e-10,false
282,2012-10-16 20:30:00,769.53125,240.740740741,0,0.166113164648,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.994537141562,0.994539255528,1.01508329976,1.01509034619,2.11396571281e-06,7.04643324712e-06,112.152471037,111.993300435,-0.159170602265,false
283,2012-10-16 21:00:00,5269.53125,3240.74074074,0,0.132601320803,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.20398687095,1.20399073167,0,3.86072244507e-06,-6151.135515,-6151.22592777,-0.0904127696595,false
284,2012-10-16 21:30:00,-355.46875,6240.74074074,0,0.106861827688,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.14117909959,1.14118034576,0,1.24617017905e-06,-4106.65653735,-4106.75585265,-0.099315295357,false
285,2012-10-16 22:00:00,4144.53125,-2314.81481481,0,0.115107995372,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.95188551173,0.951886696393,1.1105336205,1.11053742595,1.18466306354e-06,3.80545220735e-06,-423.469258278,-423.561981735,-0.0927234567563,false
286,2012-10-16 22:30:00,1894.53125,685.185185185,0,0.11685576004,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.999717611482,0.999717666349,1.07206025827,1.07206464797,5.48670607836e-08,4.38970103978e-06,-1687.42173459,-1687.52266335,-0.100928758122,false
287,2012-10-16 23:00:00,6394.53125,3685.18518519,0,0.0818267571554,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.24529510818,1.24529732669,0,2.21850544935e-06,-7586.19252455,-7586.24479566,-0.0522711131935,false
288,2012-10-16 23:30:00,-2394.53125,-1314.81481481,0,0.036705252529,CONVERGED,CONVERGED,LOWER_VOLTAGE_VIOLATION,LOWER_VOLTAGE_VIOLATION,0.832301822962,0.832304398554,1,1,2.57559245287e-06,0,4942.25665014,4942.20283889,-0.0538112524055,false
289,2012-10-15 00:00:00,2105.46875,1685.18518519,0,0.0270705851706,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.09488885768,1.09488983939,0,9.81710394976e-07,-2975.88719669,-2975.90968834,-0.0224916470606,false
290,2012-10-15 00:30:00,-144.53125,4685.18518519,0,0.108869895429,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.11576925396,1.11577052362,0,1.26966106495e-06,-3536.92946986,-3537.03036688,-0.100897019789,false
291,2012-10-15 01:00:00,4355.46875,-314.814814815,0,0.124428011123,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.14927153779,1.14927545903,0,3.92123571213e-06,-2980.71498451,-2980.8089003,-0.0939157868411,false
292,2012-10-15 01:30:00,-1269.53125,2685.18518519,0,0.134869522546,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.963662277029,0.963669095815,1.05151562707,1.05151757435,6.81878628606e-06,1.94728363989e-06,-769.836472357,-769.98127272,-0.144800363187,false
293,2012-10-15 02:00:00,3230.46875,5685.18518519,0,0.0591834386779,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.17177794749,1.17177843346,0,4.85970535591e-07,-7079.0956878,-7079.13873796,-0.0430501582514,false
294,2012-10-15 02:30:00,980.46875,-1981.48148148,0,0.117515343839,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.936003279236,0.936004886263,1.00508709414,1.00509208948,1.60702724206e-06,4.99533797504e-06,1597.6822839,1597.56631937,-0.11596453287,false
295,2012-10-15 03:00:00,5480.46875,1018.51851852,0,0.108046552506,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.19804673517,1.19804986943,0,3.13426247267e-06,-5013.95031166,-5014.02528999,-0.0749783305018,false
296,2012-10-15 03:30:00,-1832.03125,4018.51851852,0,0.0406058777559,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.950796527564,0.950798695453,1.07851159744,1.07851220365,2.16788904872e-06,6.06208831577e-07,-1350.3056745,-1350.35068945,-0.0450149524381,false
297,2012-10-15 04:00:00,2667.96875,-981.481481481,0,0.0308159205619,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.991636178447,0.991636510301,1.08535531071,1.08535641521,3.31854021929e-07,1.1045023669e-06,-1032.57278441,-1032.59887439,-0.0260899824054,false
298,2012-10-15 04:30:00,417.96875,2018.51851852,0,0.0735546471349,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.05615944733,1.05616032363,0,8.76296267771e-07,-1889.99215644,-1890.06057974,-0.0684232960505,false
299,2012-10-15 05:00:00,4917.96875,5018.51851852,0,0.0907251325859,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.2178527065,1.21785534442,0,2.63792277622e-06,-7786.47294449,-7786.53389716,-0.0609526745775,false
300,2012-10-15 05:30:00,-707.03125,18.5185185185,0,0.139448963204,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.955934100607,0.955941017674,1,1,6.91706653355e-06,0,1218.54511673,1218.39351784,-0.151598890071,false
301,2012-10-15 06:00:00,3792.96875,3018.51851852,0,0.404118789212,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.16379057374,1.16380339487,0,1.28211295856e-05,-5320.40443324,-5320.70153076,-0.297097515312,false
302,2012-10-15 06:30:00,1542.96875,6018.51851852,0,17.1370893067,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.15912022223,1.15928351663,0,0.000163294400698,-5744.04168797,-5757.84095817,-13.7992702024,false
303,2012-10-15 07:00:00,6042.96875,-1648.14814815,0,73.4284325548,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.992974827168,0.993593025479,1.1782077044,1.18033209531,0.000618198310915,0.00212439090954,-2566.72941341,-2619.00067588,-52.2712624707,false
304,2012-10-15 07:30:00,-2113.28125,1351.85185185,0,154.921217692,CONVERGED,CONVERGED,LOWER_VOLTAGE_VIOLATION,LOWER_VOLTAGE_VIOLATION,0.887881475722,0.897212113968,1,1,0.00933063824611,0,1946.87457946,1753.0047555,-193.86982396,false
305,2012-10-15 08:00:00,2386.71875,4351.85185185,0,260.723625401,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.12779174629,1.1342419568,0,0.0064502105125,-5072.40210159,-5275.27228001,-202.870178423,false
306,2012-10-15 08:30:00,136.71875,-648.148148148,0,369.685308228,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.964348147277,0.969474177797,1,1,0.00512603051952,0,1310.81988748,936.811424293,-374.008463187,false
307,2012-10-15 09:00:00,4636.71875,2351.85185185,0,473.008821065,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.18361573115,1.197718126,0,0.0141023948524,-5389.13281976,-5721.01544331,-331.882623554,false
308,2012-10-15 09:30:00,-988.28125,5351.85185185,0,562.686300169,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.11933013186,1.12625135515,0,0.00692122328569,-3157.25848932,-3700.18233227,-542.923842951,false
309,2012-10-15 10:00:00,3511.71875,351.851851852,0,638.055673016,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.12742246484,1.14814921474,0,0.0207267498969,-2827.34217268,-3317.87734188,-490.535169203,false
310,2012-10-15 10:30:00,1261.71875,3351.85185185,0,702.674147045,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.09746618341,1.10588128996,0,0.00841510655433,-3627.70416206,-4213.6196848,-585.915522741,false
311,2012-10-15 11:00:00,5761.71875,6351.85185185,0,749.768045624,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.24932376113,1.26960270102,0,0.020278939892,-9116.04209203,-9583.92057064,-467.878478612,false
312,2012-10-15 11:30:00,-1550.78125,-2203.7037037,0,774.145995254,CONVERGED,CONVERGED,LOWER_VOLTAGE_VIOLATION,LOWER_VOLTAGE_VIOLATION,0.868073148144,0.895261951096,1,1,0.0271888029515,0,4947.80409016,3971.9270335,-975.877056658,false
313,2012-10-15 12:00:00,2949.21875,796.296296296,0,787.945774995,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.11289954479,1.13926849216,0,0.0263689473655,-2759.08559092,-3377.24830727,-618.162716352,false
314,2012-10-15 12:30:00,699.21875,3796.2962963,0,788.987973464,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.10193027845,1.11023047523,0,0.00830019677801,-3474.88203197,-4152.09205687,-677.210024899,false
315,2012-10-15 13:00:00,5199.21875,-1203.7037037,0,777.713342817,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.16322126125,1.1861752698,0,0.0229540085545,-2664.59110418,-3225.07492258,-560.483818402,false
316,2012-10-15 13:30:00,-425.78125,1796.2962963,0,754.377532427,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.991129301887,0.999882739,1.03663910745,1.04628433568,0.00875343711296,0.00964522822805,-726.377977312,-1463.05599849,-736.678021181,false
317,2012-10-15 14:00:00,4074.21875,4796.2962963,0,723.045484185,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.18957758473,1.21127476998,0,0.0216971852519,-6969.26184536,-7469.10255263,-499.840707274,false
318,2012-10-15 14:30:00,1824.21875,-203.703703704,0,674.631823484,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.999599321335,0.999914883311,1.06179197588,1.08678454986,0.00031556197556,0.0249925739819,-950.414459547,-1532.0172256,-581.602766054,false
319,2012-10-15 15:00:00,6324.21875,2796.2962963,0,605.540928237,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.23702329709,1.25331733275,0,0.0162940356588,-6939.01762133,-7326.23249129,-387.214869956,false
320,2012-10-15 15:30:00,-2253.90625,5796.2962963,0,520.28352299,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.943811516068,0.971597224268,1.11238177969,1.11995041551,0.0277857081998,0.00756863582276,-2191.53361578,-2760.84389573,-569.310279954,false
321,2012-10-15 16:00:00,2246.09375,-1870.37037037,0,418.406209072,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.950829048257,0.955717021564,1.05291573316,1.06849393633,0.00488797330668,0.0155782031666,528.297668828,158.370670734,-369.926998094,false
322,2012-10-15 16:30:00,-3.90625,1129.62962963,0,311.48080684,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.997920394997,0.999052922821,1.01945093417,1.02347948629,0.00113252782383,0.00402855212155,-333.942337051,-638.959028558,-305.016691507,false
323,2012-10-15 17:00:00,4496.09375,4129.62962963,0,203.861113496,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.19180820886,1.19792620397,0,0.00611799511085,-6476.3515416,-6617.99071245,-141.639170849,false
324,2012-10-15 17:30:00,-1128.90625,-870.37037037,0,107.50254258,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.909848908709,0.915715329297,1,1,0.00586642058801,0,3108.68868808,2980.95309503,-127.73559305,false
325,2012-10-15 18:00:00,3371.09375,2129.62962963,0,39.1843813333,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.13459689731,1.13589544798,0,0.00129855067126,-3879.55254332,-3909.65576709,-30.1032237699,false
326,2012-10-15 18:30:00,1121.09375,5129.62962963,0,4.40527328039,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.13012720249,1.13017240582,0,4.52033252529e-05,-4449.17156856,-4452.89636427,-3.7247957078,false
327,2012-10-15 19:00:00,5621.09375,129.62962963,0,0.027611996874,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.18338966749,1.18339047598,0,8.08485457915e-07,-3768.72204866,-3768.7415226,-0.0194739383442,false
328,2012-10-15 19:30:00,-1691.40625,3129.62962963,0,0.220560815366,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.931711406211,0.931723511935,1.04516355505,1.04516701318,1.21057240148e-05,3.45812697256e-06,-53.7971970459,-54.0490905633,-0.251893517399,false
329,2012-10-15 20:00:00,2808.59375,6129.62962963,0,0.0800515875758,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.16911513492,1.16911581935,0,6.84428062003e-07,-6584.90344454,-6584.96322154,-0.0597770005425,false
330,2012-10-15 20:30:00,558.59375,-1537.03703704,0,0.0804343907348,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.932676408411,0.932677569214,1,1,1.16080333468e-06,0,2145.18639119,2145.10378763,-0.082603558521,false
331,2012-10-15 21:00:00,5058.59375,1462.96296296,0,0.116830894336,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.18208686745,1.18209035778,0,3.49032871871e-06,-4623.33219613,-4623.4149499,-0.0827537668147,false
332,2012-10-15 21:30:00,-566.40625,4462.96296296,0,0.115886714153,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.999849808323,0.999849873213,1.09813264221,1.09813409957,6.48902338529e-08,1.45735962565e-06,-2553.49003868,-2553.60321249,-0.113173809621,false
333,2012-10-15 22:00:00,3933.59375,-537.037037037,0,0.0471028181968,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.999813346789,0.999813365824,1.1277848475,1.12778638795,1.9034553933e-08,1.54044553291e-06,-2138.61460047,-2138.65136945,-0.0367689805785,false
334,2012-10-15 22:30:00,1683.59375,2462.96296296,0,0.0345149960925,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.08435609006,1.08435737961,0,1.28955077483e-06,-3117.83803507,-3117.86720618,-0.0291711092977,false
335,2012-10-15 23:00:00,6183.59375,5462.96296296,0,0.0603674049304,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.2542524988,1.25425413537,0,1.63656745911e-06,-8770.62876491,-8770.66677718,-0.0380122742408,false
336,2012-10-15 23:30:00,-1972.65625,462.962962963,0,0.0759329914034,CONVERGED,CONVERGED,LOWER_VOLTAGE_VIOLATION,LOWER_VOLTAGE_VIOLATION,0.892172507637,0.892177054341,1,1,4.54670357708e-06,0,2302.82997707,2302.73448935,-0.0954877224694,false
337,2012-10-16 00:00:00,2527.34375,3462.96296296,0,0.127135707048,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.12823608403,1.12824046041,0,4.37637627226e-06,-4833.64123145,-4833.74086353,-0.0996320774166,false
338,2012-10-16 00:30:00,277.34375,6462.96296296,0,0.173166086501,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.16144743969,1.16144927394,0,1.83425381883e-06,-5322.40484652,-5322.55535919,-0.150512665344,false
339,2012-10-16 01:00:00,4777.34375,-2487.65432099,0,0.0621269929665,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.960846865233,0.960847466699,1.13548739794,1.13548935438,6.01465937611e-07,1.95644181766e-06,-1137.17512475,-1137.22323273,-0.0481079803849,false
340,2012-10-16 01:30:00,-847.65625,512.345679012,0,0.0763061264963,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.956784774454,0.956788582707,1,1,3.80825303103e-06,0,830.84459438,830.76171455,-0.0828798299664,false
341,2012-10-16 02:00:00,3652.34375,3512.34567901,0,0.171221451204,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.16657137187,1.16657681466,0,5.44279158499e-06,-5763.96051397,-5764.08608737,-0.12557340398,false
342,2012-10-16 02:30:00,1402.34375,-1487.65432099,0,0.067057706694,CONVERGED,CONVERGED,WITHIN_LIMITS,WITHIN_LIMITS,0.9592041747,0.95920502134,1.0298486599,1.02985136649,8.46640338503e-07,2.70658988821e-06,651.088189564,651.025201606,-0.0629879579944,false
343,2012-10-16 03:00:00,5902.34375,1512.34567901,0,0.130943486399,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.21529696476,1.21530065672,0,3.69196037986e-06,-5737.72751296,-5737.81576658,-0.0882536247145,false
344,2012-10-16 03:30:00,-1410.15625,4512.34567901,0,0.0447895136458,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,0.977677661799,0.977679895757,1.09650097516,1.09650159205,2.2339576804e-06,6.1689162556e-07,-2202.84588033,-2202.89273118,-0.0468508518861,false
345,2012-10-16 04:00:00,3089.84375,-487.654320988,0,0.0757029518073,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.10650742156,1.10651003,0,2.60844152589e-06,-1878.61605826,-1878.67773921,-0.0616809489279,false
346,2012-10-16 04:30:00,839.84375,2512.34567901,0,0.0159962548735,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.07396051266,1.0739606915,0,1.78837968212e-07,-2691.96750328,-2691.98176539,-0.0142621052951,false
347,2012-10-16 05:00:00,5339.84375,5512.34567901,0,0.0884422214863,CONVERGED,CONVERGED,UPPER_VOLTAGE_VIOLATION,UPPER_VOLTAGE_VIOLATION,1,1,1.23400311724,1.23400561962,0,2.50238477695e-06,-8428.91288087,-8428.9706952,-0.0578143277271,false
