intervals,axes,initial_step_formula,initial_step_kW,expected_doubling_steps,expected_refinement_steps,expected_evaluations,worst_case_doubling_steps,worst_case_refinement_steps,worst_case_evaluations,estimated_runtime_seconds,estimated_peak_rss_bytes,estimated_output_bytes,safety_verdict
96,2,total_canonical_nominal_active_load_kW/64,58.046875,8,15,4608,12,60,14016,60,891289600,12582912,SAFE_TO_RUN_UNDER_15_MINUTES_AND_LOW_RAM
